title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking
"1 BHK Apartment for Sale in Ravet, Pimpri Chinchwad Pune",₹45 Lac,396 sqft,https://www.magicbricks.com/sai-glamour-residency-ravet-pune-pdpid-4d4235303735323034,1,1,2025-08-11 10:25:03.973156,Posted:   Yesterday,2025-08-10 12:00:00,1,,1 BHK,Unfurnished,5 out of 7,,Sai Glamour Residency,Ready to Move,,,,Resale,
"1 BHK Apartment for Sale in Ravet, Pimpri Chinchwad Pune",₹45 Lac,353 sqft,https://www.magicbricks.com/sai-glamour-residency-ravet-pune-pdpid-4d4235303735323034,1,2,2025-08-11 10:25:03.975103,Posted:   Yesterday,2025-08-10 12:00:00,1,,1 BHK,Unfurnished,5 out of 7,,Sai Glamour Residency,Ready to Move,,,,Resale,
3 BHK Apartment for Sale in Keshav Nagar Mundhwa Pune,₹1.61 Cr,1152 sqft,https://www.magicbricks.com/godrej-infinity-keshav-nagar-pune-pdpid-4d4235303735303938,1,3,2025-08-11 10:25:03.977322,Posted:   Yesterday,2025-08-10 12:00:00,3,,3 BHK,Semi-Furnished,9 out of 19,,Godrej Infinity,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Keshav Nagar Mundhwa Pune,₹85 Lac,576 sqft,https://www.magicbricks.com/godrej-infinity-keshav-nagar-pune-pdpid-4d4235303735303938,1,4,2025-08-11 10:25:03.978900,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Semi-Furnished,3 out of 23,,Godrej Infinity,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Keshav Nagar Mundhwa Pune,₹84 Lac,720 sqft,https://www.magicbricks.com/godrej-infinity-keshav-nagar-pune-pdpid-4d4235303735303938,1,5,2025-08-11 10:25:03.980241,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Unfurnished,5 out of 22,,Godrej Infinity,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Keshav Nagar Mundhwa Pune,₹75 Lac,612 sqft,https://www.magicbricks.com/godrej-infinity-keshav-nagar-pune-pdpid-4d4235303735303938,1,6,2025-08-11 10:25:03.981643,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Unfurnished,14 out of 22,,Godrej Infinity,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Keshav Nagar Mundhwa Pune,₹87 Lac,720 sqft,https://www.magicbricks.com/godrej-infinity-keshav-nagar-pune-pdpid-4d4235303735303938,1,7,2025-08-11 10:25:03.983876,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Unfurnished,9 out of 14,,Godrej Infinity,Ready to Move,,,,Resale,
1 BHK Apartment for Sale in Loni Kalbhor Pune,₹21 Lac,412 sqft,https://www.magicbricks.com/sarthak-shantiniketan-loni-kalbhor-pune-pdpid-4d4235303735303831,1,8,2025-08-11 10:25:03.986921,Posted:   Yesterday,2025-08-10 12:00:00,1,,1 BHK,Semi-Furnished,1 out of 4,,Sarthak Shantiniketan,Ready to Move,,,,Resale,
3 BHK Apartment for Sale in Dhayari Pune,₹75 Lac,941 sqft,https://www.magicbricks.com/audumbar-dhayari-pune-pdpid-4d4235303735303132,1,9,2025-08-11 10:25:03.989661,Posted:   Yesterday,2025-08-10 12:00:00,3,,3 BHK,Unfurnished,5 out of 8,,Audumbar,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Kharadi Pune,₹1.20 Cr,608 sqft,https://www.magicbricks.com/palm-world-one-kharadi-pune-pdpid-4d4235303734393334,1,10,2025-08-11 10:25:03.991863,Posted:   Yesterday,2025-08-10 12:00:00,> 10,,2 BHK,Unfurnished,11 out of 12,,Palm World One,,,,,Resale,
2 BHK Apartment for Sale in Sinhgad Road Pune,₹65 Lac,745 sqft,https://www.magicbricks.com/nirman-ajinkyatara-sinhgad-road-pune-pdpid-4d4235303734383530,1,11,2025-08-11 10:25:03.996045,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Unfurnished,3 out of 12,,Nirman Ajinkyatara,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Sinhgad Road Pune,₹55 Lac,631 sqft,https://www.magicbricks.com/nirman-ajinkyatara-sinhgad-road-pune-pdpid-4d4235303734383530,1,12,2025-08-11 10:25:03.999538,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Unfurnished,10 out of 11,,Nirman Ajinkyatara,Ready to Move,,,,Resale,
1 BHK Apartment for Sale in Narhe Pune,₹34 Lac,429 sqft,https://www.magicbricks.com/gold-ember-narhe-pune-pdpid-4d4235303734373934,1,13,2025-08-11 10:25:04.003465,Posted:   Yesterday,2025-08-10 12:00:00,1,,1 BHK,Semi-Furnished,3 out of 4,,Gold Ember,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Wagholi Pune,₹62 Lac,720 sqft,https://www.magicbricks.com/kolte-patil-umang-premiere-wagholi-pune-pdpid-4d4235303734363031,1,14,2025-08-11 10:25:04.005347,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Unfurnished,2 out of 13,,Kolte Patil Umang Premiere,Ready to Move,,,,Resale,
1 BHK Apartment for Sale in Wagholi Pune,₹31 Lac,468 sqft,https://www.magicbricks.com/kolte-patil-umang-premiere-wagholi-pune-pdpid-4d4235303734363031,1,15,2025-08-11 10:25:04.007386,Posted:   Yesterday,2025-08-10 12:00:00,1,,1 BHK,Semi-Furnished,11 out of 12,,Kolte Patil Umang Premiere,Ready to Move,,,,Resale,
"2 BHK Apartment for Sale in Pimple Saudagar, Pimpri Chinchwad Pune",₹85 Lac,778 sqft,https://www.magicbricks.com/vimal-twin-tower-pimple-saudagar-pune-pdpid-4d4235303734353836,1,16,2025-08-11 10:25:04.009120,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Furnished,11 out of 44,,Vimal Twin Tower,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Ranjangaon Pune,₹18 Lac,328 sqft,https://www.magicbricks.com/playtor-rajangaon-ranjangaon-pune-pdpid-4d4235303734353633,1,17,2025-08-11 10:25:04.010611,Posted:   Yesterday,2025-08-10 12:00:00,1,,2 BHK,Unfurnished,1 out of 4,,Playtor Rajangaon,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Ranjangaon Pune,₹18 Lac,338 sqft,https://www.magicbricks.com/playtor-rajangaon-ranjangaon-pune-pdpid-4d4235303734353633,1,18,2025-08-11 10:25:04.011958,Posted:   Yesterday,2025-08-10 12:00:00,1,,2 BHK,Semi-Furnished,2 out of 4,,Playtor Rajangaon,Ready to Move,,,,Resale,
1 BHK Apartment for Sale in Ranjangaon Pune,₹11.5 Lac,288 sqft,https://www.magicbricks.com/playtor-rajangaon-ranjangaon-pune-pdpid-4d4235303734353633,1,19,2025-08-11 10:25:04.014140,Posted:   Yesterday,2025-08-10 12:00:00,1,,1 BHK,Unfurnished,3 out of 6,,Playtor Rajangaon,Ready to Move,,,,Resale,
1 BHK Apartment for Sale in Ranjangaon Pune,₹13.5 Lac,198 sqft,https://www.magicbricks.com/playtor-rajangaon-ranjangaon-pune-pdpid-4d4235303734353633,1,20,2025-08-11 10:25:04.015728,Posted:   Yesterday,2025-08-10 12:00:00,1,,1 BHK,Unfurnished,2 out of 4,,Playtor Rajangaon,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Bavdhan Pune,₹77 Lac,605 sqft,https://www.magicbricks.com/puranik-abitante-bavdhan-pune-pdpid-4d4235303734333931,1,21,2025-08-11 10:25:04.017212,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Semi-Furnished,2 out of 18,,Puranik Abitante,Ready to Move,,,,Resale,
3 BHK Apartment for Sale in Bavdhan Pune,₹95 Lac,1094 sqft,https://www.magicbricks.com/puranik-abitante-bavdhan-pune-pdpid-4d4235303734333931,1,22,2025-08-11 10:25:04.018905,Posted:   Yesterday,2025-08-10 12:00:00,3,,3 BHK,Semi-Furnished,8 out of 15,,Puranik Abitante,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Bavdhan Pune,₹82 Lac,792 sqft,https://www.magicbricks.com/puranik-abitante-bavdhan-pune-pdpid-4d4235303734333931,1,23,2025-08-11 10:25:04.020682,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Semi-Furnished,12 out of 15,,Puranik Abitante,Ready to Move,,,,Resale,
1 BHK Apartment for Sale in Bavdhan Pune,₹55 Lac,385 sqft,https://www.magicbricks.com/puranik-abitante-bavdhan-pune-pdpid-4d4235303734333931,1,24,2025-08-11 10:25:04.022174,Posted:   Yesterday,2025-08-10 12:00:00,1,,1 BHK,Semi-Furnished,6 out of 16,,Puranik Abitante,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Keshav Nagar Mundhwa Pune,₹74 Lac,822 sqft,https://www.magicbricks.com/polaris-keshav-nagar-pune-pdpid-4d4235303734333639,1,25,2025-08-11 10:25:04.023687,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Semi-Furnished,10 out of 13,,Polaris,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Hadapsar Pune,₹1.50 Cr,1123 sqft,https://www.magicbricks.com/marvel-arco-hadapsar-pune-pdpid-4d4235303734333036,1,26,2025-08-11 10:25:04.025956,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Furnished,8 out of 11,,Marvel Arco,Ready to Move,,,,Resale,
