title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking
2 BHK Apartment for Sale in Girgaon Mumbai,₹3.90 Cr,810 sqft,https://www.magicbricks.com/vijay-chambers-girgaon-mumbai-pdpid-4d4235343032373031,1,17,2025-08-10 19:20:07.632623,Updated 16 hours ago,2025-08-10 03:20:07.631351,2,,2 BHK,Furnished,6 out of 11,,Vijay Chambers,Ready to Move,North,2 Open,Freehold,Resale,Main Road
2 BHK Apartment for Sale in Vile Parle West Mumbai,₹3.50 Cr,805 sqft,https://www.magicbricks.com/shankar-mahal-vile-parle-west-mumbai-pdpid-4d4235303638383838,1,18,2025-08-10 19:20:07.634547,Updated 16 hours ago,2025-08-10 03:20:07.633390,2,,2 BHK,Semi-Furnished,5 out of 7,,Shankar Mahal,Ready to Move,,,Co-operative Society,New Property,Main Road
1 BHK Apartment for Sale in Chembur Mumbai,₹1.05 Cr,625 sqft,https://www.magicbricks.com/spenta-altavista-chembur-mumbai-pdpid-4d4235303733313932,1,21,2025-08-10 19:20:07.637428,Updated 15 hours ago,2025-08-10 04:20:07.636336,1,,1 BHK,Unfurnished,6 out of 15,,Spenta Altavista,Ready to Move,East,,Co-operative Society,Resale,Garden/Park
3 BHK Apartment for Sale in Dattapada Mumbai,₹5.50 Cr,1193 sqft,https://www.magicbricks.com/oberoi-sky-city-dattapada-mumbai-pdpid-4d4235303836303834,1,23,2025-08-10 19:20:07.639845,Updated 15 hours ago,2025-08-10 04:20:07.638723,3,,3 BHK,Unfurnished,25 out of 61,,Oberoi Sky City,Ready to Move,East,2 Covered,Freehold,Resale,"Garden/Park, Main Road"
1 BHK Apartment for Sale in Kandivali West Mumbai,₹1.20 Cr,426 sqft,https://www.magicbricks.com/sethia-kalpavruksh-heights-kandivali-west-mumbai-pdpid-4d4235303835333333,1,24,2025-08-10 19:20:07.641556,Updated 15 hours ago,2025-08-10 04:20:07.640443,2,,1 BHK,Furnished,19 out of 23,,Sethia Kalpavruksh Heights,Ready to Move,North,,Freehold,New Property,Main Road
1 BHK Apartment for Sale in Bhandup East Mumbai,₹1 Cr,450 sqft,https://www.magicbricks.com/pariwar-chs-bhandup-east-mumbai-pdpid-4d4235303436383239,1,25,2025-08-10 19:20:07.643187,Updated today,2025-08-10 12:00:00.000000,1,,1 BHK,Furnished,4 out of 14,,Pariwar CHS,Ready to Move,East,,Freehold,Resale,Garden/Park
1 BHK Apartment for Sale in Borivali West Mumbai,₹1.35 Cr,444 sqft,https://www.magicbricks.com/acharya-aashram-borivali-west-mumbai-pdpid-4d4235333933363835,1,26,2025-08-10 19:20:07.644846,Updated today,2025-08-10 12:00:00.000000,2,,1 BHK,Furnished,15 out of 15,,Acharya Aashram,Ready to Move,East,,,Resale,Main Road
1 BHK Apartment for Sale in Powai Mumbai,₹2 Cr,380 sqft,https://www.magicbricks.com/hiranandani-highland-powai-mumbai-pdpid-4d4235333139313139,1,28,2025-08-10 19:20:07.647316,Updated 14 hours ago,2025-08-10 05:20:07.646173,2,,1 BHK,Semi-Furnished,11 out of 22,,Hiranandani Highland,Ready to Move,West,,Freehold,Resale,Main Road
2 BHK Apartment for Sale in Bhandup West Mumbai,₹1.75 Cr,500 sqft,https://www.magicbricks.com/rustomjee-bella-bhandup-west-mumbai-pdpid-4d4235323735393035,2,1,2025-08-10 19:20:13.632477,Updated 14 hours ago,2025-08-10 05:20:13.631206,2,,2 BHK,Unfurnished,19 out of 22,,Rustomjee Bella,Ready to Move,West,,Freehold,Resale,"Pool, Main Road"
2 BHK Apartment for Sale in Mira Road Area Mumbai,₹95 Lac,555 sqft,https://www.magicbricks.com/man-opus-mira-road-mumbai-pdpid-4d4235303030373035,2,6,2025-08-10 19:20:13.638324,Updated 14 hours ago,2025-08-10 05:20:13.636912,2,1,2 BHK,Unfurnished,22 out of 23,,Man Opus,Ready to Move,North - East,,Freehold,Resale,Main Road
1 BHK Apartment for Sale in Vile Parle East Mumbai,₹1.50 Cr,555 sqft,https://www.magicbricks.com/galaxy-pinnacle-vile-parle-east-mumbai-pdpid-4d4235303638363030,2,7,2025-08-10 19:20:13.640026,Updated 14 hours ago,2025-08-10 05:20:13.638913,1,1,1 BHK,Semi-Furnished,11 out of 11,,Galaxy Pinnacle,Ready to Move,West,1 Open,,Resale,
1 BHK Apartment for Sale in Kurla East Mumbai,₹1.25 Cr,481 sqft,https://www.magicbricks.com/shree-krishna-eastern-winds-kurla-east-mumbai-pdpid-4d4235303733383036,2,9,2025-08-10 19:20:13.642721,Updated 14 hours ago,2025-08-10 05:20:13.641440,2,,1 BHK,Unfurnished,1 out of 12,,Shree Krishna Eastern Winds,Ready to Move,East,,Co-operative Society,Resale,"Garden/Park, Main Road"
1 BHK Apartment for Sale in Dahisar East Mumbai,₹90 Lac,432 sqft,https://www.magicbricks.com/krishna-vatika-chs-dahisar-east-mumbai-pdpid-4d4235303530303231,2,10,2025-08-10 19:20:13.645076,Updated 14 hours ago,2025-08-10 05:20:13.643969,2,1,1 BHK,Semi-Furnished,6 out of 7,,Krishna Vatika CHS,Ready to Move,East,,Freehold,Resale,"Garden/Park, Main Road"
1 BHK Apartment for Sale in Andheri East Mumbai,₹1.25 Cr,486 sqft,https://www.magicbricks.com/mca-gopeshwar-apartments-andheri-east-mumbai-pdpid-4d4235303938313731,2,12,2025-08-10 19:20:13.647259,Updated 14 hours ago,2025-08-10 05:20:13.646253,2,1,1 BHK,Unfurnished,1 out of 7,,MCA Gopeshwar Apartments,Ready to Move,"Key Highlights7 Storeys of optimised homes in heart of the city, Andheri East.",,,Resale,
5 BHK Apartment for Sale in Powai Mumbai,₹12 Cr,3500 sqft,https://www.magicbricks.com/lake-superior-powai-mumbai-pdpid-4d4235303232353233,2,13,2025-08-10 19:20:13.649297,Updated 14 hours ago,2025-08-10 05:20:13.647948,5,5,5 BHK,Furnished,1 out of 22,,Lake Superior,Ready to Move,East,,Freehold,Resale,Main Road
1 BHK Apartment for Sale in Jankalyan Nagar Mumbai,₹1.15 Cr,452 sqft,https://www.magicbricks.com/gurukrupa-marina-enclave-jankalyan-nagar-mumbai-pdpid-4d4235303734363136,2,16,2025-08-10 19:20:13.653064,Updated 14 hours ago,2025-08-10 05:20:13.651949,2,,1 BHK,Semi-Furnished,3 out of 22,,Gurukrupa Marina Enclave,Ready to Move,West,1 Covered,Freehold,Resale,Main Road
3 BHK Apartment for Sale in Saki Naka Mumbai,₹2.98 Cr,1059 sqft,https://www.magicbricks.com/runwal-elina-saki-naka-mumbai-pdpid-4d4235303730383330,2,17,2025-08-10 19:20:13.655142,Updated 14 hours ago,2025-08-10 05:20:13.653816,3,,3 BHK,Furnished,10 out of 13,,Runwal Elina,Ready to Move,East,2 Covered,Co-operative Society,Resale,Main Road
2 BHK Apartment for Sale in Byculla East Mumbai,₹2.15 Cr,650 sqft,https://www.magicbricks.com/ajay-apartment-byculla-east-mumbai-pdpid-4d4235313137323935,2,19,2025-08-10 19:20:13.657464,Updated 14 hours ago,2025-08-10 05:20:13.656389,2,1,2 BHK,Furnished,6 out of 8,,Ajay Apartment,Ready to Move,North - West,1 Covered,,Resale,"Garden/Park, Main Road"
3 BHK Apartment for Sale in Byculla Mumbai,₹5.90 Cr,1339 sqft,https://www.magicbricks.com/marathon-monte-south-byculla-mumbai-pdpid-4d4235303932343734,2,20,2025-08-10 19:20:13.659406,Updated 14 hours ago,2025-08-10 05:20:13.658164,3,1,3 BHK,Furnished,34 out of 64,,Marathon Monte South,Ready to Move,West,,Freehold,New Property,"Garden/Park, Pool, Main Road"
2 BHK Apartment for Sale in Yari Road Mumbai,₹1.70 Cr,800 sqft,https://www.magicbricks.com/silver-anklet-apartment-yari-road-mumbai-pdpid-4d4235323130393835,2,21,2025-08-10 19:20:13.660938,Updated 14 hours ago,2025-08-10 05:20:13.660028,3,,2 BHK,Unfurnished,Ground out of 6,,Silver Anklet Apartment,Ready to Move,,,Co-operative Society,Resale,Garden/Park
4 BHK House for Sale in Kandarpada Mumbai,₹4 Cr,1600 sqft,https://www.magicbricks.com/das-darshan-kandarpada-mumbai-pdpid-4d4235333937313939,2,22,2025-08-10 19:20:13.662580,Updated 14 hours ago,2025-08-10 05:20:13.661533,5,,4 BHK,Furnished,Ground out of 3,,Das Darshan,Ready to Move,East,,Freehold,Resale,Main Road
3 BHK Apartment for Sale in Mahalakshmi Mumbai,₹10.50 Cr,1378 sqft,https://www.magicbricks.com/piramal-mahalaxmi-mahalakshmi-mumbai-pdpid-4d4235313134393335,2,23,2025-08-10 19:20:13.664308,Updated 14 hours ago,2025-08-10 05:20:13.663206,5,,3 BHK,Semi-Furnished,4 out of 60,,Piramal Mahalaxmi,Ready to Move,West,,Freehold,Resale,"Garden/Park, Pool, Main Road"
2 BHK Apartment for Sale in Chakala Mumbai,₹2.70 Cr,831 sqft,https://www.magicbricks.com/unique-shanti-sparsh-chakala-mumbai-pdpid-4d4235303136393438,2,24,2025-08-10 19:20:13.665973,Updated 14 hours ago,2025-08-10 05:20:13.664889,2,,2 BHK,Semi-Furnished,1 out of 10,,Unique Shanti Sparsh,Ready to Move,"Key HighlightsIts conveniently located close to Business hubs, International and National airports.",,Freehold,Resale,
1 BHK Apartment for Sale in Goregaon East Mumbai,₹1.05 Cr,575 sqft,https://www.magicbricks.com/kshitij-chs-goregaon-east-mumbai-pdpid-4d4235303532363535,2,26,2025-08-10 19:20:13.669216,Updated 14 hours ago,2025-08-10 05:20:13.667830,1,1,1 BHK,Semi-Furnished,2 out of 7,,Kshitij CHS,Ready to Move,East,,Co-operative Society,Resale,Garden/Park
3 BHK Apartment for Sale in Goregaon West Mumbai,₹3.10 Cr,1142 sqft,https://www.magicbricks.com/sahajanand-arista-goregaon-west-mumbai-pdpid-4d4235303838303032,2,27,2025-08-10 19:20:13.671117,Updated 14 hours ago,2025-08-10 05:20:13.669845,3,,3 BHK,Unfurnished,19 out of 42,,Sahajanand Arista,,West,,Freehold,Resale,Main Road
3 BHK Apartment for Sale in Chembur Mumbai,₹3.20 Cr,1203 sqft,https://www.magicbricks.com/godrej-central-chembur-mumbai-pdpid-4d4235313836303733,3,2,2025-08-10 19:20:19.882820,Updated 14 hours ago,2025-08-10 05:20:19.881729,3,1,3 BHK,Unfurnished,7 out of 15,,Godrej Central,Ready to Move,South,2 Covered,,Resale,
1 BHK Apartment for Sale in Santacruz East Mumbai,₹85 Lac,371 sqft,https://www.magicbricks.com/status-apartment-1-santacruz-east-mumbai-pdpid-4d4235303635313030,3,5,2025-08-10 19:20:19.885671,Updated 14 hours ago,2025-08-10 05:20:19.884675,1,,1 BHK,Unfurnished,6 out of 7,,Status Apartment 1,Carpet Area371 sqftStatusReady to MoveFloor6 out of 7TransactionResaleFurnishingUnfurnishedSocietyStatus Apartment 1Bathroom1,,,,Resale,
"1 BHK Apartment for Sale in Thakur Village, Kandivali East Mumbai",₹1.27 Cr,403 sqft,https://www.magicbricks.com/sd-siennaa-thakur-village-mumbai-pdpid-4d4235313233303439,3,7,2025-08-10 19:20:19.887953,Updated 14 hours ago,2025-08-10 05:20:19.886928,1,,1 BHK,Unfurnished,4 out of 22,,SD Siennaa,Ready to Move,East,1 Covered,Freehold,Resale,"Garden/Park, Main Road"
1 BHK Apartment for Sale in Malad West Mumbai,₹64 Lac,300 sqft,https://www.magicbricks.com/royal-nest-malad-west-mumbai-pdpid-4d4235313235323231,3,8,2025-08-10 19:20:19.889632,Updated 14 hours ago,2025-08-10 05:20:19.888566,1,1,1 BHK,Furnished,14 out of 15,,ROYAL NEST,Ready to Move,North,1 Open,Freehold,Resale,Main Road
2 BHK Apartment for Sale in Kandivali East Mumbai,₹1.20 Cr,528 sqft,https://www.magicbricks.com/keemaya-vedic-heights-kandivali-east-mumbai-pdpid-4d4235303231323737,3,9,2025-08-10 19:20:19.891138,Updated 14 hours ago,2025-08-10 05:20:19.890177,2,,2 BHK,Semi-Furnished,7 out of 18,,Keemaya  Vedic Heights,Ready to Move,East,,Freehold,Resale,Main Road
2 BHK Apartment for Sale in Vikhroli Mumbai,₹1.70 Cr,645 sqft,https://www.magicbricks.com/dotom-blumen-vikhroli-mumbai-pdpid-4d4235313137353135,3,10,2025-08-10 19:20:19.892636,Updated 14 hours ago,2025-08-10 05:20:19.891680,2,,2 BHK,Unfurnished,12 out of 23,,Dotom Blumen,Ready to Move,East,,Freehold,Resale,Main Road
2 BHK Apartment for Sale in Andheri West Mumbai,₹1.79 Cr,552 sqft,https://www.magicbricks.com/jiten-apartment-andheri-west-mumbai-pdpid-4d4235303934333435,3,12,2025-08-10 19:20:19.894725,Updated 14 hours ago,2025-08-10 05:20:19.893732,2,,2 BHK,Unfurnished,7 out of 17,,Jiten Apartment,Ready to Move,East,,Co-operative Society,Resale,
2 BHK Apartment for Sale in Virar Mumbai,₹53 Lac,550 sqft,https://www.magicbricks.com/sushila-heights-virar-mumbai-pdpid-4d4235303337313838,3,14,2025-08-10 19:20:19.897897,Updated today,2025-08-10 12:00:00.000000,2,2,2 BHK,Semi-Furnished,2 out of 7,,Sushila Heights,Ready to Move,North,,Co-operative Society,Resale,"Garden/Park, Main Road"
3 BHK Apartment for Sale in Powai Mumbai,₹3.20 Cr,860 sqft,https://www.magicbricks.com/kanakia-silicon-valley-powai-mumbai-pdpid-4d4235313336343131,3,16,2025-08-10 19:20:19.900274,Updated today,2025-08-10 12:00:00.000000,3,,3 BHK,Semi-Furnished,3 out of 23,,Kanakia Silicon Valley,Ready to Move,East,1 Covered,Freehold,Resale,Main Road
2 BHK Apartment for Sale in Atur Park Mumbai,₹2.75 Cr,887 sqft,https://www.magicbricks.com/atur-park-atur-park-mumbai-pdpid-4d4235313132383937,3,18,2025-08-10 19:20:19.903921,Updated today,2025-08-10 12:00:00.000000,3,,2 BHK,Furnished,2 out of 3,,Atur Park,Ready to Move,East,"1 Covered,",Co-operative Society,Resale,Garden/Park
2 BHK Apartment for Sale in Virar West Mumbai,₹40 Lac,510 sqft,https://www.magicbricks.com/rustomjee-avenue-i-virar-west-mumbai-pdpid-4d4235313138393133,3,19,2025-08-10 19:20:19.905343,Updated today,2025-08-10 12:00:00.000000,2,1,2 BHK,Semi-Furnished,3 out of 14,,Rustomjee Avenue I,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Vasant Nagari Mumbai,₹59 Lac,780 sqft,https://www.magicbricks.com/vasant-nagari-sector-v-vasant-nagari-mumbai-pdpid-4d4235323038323535,3,21,2025-08-10 19:20:19.907599,Updated today,2025-08-10 12:00:00.000000,2,,2 BHK,Semi-Furnished,3 out of 3,,Vasant Nagari Sector V,Ready to Move,North,1 Open,Co-operative Society,Resale,Garden/Park
2 BHK Apartment for Sale in Borivali East Mumbai,₹2.35 Cr,612 sqft,https://www.magicbricks.com/grandeur-tower-borivali-east-mumbai-pdpid-4d4235303138333639,3,22,2025-08-10 19:20:19.909042,Posted:   Yesterday,2025-08-09 12:00:00.000000,3,,2 BHK,Semi-Furnished,4 out of 38,,Grandeur Tower,Ready to Move,,,,Resale,
3 BHK Apartment for Sale in Marol Mumbai,₹3.80 Cr,1094 sqft,https://www.magicbricks.com/sheth-vasant-oasis-marol-mumbai-pdpid-4d4235303138333637,3,23,2025-08-10 19:20:19.910333,Posted:   Yesterday,2025-08-09 12:00:00.000000,3,,3 BHK,Furnished,17 out of 22,,Sheth Vasant Oasis,Ready to Move,,,,Resale,
3 BHK Apartment for Sale in Andheri East Mumbai,₹4 Cr,1296 sqft,https://www.magicbricks.com/sheth-vasant-oasis-andheri-east-mumbai-pdpid-4d4235303138333637,3,24,2025-08-10 19:20:19.911617,Posted:   Yesterday,2025-08-09 12:00:00.000000,3,,3 BHK,Furnished,22 out of 22,,Sheth Vasant Oasis,Ready to Move,,,,Resale,
3 BHK Apartment for Sale in Andheri East Mumbai,₹4 Cr,842 sqft,https://www.magicbricks.com/sheth-vasant-oasis-andheri-east-mumbai-pdpid-4d4235303138333637,3,25,2025-08-10 19:20:19.913155,Posted:   Yesterday,2025-08-09 12:00:00.000000,3,,3 BHK,Furnished,22 out of 22,,Sheth Vasant Oasis,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Andheri East Mumbai,₹2.09 Cr,485 sqft,https://www.magicbricks.com/sheth-vasant-oasis-andheri-east-mumbai-pdpid-4d4235303138333637,3,26,2025-08-10 19:20:19.914712,Posted:   Yesterday,2025-08-09 12:00:00.000000,2,,2 BHK,Semi-Furnished,10 out of 23,,Sheth Vasant Oasis,Ready to Move,,,,Resale,
6 BHK Apartment for Sale in Andheri East Mumbai,₹8.50 Cr,1901 sqft,https://www.magicbricks.com/sheth-vasant-oasis-andheri-east-mumbai-pdpid-4d4235303138333637,3,27,2025-08-10 19:20:19.916199,Posted:   Yesterday,2025-08-09 12:00:00.000000,6,,6 BHK,Unfurnished,20 out of 23,,Sheth Vasant Oasis,Ready to Move,,,,Resale,
1 BHK Apartment for Sale in Marol Mumbai,₹1.35 Cr,450 sqft,https://www.magicbricks.com/sheth-vasant-oasis-marol-mumbai-pdpid-4d4235303138333637,3,28,2025-08-10 19:20:19.917869,Posted:   Yesterday,2025-08-09 12:00:00.000000,2,,1 BHK,Unfurnished,13 out of 22,,Sheth Vasant Oasis,Ready to Move,,,,Resale,
1 BHK Apartment for Sale in Virar West Mumbai,₹32.2 Lac,472 sqft,https://www.magicbricks.com/shree-shashwat-global-city-virar-west-mumbai-pdpid-4d4235303138323532,3,29,2025-08-10 19:20:19.919544,Posted:   Yesterday,2025-08-09 12:00:00.000000,2,,1 BHK,Semi-Furnished,6 out of 7,,Shree Shashwat Global City,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Mulund East Mumbai,₹78 Lac,504 sqft,https://www.magicbricks.com/falcon-court-mulund-east-mumbai-pdpid-4d4235303137393333,3,30,2025-08-10 19:20:19.921026,Posted:   Yesterday,2025-08-09 12:00:00.000000,1,,2 BHK,Semi-Furnished,6 out of 6,,Falcon Court,Ready to Move,,,,Resale,
