title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking
2 BHK Apartment for Sale in Bagalur Main Road Bangalore,₹70 Lac,795 sqft,https://www.magicbricks.com/brigade-el-dorado-bagalur-main-road-bangalore-pdpid-4d4235313234343235,1,4,2025-08-10 19:39:16.366098,Updated today,2025-08-10 12:00:00.000000,2,,2 BHK,Unfurnished,11 out of 23,,Brigade El Dorado,Ready to Move,West,,Freehold,Resale,Garden/Park
2 BHK Apartment for Sale in Kothanur Bangalore,₹1.80 Cr,1232 sqft,https://www.magicbricks.com/purva-palm-beach-kothanur-bangalore-pdpid-4d4235303337393936,1,5,2025-08-10 19:39:16.368874,Posted:   Yesterday,2025-08-09 12:00:00.000000,2,1,2 BHK,Furnished,Ground out of 18,,Purva Palm Beach,Ready to Move,,,,Resale,
4 BHK Apartment for Sale in Krishnarajapura Bangalore,₹4.75 Cr,3630 sqft,https://www.magicbricks.com/brigade-exotica-k-r-puram-bangalore-pdpid-4d4235303233313334,1,6,2025-08-10 19:39:16.371412,Updated today,2025-08-10 12:00:00.000000,5,,4 BHK,Semi-Furnished,20 out of 25,,Brigade Exotica,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Huvinayakanahalli Bangalore,₹90 Lac,592 sqft,https://www.magicbricks.com/krypton-at-brigade-eldorado-huvinayakanahalli-bangalore-pdpid-4d4235333335363535,1,7,2025-08-10 19:39:16.373575,Updated today,2025-08-10 12:00:00.000000,2,1,2 BHK,Semi-Furnished,6 out of 21,,Krypton at Brigade Eldorado,Ready to Move,West,,Freehold,Resale,Garden/Park
4 BHK Villa for Sale in Bannerghatta Main Road Bangalore,₹2.80 Cr,4500 sqft,https://www.magicbricks.com/pride-vatika-bannerghatta-main-road-bangalore-pdpid-4d4235303037383031,1,10,2025-08-10 19:39:16.376413,Updated today,2025-08-10 12:00:00.000000,6,5,4 BHK,Unfurnished,,,Pride Vatika,Ready to Move,West,,Freehold,Resale,
3 BHK Apartment for Sale in Panathur Bangalore,₹2.10 Cr,1507 sqft,https://www.magicbricks.com/sobha-sentosa-panathur-bangalore-pdpid-4d4235333239323937,1,11,2025-08-10 19:39:16.377790,Updated today,2025-08-10 12:00:00.000000,3,1,3 BHK,Unfurnished,17 out of 17,,Sobha Sentosa,,North - West,,,Resale,
4 BHK Apartment for Sale in Yelahanka Bangalore,₹1.80 Cr,2650 sqft,https://www.magicbricks.com/almond-tree-yelahanka-bangalore-pdpid-4d4235303232353433,1,12,2025-08-10 19:39:16.379112,Updated today,2025-08-10 12:00:00.000000,4,4,4 BHK,Semi-Furnished,1 out of 2,,Almond Tree,Ready to Move,,,,Resale,
3 BHK Apartment for Sale in Kadugodi Bangalore,₹1.29 Cr,1200 sqft,https://www.magicbricks.com/amrutha-maple-kadugodi-bangalore-pdpid-4d4235313131313433,1,16,2025-08-10 19:39:16.382566,Updated today,2025-08-10 12:00:00.000000,3,2,3 BHK,Semi-Furnished,Ground out of 4,,Amrutha Maple,Ready to Move,East,2 Covered,Freehold,New Property,"Garden/Park, Main Road, Pool"
Plot/Land for Sale in Chandapura Bangalore,₹48 Lac,1200 sqft,https://www.magicbricks.com/upkar-spring-fields-chandapura-bangalore-pdpid-4d4235303137303231,1,17,2025-08-10 19:39:16.383950,Updated today,2025-08-10 12:00:00.000000,,,Plot,,,,Upkar Spring Fields,,,,,Resale,
2 BHK Apartment for Sale in Sree Narayana Nagar Bangalore,₹39 Lac,685 sqft,https://www.magicbricks.com/bavisha-urban-homes-sree-narayana-nagar-bangalore-pdpid-4d4235313134383935,1,19,2025-08-10 19:39:16.386179,Updated today,2025-08-10 12:00:00.000000,2,,2 BHK,Semi-Furnished,4 out of 4,,Bavisha Urban Homes,Ready to Move,North - East,1 Covered,Freehold,Resale,"Garden/Park, Pool"
1 BHK Apartment for Sale in Basavanagara Bangalore,₹28 Lac,475 sqft,https://www.magicbricks.com/jana-jeeva-apartments-basavanagara-bangalore-pdpid-4d4235313930353433,1,21,2025-08-10 19:39:16.388851,Updated today,2025-08-10 12:00:00.000000,1,1,1 BHK,Semi-Furnished,1 out of 4,,Jana Jeeva Apartments,Ready to Move,East,,Freehold,Resale,
2 BHK Apartment for Sale in Pulikeshi Nagar Bangalore,₹1.20 Cr,1100 sqft,https://www.magicbricks.com/greenland-shelter-frazer-town-bangalore-pdpid-4d4235303531333136,1,22,2025-08-10 19:39:16.390834,Updated today,2025-08-10 12:00:00.000000,2,3,2 BHK,Unfurnished,3 out of 4,,Greenland Shelter,Ready to Move,East,,Freehold,Resale,Main Road
3 BHK Apartment for Sale in RK Hegde Nagar Bangalore,₹95 Lac,1300 sqft,https://www.magicbricks.com/kempe-gowda-layout-hegde-nagar-bangalore-pdpid-4d4235343035333033,1,24,2025-08-10 19:39:16.392962,Posted:   Yesterday,2025-08-09 12:00:00.000000,3,,3 BHK,Semi-Furnished,4 out of 5,,Kempe gowda layout,Ready to Move,,,,Resale,
Plot/Land for Sale in Yelahanka Bangalore,₹1.30 Cr,1500 sqft,https://www.magicbricks.com/vaishnavi-life-yelahanka-bangalore-pdpid-4d4235333235363637,1,26,2025-08-10 19:39:16.395198,Updated today,2025-08-10 12:00:00.000000,,,Plot,,,,Vaishnavi Life,,22 m,,Freehold,Resale,"Garden/Park, Main Road"
3 BHK  House for Sale in Kalkere Bangalore,₹1.60 Cr,2160 sqft,https://www.magicbricks.com/sankalpa-green-park-kalkere-bangalore-pdpid-4d4235303237303235,1,27,2025-08-10 19:39:16.397144,Updated today,2025-08-10 12:00:00.000000,3,2,3 BHK,Furnished,1 out of 2,,Sankalpa Green Park,Ready to Move,North,"1 Covered,",Freehold,Resale,"Main Road, Garden/Park"
"3 BHK Apartment for Sale in Kundalahalli, Brookefield Bangalore",₹1.20 Cr,1500 sqft,https://www.magicbricks.com/prism-sovereign-kundalahalli-bangalore-pdpid-4d4235303339373239,1,28,2025-08-10 19:39:16.398649,Updated today,2025-08-10 12:00:00.000000,3,3,3 BHK,Semi-Furnished,1 out of 4,,Prism Sovereign,Ready to Move,South,1 Covered,Freehold,Resale,"Garden/Park, Main Road"
3 BHK Apartment for Sale in Block 6th Stage 6th Banashankari Bangalore,₹1.50 Cr,1420 sqft,https://www.magicbricks.com/sobha-hillview-banashankari-6th-stage-6th-block-bangalore-pdpid-4d4235303036343334,1,29,2025-08-10 19:39:16.400338,Updated today,2025-08-10 12:00:00.000000,2,2,3 BHK,Furnished,4 out of 14,,Sobha Hillview,Ready to Move,South - East,,Freehold,New Property,"Pool, Garden/Park"
"3 BHK Villa for Sale in Vajarahalli, Vajarahalli Bangalore",₹1.80 Cr,1400 sqft,https://www.magicbricks.com/bluejay-malgudi-vajarahalli-bangalore-pdpid-4d4235303933343235,1,30,2025-08-10 19:39:16.401827,Updated today,2025-08-10 12:00:00.000000,3,1,3 BHK,Semi-Furnished,,,Bluejay Malgudi,Ready to Move,East,,Freehold,Resale,Main Road
2 BHK Apartment for Sale in Chikkavaderapura Bangalore,₹1.51 Cr,1256 sqft,https://www.magicbricks.com/abhee-celestial-city-chikkavaderapura-bangalore-pdpid-4d4235343137383235,2,4,2025-08-10 19:39:21.456890,Updated today,2025-08-10 12:00:00.000000,2,1,2 BHK,Unfurnished,18 out of 26,,Abhee Celestial City,,East,"1 Covered,",Freehold,Resale,"Garden/Park, Pool, Main Road"
2 BHK Apartment for Sale in Attibele Bangalore,₹40.7 Lac,704 sqft,https://www.magicbricks.com/dsmax-sarovar-attibele-bangalore-pdpid-4d4235303236313032,2,10,2025-08-10 19:39:21.461281,Updated today,2025-08-10 12:00:00.000000,2,2,2 BHK,Unfurnished,2 out of 3,,DSMAX SAROVAR,Ready to Move,East,1 Covered,,Resale,
3 BHK Apartment for Sale in Phase 7 JP Nagar Bangalore,₹1.26 Cr,1230 sqft,https://www.magicbricks.com/shivaganga-opal-jp-nagar-phase-7-bangalore-pdpid-4d4235303239333836,2,12,2025-08-10 19:39:21.463379,Updated today,2025-08-10 12:00:00.000000,2,2,3 BHK,Furnished,4 out of 5,,Shivaganga Opal,Ready to Move,East,,Freehold,Resale,Main Road
2 BHK Apartment for Sale in Gunjur Bangalore,₹1.36 Cr,1000 sqft,https://www.magicbricks.com/abhee-aaria-gunjur-bangalore-pdpid-4d4235343239303739,2,15,2025-08-10 19:39:21.466081,Updated today,2025-08-10 12:00:00.000000,3,3,2 BHK,Unfurnished,19 out of 32,,Abhee Aaria,,East,,Freehold,Resale,Garden/Park
2 BHK Apartment for Sale in Sarjapur Road Bangalore,₹47.5 Lac,1078 sqft,https://www.magicbricks.com/sowparnika-chandrakantha-sarjapur-road-bangalore-pdpid-4d4235303036343139,2,16,2025-08-10 19:39:21.467477,Updated 17 hours ago,2025-08-10 02:39:21.466581,2,2,2 BHK,Semi-Furnished,1 out of 5,,Sowparnika Chandrakantha,Ready to Move,West,,Freehold,Resale,
"2 BHK Apartment for Sale in Jalahalli, Jalahalli, Outer Ring Road Bangalore",₹73 Lac,1020 sqft,https://www.magicbricks.com/shriram-sameeksha-jalahalli-bangalore-pdpid-4d4235303138313630,2,18,2025-08-10 19:39:21.469454,Updated 17 hours ago,2025-08-10 02:39:21.468561,2,1,2 BHK,Semi-Furnished,7 out of 7,,Shriram Sameeksha,Ready to Move,West,,Freehold,Resale,Garden/Park
Plot/Land for Sale in Varthur Bangalore,₹1.50 Cr,1500 sqft,https://www.magicbricks.com/sankalpa-perl-varthur-bangalore-pdpid-4d4235303138353635,2,21,2025-08-10 19:39:21.471795,Updated 16 hours ago,2025-08-10 03:39:21.470924,,,Plot,,,,Sankalpa Perl,,,,Freehold,Resale,
4 BHK Penthouse for Sale in Whitefield Bangalore,₹3.69 Cr,4100 sqft,https://www.magicbricks.com/birla-alokya-whitefield-bangalore-pdpid-4d4235313235363835,2,22,2025-08-10 19:39:21.473174,Updated 16 hours ago,2025-08-10 03:39:21.472288,5,,4 BHK,Semi-Furnished,2 out of 3,,Birla Alokya,Ready to Move,East,2 Covered,,Resale,"Garden/Park, Main Road"
3 BHK Apartment for Sale in Uttarahalli Hobli Bangalore,₹66 Lac,1000 sqft,https://www.magicbricks.com/amity-temple-bay-uttarahalli-bangalore-pdpid-4d4235303831393236,2,23,2025-08-10 19:39:21.474558,Updated 16 hours ago,2025-08-10 03:39:21.473670,2,2,3 BHK,Furnished,1 out of 5,,Amity Temple Bay,Ready to Move,North,1 Covered,Freehold,Resale,
2 BHK Apartment for Sale in CV Raman Nagar Bangalore,₹92 Lac,1100 sqft,https://www.magicbricks.com/samhita-square-c-v-raman-nagar-bangalore-pdpid-4d4235303037343734,2,26,2025-08-10 19:39:21.477287,Updated 16 hours ago,2025-08-10 03:39:21.476105,2,2,2 BHK,Furnished,Upper Basement out of 2,,Samhita Square,Ready to Move,North,1 Covered,Freehold,Resale,Main Road
