title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking
"4 BHK Apartment for Sale in Sector 137, Noida Express Way Noida",₹3.40 Cr,1950 sqft,https://www.magicbricks.com/purvanchal-royal-park-sector-137-noida-pdpid-4d4235303139333236,2,2,2025-08-10 18:52:07.397505,Posted: 2 hours ago,2025-08-10 16:52:07.395357,4,2,4 BHK,Furnished,Ground out of 18,,Purvanchal Royal Park,Ready to Move,South -West,,Leasehold,Resale,Garden/Park
2 BHK Apartment for Sale in Sector 16 Noida,₹80 Lac,1055 sqft,https://www.magicbricks.com/divyansh-flora-sector-16-noida-pdpid-4d4235303232373534,2,3,2025-08-10 18:52:07.399511,Posted: 1 hour ago,2025-08-10 17:52:07.398418,2,3,2 BHK,Unfurnished,11 out of 19,,Divyansh Flora,Ready to Move,,1 Covered,Co-operative Society,Resale,Pool
2 BHK Apartment for Sale in Sector 76 Noida,₹1.03 Cr,940 sqft,https://www.magicbricks.com/sethi-max-royal-sector-76-noida-pdpid-4d4235303130333836,2,4,2025-08-10 18:52:07.401731,Updated yesterday,2025-08-09 12:00:00.000000,2,3,2 BHK,Semi-Furnished,2 out of 15,,Sethi Max Royal,Ready to Move,"Key HighlightsModern amenitiesConvenient location with Good ConnectivityStrong security,",1 Covered,Leasehold,Resale,Garden/Park
2 BHK Apartment for Sale in Noida Extension Noida,₹78 Lac,1140 sqft,https://www.magicbricks.com/ajnara-homes-noida-extension-noida-pdpid-4d4235303030393235,2,7,2025-08-10 18:52:07.405576,Updated yesterday,2025-08-09 12:00:00.000000,2,2,2 BHK,Semi-Furnished,11 out of 21,,Ajnara Homes,Ready to Move,East,,Leasehold,Resale,"Garden/Park, Pool, Main Road"
3 BHK Apartment for Sale in Sector 74 Noida,₹1.50 Cr,1405 sqft,https://www.magicbricks.com/supertech-capetown-sector-74-noida-pdpid-4d4235303137353133,2,8,2025-08-10 18:52:07.407619,Updated yesterday,2025-08-09 12:00:00.000000,2,2,3 BHK,Semi-Furnished,9 out of 19,,Supertech Capetown,Ready to Move,East,,Freehold,Resale,"Garden/Park, Pool, Main Road"
2 BHK Apartment for Sale in Sector 78 Noida,₹1.10 Cr,1190 sqft,https://www.magicbricks.com/antriksh-golf-view-ii-sector-78-noida-pdpid-4d4235303235303730,2,10,2025-08-10 18:52:07.410179,Updated yesterday,2025-08-09 12:00:00.000000,2,3,2 BHK,Semi-Furnished,15 out of 15,,Antriksh Golf View II,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Sector 77 Noida,₹1.05 Cr,1170 sqft,https://www.magicbricks.com/antriksh-kanball-3g-sector-77-noida-pdpid-4d4235303031313936,2,11,2025-08-10 18:52:07.411761,Updated yesterday,2025-08-09 12:00:00.000000,2,2,2 BHK,Furnished,6 out of 14,,Antriksh Kanball 3G,Ready to Move,,,,Resale,
3 BHK Apartment for Sale in Noida Extension Noida,₹1 Cr,1160 sqft,https://www.magicbricks.com/antriksh-valley-noida-extension-noida-pdpid-4d4235303031313738,2,13,2025-08-10 18:52:07.414718,Updated yesterday,2025-08-09 12:00:00.000000,2,2,3 BHK,Semi-Furnished,2 out of 16,,Antriksh Valley,Ready to Move,East,,,Resale,"Garden/Park, Pool, Main Road"
2 BHK Apartment for Sale in Sector 75 Noida,₹1.42 Cr,1040 sqft,https://www.magicbricks.com/maxblis-white-house-sector-75-noida-pdpid-4d4235303230353039,2,14,2025-08-10 18:52:07.416643,Updated yesterday,2025-08-09 12:00:00.000000,2,4,2 BHK,Semi-Furnished,6 out of 12,,Maxblis White House,Ready to Move,North - East,,Co-operative Society,Resale,"Garden/Park, Main Road"
4 BHK Apartment for Sale in Sector 43 Noida,₹4.50 Cr,2600 sqft,https://www.magicbricks.com/godrej-woods-sector-43-noida-pdpid-4d4235323330313731,2,15,2025-08-10 18:52:07.418398,Updated yesterday,2025-08-09 12:00:00.000000,3,3,4 BHK,Semi-Furnished,11 out of 32,,Godrej Woods,Ready to Move,North,,Freehold,New Property,"Garden/Park, Pool"
3 BHK Apartment for Sale in Sector 121 Noida,₹2.80 Cr,1520 sqft,https://www.magicbricks.com/cleo-county-sector-121-noida-pdpid-4d4235303139303230,2,16,2025-08-10 18:52:07.420216,Updated yesterday,2025-08-09 12:00:00.000000,2,2,3 BHK,Semi-Furnished,17 out of 25,,Cleo County,Ready to Move,North - East,,,Resale,"Garden/Park, Pool, Main Road"
"3 BHK Apartment for Sale in Sector 168, Noida Express Way Noida",₹1.07 Cr,1415 sqft,https://www.magicbricks.com/the-3c-lotus-zing-sector-168-noida-pdpid-4d4235303031323931,2,17,2025-08-10 18:52:07.421922,Updated yesterday,2025-08-09 12:00:00.000000,2,,3 BHK,Semi-Furnished,15 out of 24,,The 3C Lotus Zing,Ready to Move,East,,Co-operative Society,Resale,Main Road
"3 BHK Apartment for Sale in Sector 150, Pusta Road Noida",₹2.55 Cr,2062 sqft,https://www.magicbricks.com/godrej-nest-sector-150-noida-pdpid-4d4235313039383631,2,19,2025-08-10 18:52:07.424295,Updated yesterday,2025-08-09 12:00:00.000000,3,5,3 BHK,Unfurnished,6 out of 21,,Godrej Nest,,East,,,Resale,Pool
3 BHK Apartment for Sale in Sector 78 Noida,₹4.25 Cr,2400 sqft,https://www.magicbricks.com/mahagun-mezzaria-sector-78-noida-pdpid-4d4235303230373435,2,20,2025-08-10 18:52:07.426036,Updated yesterday,2025-08-09 12:00:00.000000,4,2,3 BHK,Semi-Furnished,2 out of 34,,Mahagun Mezzaria,Ready to Move,North - East,1 Covered,,Resale,
3 BHK Apartment for Sale in Vasna Road Noida,₹1.15 Cr,2350 sqft,https://www.magicbricks.com/antriksh-it-residency-vasna-road-noida-pdpid-4d4235303039393135,2,21,2025-08-10 18:52:07.427782,Updated yesterday,2025-08-09 12:00:00.000000,3,,3 BHK,Furnished,2 out of 4,,Antriksh IT Residency,Ready to Move,East,1 Covered,,Resale,Main Road
"2 BHK Apartment for Sale in Sector 133, Noida Express Way Noida",₹68 Lac,1305 sqft,https://www.magicbricks.com/jaypee-greens-garden-isles-sector-133-noida-pdpid-4d4235303235363637,2,22,2025-08-10 18:52:07.429837,Updated yesterday,2025-08-09 12:00:00.000000,2,2,2 BHK,Unfurnished,28 out of 36,,Jaypee Greens Garden Isles,Ready to Move,,1 Covered,Freehold,New Property,Garden/Park
1 BHK Apartment for Sale in Noida Extension Noida,₹38 Lac,410 sqft,https://www.magicbricks.com/habitech-panchtatva-noida-extension-noida-pdpid-4d4235303139303039,2,24,2025-08-10 18:52:07.433133,Updated yesterday,2025-08-09 12:00:00.000000,1,1,1 BHK,Furnished,21 out of 25,,Habitech Panchtatva,Ready to Move,East,1 Covered,,Resale,"Garden/Park, Pool, Main Road"
3 BHK Apartment for Sale in Noida Extension Noida,₹1.28 Cr,1340 sqft,https://www.magicbricks.com/saya-zion-noida-extension-noida-pdpid-4d4235303138343738,2,25,2025-08-10 18:52:07.435586,Updated yesterday,2025-08-09 12:00:00.000000,2,3,3 BHK,Semi-Furnished,9 out of 18,,Saya Zion,Ready to Move,"Key HighlightsModular kitchen with KENT ROEasy Access from NH-24 Ghaziabad, NoidaWater Softening Plant",,Leasehold,Resale,Main Road
"4 BHK Apartment for Sale in Sector 150, Pusta Road Noida",₹3.60 Cr,2700 sqft,https://www.magicbricks.com/godrej-nest-sector-150-noida-pdpid-4d4235313039383631,2,26,2025-08-10 18:52:07.437595,Updated yesterday,2025-08-09 12:00:00.000000,5,,4 BHK,Semi-Furnished,29 out of 31,,Godrej Nest,,East,2 Covered,Leasehold,Resale,"Garden/Park, Pool"
"3 BHK Apartment for Sale in Sector 152, Noida Express Way Noida",₹2.75 Cr,2350 sqft,https://www.magicbricks.com/ats-picturesque-reprieves-sector-152-noida-pdpid-4d4235303935323731,2,27,2025-08-10 18:52:07.439909,Updated yesterday,2025-08-09 12:00:00.000000,3,,3 BHK,Unfurnished,10 out of 36,,ATS Picturesque Reprieves,Ready to Move,,,,Resale,
"3 BHK House for Sale in Sector 135, Noida Express Way Noida",₹25 Lac,963 sqft,https://www.magicbricks.com/dkrrish-green-beauty-farms-sector-135-noida-pdpid-4d4235303232373436,2,28,2025-08-10 18:52:07.441419,Updated yesterday,2025-08-09 12:00:00.000000,3,,3 BHK,Furnished,,,Dkrrish Green Beauty Farms,Ready to Move,,,,Resale,
"3 BHK Apartment for Sale in Sector 134, Noida Express Way Noida",₹1.20 Cr,1365 sqft,https://www.magicbricks.com/jaypee-green-kosmos-phase-2-sector-134-noida-pdpid-4d4235323839313335,2,29,2025-08-10 18:52:07.443022,Updated yesterday,2025-08-09 12:00:00.000000,3,3,3 BHK,Semi-Furnished,4 out of 16,,Jaypee Green Kosmos Phase 2,Ready to Move,North - East,,Leasehold,Resale,"Garden/Park, Pool, Main Road"
"2 BHK Apartment for Sale in Sector 137, Noida Express Way Noida",₹1.60 Cr,1250 sqft,https://www.magicbricks.com/exotica-fresco-sector-137-noida-pdpid-4d4235303232333833,2,30,2025-08-10 18:52:07.446216,Updated yesterday,2025-08-09 12:00:00.000000,2,3,2 BHK,Semi-Furnished,18 out of 19,,Exotica Fresco,Ready to Move,North - East,,Freehold,Resale,"Garden/Park, Pool"
1 BHK Apartment for Sale in Sector 99 Noida,₹43 Lac,72 sqm,https://www.magicbricks.com/lig-flats-sector-99-noida-pdpid-4d4235303735373433,3,1,2025-08-10 18:52:12.517249,Updated 5 days ago,2025-08-05 18:52:12.515899,1,2,1 BHK,Semi-Furnished,2 out of 4,,LIG Flats,Ready to Move,East,,Freehold,Resale,Garden/Park
"3 BHK Apartment for Sale in Sector 134, Noida Express Way Noida",₹1.35 Cr,1450 sqft,https://www.magicbricks.com/jaypee-klassic-sector-134-noida-pdpid-4d4235303231353035,3,2,2025-08-10 18:52:12.518894,Updated 6 days ago,2025-08-04 18:52:12.517875,3,1,3 BHK,Semi-Furnished,15 out of 16,,Jaypee Klassic,Ready to Move,North - East,2 Covered,Leasehold,Resale,"Garden/Park, Pool, Main Road"
"3 BHK Apartment for Sale in Sector 150, Pusta Road Noida",₹2.01 Cr,1548 sqft,https://www.magicbricks.com/godrej-nurture-sector-150-noida-pdpid-4d4235313139313331,3,3,2025-08-10 18:52:12.520214,Updated yesterday,2025-08-09 12:00:00.000000,3,4,3 BHK,Unfurnished,1 out of 17,,Godrej Nurture,,,,,Resale,
2 BHK Apartment for Sale in Sector 118 Noida,₹90 Lac,1255 sqft,https://www.magicbricks.com/ajnara-ambrosia-sector-118-noida-pdpid-4d4235303233393933,3,4,2025-08-10 18:52:12.522283,Updated yesterday,2025-08-09 12:00:00.000000,2,,2 BHK,Semi-Furnished,16 out of 27,,Ajnara Ambrosia,Ready to Move,East,,,Resale,"Garden/Park, Main Road"
2 BHK Apartment for Sale in Noida Extension Noida,₹81 Lac,1055 sqft,https://www.magicbricks.com/gaur-city-2-12th-avenue-noida-extension-noida-pdpid-4d4235323234343337,3,5,2025-08-10 18:52:12.524100,Updated 3 days ago,2025-08-07 18:52:12.523012,2,3,2 BHK,Semi-Furnished,10 out of 26,,Gaur City 2 12th Avenue,Ready to Move,South,1 Covered,Freehold,Resale,"Garden/Park, Pool"
2 BHK Apartment for Sale in Noida Extension Noida,₹71 Lac,855 sqft,https://www.magicbricks.com/gaur-city-14th-avenue-noida-extension-noida-pdpid-4d4235323234343431,3,6,2025-08-10 18:52:12.525582,Updated 6 days ago,2025-08-04 18:52:12.524700,2,2,2 BHK,Unfurnished,3 out of 15,,Gaur City 14th Avenue,Ready to Move,,,,Resale,
"2 BHK Apartment for Sale in Sector 129, Noida Express Way Noida",₹95 Lac,1230 sqft,https://www.magicbricks.com/jaypee-greens-krescent-homes-sector-129-noida-pdpid-4d4235303231353134,3,10,2025-08-10 18:52:12.528803,Updated 3 days ago,2025-08-07 18:52:12.527813,2,2,2 BHK,Unfurnished,8 out of 20,,Jaypee Greens Krescent Homes,,,"1 Covered,",,Resale,Pool
3 BHK Apartment for Sale in Sector 146 Noida,₹2.99 Cr,1758 sqft,https://www.magicbricks.com/godrej-jardinia-sector-146-noida-pdpid-4d4235343230363139,3,11,2025-08-10 18:52:12.529971,Updated 3 days ago,2025-08-07 18:52:12.529264,3,,3 BHK,Unfurnished,19 out of 35,,Godrej Jardinia,,,,,Resale,
2 BHK Apartment for Sale in Aranya Noida,₹1.55 Cr,1246 sqft,https://www.magicbricks.com/gaur-grandeur-sector-119-noida-pdpid-4d4235303432323530,3,12,2025-08-10 18:52:12.531579,Updated 5 days ago,2025-08-05 18:52:12.530503,2,,2 BHK,Furnished,1 out of 19,,Gaur Grandeur,Ready to Move,North - East,1 Open,Freehold,Resale,"Garden/Park, Main Road"
3 BHK Apartment for Sale in Sector 121 Noida,₹1.47 Cr,1285 sqft,https://www.magicbricks.com/agc-realty-homes-121-sector-121-noida-pdpid-4d4235303231393736,3,13,2025-08-10 18:52:12.533325,Updated 3 days ago,2025-08-07 18:52:12.532140,2,4,3 BHK,Semi-Furnished,10 out of 14,,AGC Realty Homes 121,Ready to Move,,,Leasehold,Resale,Garden/Park
2 BHK Apartment for Sale in Noida Extension Noida,₹1.23 Cr,1050 sqft,https://www.magicbricks.com/ace-divino-noida-extension-noida-pdpid-4d4235303835303737,3,15,2025-08-10 18:52:12.536025,Updated 4 days ago,2025-08-06 18:52:12.534722,2,3,2 BHK,Semi-Furnished,15 out of 22,,ACE Divino,Ready to Move,East,,Leasehold,Resale,"Garden/Park, Pool"
"Studio Apartment for Sale in Sector 119, Pusta Road Noida",₹98.5 Lac,597 sqft,https://www.magicbricks.com/eldeco-aamantran-sector-119-noida-pdpid-4d4235303130303337,3,16,2025-08-10 18:52:12.537966,Updated 5 days ago,2025-08-05 18:52:12.536768,1,1,Studio,Furnished,8 out of 15,,Eldeco Aamantran,Ready to Move,South - East,1 Open,Leasehold,Resale,Main Road
"2 BHK Apartment for Sale in Sector 79, Dadri Road Noida",₹1.65 Cr,1120 sqft,https://www.magicbricks.com/mahagun-mirabella-sector-79-noida-pdpid-4d4235303230373438,3,17,2025-08-10 18:52:12.540270,Updated 3 days ago,2025-08-07 18:52:12.538566,2,2,2 BHK,Unfurnished,21 out of 30,,Mahagun Mirabella,Ready to Move,North - East,2 Covered,Power Of Attorney,Resale,Main Road
2 BHK Apartment for Sale in Noida Extension Noida,₹93 Lac,1245 sqft,https://www.magicbricks.com/ace-divino-noida-extension-noida-pdpid-4d4235303835303737,3,18,2025-08-10 18:52:12.541746,Updated yesterday,2025-08-09 12:00:00.000000,2,,2 BHK,Unfurnished,12 out of 28,,ACE Divino,Ready to Move,,,,Resale,
"2 BHK Apartment for Sale in Sector 119, Pusta Road Noida",₹1.32 Cr,1144 sqft,https://www.magicbricks.com/eldeco-aamantran-sector-119-noida-pdpid-4d4235303130303337,3,19,2025-08-10 18:52:12.543310,Updated yesterday,2025-08-09 12:00:00.000000,2,1,2 BHK,Semi-Furnished,16 out of 18,,Eldeco Aamantran,Ready to Move,North,,Leasehold,Resale,Main Road
"2 BHK Apartment for Sale in Sector 144, Noida Express Way Noida",₹1.32 Cr,925 sqft,https://www.magicbricks.com/gulshan-botnia-sector-144-noida-pdpid-4d4235303839373638,3,20,2025-08-10 18:52:12.545118,Updated yesterday,2025-08-09 12:00:00.000000,2,3,2 BHK,Semi-Furnished,11 out of 14,,Gulshan Botnia,Ready to Move,East,,Leasehold,Resale,"Garden/Park, Pool, Main Road"
2 BHK Apartment for Sale in Block B Sector 34 Noida,₹37.1 Lac,Ready to Move,https://www.magicbricks.com/himgiri-apartments-sector-34-block-b-noida-pdpid-4d4235303130393034,3,30,2025-08-10 18:52:12.552624,"Posted:   Aug 05, '25",,2,,2 BHK,Furnished,,,Himgiri Apartments,Ready to Move,,,,Resale,
