title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date
3 BHK Apartment for Sale in Sector 83 Gurgaon,₹1.94 Cr,1850 sqft,https://www.magicbricks.com/ss-cendana-sector-83-gurgaon-pdpid-4d4235343136383231,1,18,2025-08-10 18:29:23.111771,Updated 13 hours ago,2025-08-10 05:29:23.111753
Plot/Land for Sale in Sector 91 Gurgaon,₹10.10 Cr,4518 sqft,https://www.magicbricks.com/dlf-gardencity-sector-91-gurgaon-pdpid-4d4235303232373133,1,19,2025-08-10 18:29:23.112264,Updated 13 hours ago,2025-08-10 05:29:23.112257
3 BHK Apartment for Sale in Sector 67A Gurgaon,₹2.85 Cr,1295 sqft,https://www.magicbricks.com/ireo-the-corridors-sector-67a-gurgaon-pdpid-4d4235303231363539,1,20,2025-08-10 18:29:23.112768,Updated 13 hours ago,2025-08-10 05:29:23.112761
4 BHK Apartment for Sale in Sector 63 Gurgaon,₹7.25 Cr,2800 sqft,https://www.magicbricks.com/the-sixty-three-sector-63-gurgaon-pdpid-4d4235333934323635,1,21,2025-08-10 18:29:23.113338,Updated 13 hours ago,2025-08-10 05:29:23.113332
4 BHK Builder Floor for Sale in Sector 26 Gurgaon,₹4.25 Cr,1900 sqft,https://www.magicbricks.com/dlf-city-phase-1-sector-26-gurgaon-pdpid-4d4235303130303135,1,22,2025-08-10 18:29:23.113838,Updated 13 hours ago,2025-08-10 05:29:23.113832
3 BHK Apartment for Sale in Gwal Pahari Gurgaon,₹1.52 Cr,1300 sqft,https://www.magicbricks.com/ansal-valley-view-estate-gwal-pahari-gurgaon-pdpid-4d4235303031323039,1,23,2025-08-10 18:29:23.114385,Updated 13 hours ago,2025-08-10 05:29:23.114379
2 BHK  House for Sale in Sector 67 Gurgaon,₹30 Lac,50 sqft,https://www.magicbricks.com/maruti-kunj-sector-67-gurgaon-pdpid-4d4235313731383237,1,24,2025-08-10 18:29:23.114849,Updated today,2025-08-10 12:00:00.000000
3 BHK Apartment for Sale in Sector 48 Gurgaon,₹7 Cr,2000 sqft,https://www.magicbricks.com/bella-vista-central-park-2-sector-48-gurgaon-pdpid-4d4235313333303631,1,29,2025-08-10 18:29:23.117948,Updated today,2025-08-10 12:00:00.000000
4 BHK  House for Sale in Sector 109 Gurgaon,₹8.50 Cr,1500 sqft,https://www.magicbricks.com/sobha-international-city-sector-109-gurgaon-pdpid-4d4235303130343136,1,30,2025-08-10 18:29:23.118552,Updated today,2025-08-10 12:00:00.000000
5 BHK Apartment for Sale in Sector 106 Gurgaon,₹5.50 Cr,4250 sqft,https://www.magicbricks.com/paras-dews-sector-106-gurgaon-pdpid-4d4235303130333033,2,1,2025-08-10 18:29:27.600281,Updated today,2025-08-10 12:00:00.000000
3 BHK Apartment for Sale in Sector 70 Gurgaon,₹1.55 Cr,950 sqft,https://www.magicbricks.com/tulip-orange-sector-70-gurgaon-pdpid-4d4235303137313631,2,3,2025-08-10 18:29:27.602151,Updated today,2025-08-10 12:00:00.000000
"4 BHK Builder Floor for Sale in Malibu Town, Sector 47 Gurgaon",₹6.50 Cr,3600 sqft,https://www.magicbricks.com/modern-luxurious-floors-at-malibu-town-malibu-town-gurgaon-pdpid-4d4235343232393333,2,5,2025-08-10 18:29:27.604000,Updated 13 hours ago,2025-08-10 05:29:27.603961
3 BHK Apartment for Sale in Sector 69 Gurgaon,₹2.30 Cr,1200 sqft,https://www.magicbricks.com/tulip-yellow-sector-69-gurgaon-pdpid-4d4235313330303431,2,6,2025-08-10 18:29:27.604693,Updated 13 hours ago,2025-08-10 05:29:27.604683
2 BHK Apartment for Sale in Sector 68 Gurgaon,₹1.50 Cr,800 sqft,https://www.magicbricks.com/m3m-marina-sector-68-gurgaon-pdpid-4d4235303732323235,2,8,2025-08-10 18:29:27.605845,Updated 13 hours ago,2025-08-10 05:29:27.605837
"3 BHK Apartment for Sale in Nirvana Country, Sector 50 Gurgaon",₹4.80 Cr,3000 sqft,https://www.magicbricks.com/unitech-the-close-north-nirvana-country-gurgaon-pdpid-4d4235323834363237,2,9,2025-08-10 18:29:27.606371,Updated 13 hours ago,2025-08-10 05:29:27.606365
"4 BHK Apartment for Sale in Fazilpur Jharsa, Sector 72, Sohna Road Gurgaon",₹6 Cr,2080 sqft,https://www.magicbricks.com/tata-primanti-fazilpur-jharsa-gurgaon-pdpid-4d4235303030313431,2,10,2025-08-10 18:29:27.606963,Updated 13 hours ago,2025-08-10 05:29:27.606958
3 BHK Apartment for Sale in Sector 79 Gurgaon,₹1.65 Cr,1335 sqft,https://www.magicbricks.com/signature-global-city-79b-sector-79-gurgaon-pdpid-4d4235343137363037,2,11,2025-08-10 18:29:27.607764,Updated 13 hours ago,2025-08-10 05:29:27.607734
4 BHK Villa for Sale in Sector 72 Gurgaon,₹6.75 Cr,3350 sqft,https://www.magicbricks.com/tata-primanti-villas-sector-72-gurgaon-pdpid-4d4235323835333431,2,13,2025-08-10 18:29:27.609157,Updated 13 hours ago,2025-08-10 05:29:27.609146
4 BHK Apartment for Sale in Sector 90 Gurgaon,₹3.30 Cr,1800 sqft,https://www.magicbricks.com/dlf-regal-gardens-sector-90-gurgaon-pdpid-4d4235303238333839,2,15,2025-08-10 18:29:27.610362,Updated 13 hours ago,2025-08-10 05:29:27.610354
3 BHK Apartment for Sale in Sector 112 Gurgaon,₹3.80 Cr,2520 sqft,https://www.magicbricks.com/tata-gurgaon-gateway-sector-112-gurgaon-pdpid-4d4235303239353935,2,16,2025-08-10 18:29:27.610905,Updated 13 hours ago,2025-08-10 05:29:27.610900
3 BHK Apartment for Sale in Sector 79 Gurgaon,₹2.04 Cr,1629 sqft,https://www.magicbricks.com/m3m-antalya-hills-phase-i-sector-79-gurgaon-pdpid-4d4235333930323531,2,17,2025-08-10 18:29:27.611483,Updated 13 hours ago,2025-08-10 05:29:27.611478
3 BHK Apartment for Sale in Sector 84 Gurgaon,₹1.95 Cr,14009 sqft,https://www.magicbricks.com/ss-almeria-sector-84-gurgaon-pdpid-4d4235303137373033,2,21,2025-08-10 18:29:27.613799,Updated 13 hours ago,2025-08-10 05:29:27.613789
3 BHK Builder Floor for Sale in Sector 70A Gurgaon,₹2.60 Cr,1750 sqft,https://www.magicbricks.com/bptp-green-oaks-sector-70a-gurgaon-pdpid-4d4235333236323433,2,23,2025-08-10 18:29:27.615356,Updated 13 hours ago,2025-08-10 05:29:27.615333
4 BHK Apartment for Sale in Sector 112 Gurgaon,₹8 Cr,4800 sqft,https://www.magicbricks.com/experion-windchants-sector-112-gurgaon-pdpid-4d4235303232333739,2,24,2025-08-10 18:29:27.616059,Updated 7 hours ago,2025-08-10 11:29:27.616050
2 BHK Apartment for Sale in Sector 70A Gurgaon,₹85 Lac,700 sqft,https://www.magicbricks.com/pyramid-fusion-homes-sector-70a-gurgaon-pdpid-4d4235313232373337,2,25,2025-08-10 18:29:27.616603,Posted: 7 hours ago,2025-08-10 11:29:27.616597
3 BHK Apartment for Sale in Sector 112 Gurgaon,₹3.85 Cr,2215 sqft,https://www.magicbricks.com/tata-gurgaon-gateway-sector-112-gurgaon-pdpid-4d4235303239353935,2,26,2025-08-10 18:29:27.617100,Posted: 2 hours ago,2025-08-10 16:29:27.617094
3 BHK Apartment for Sale in Phase 2 Greenopolis Gurgaon,₹2 Cr,1450 sqft,https://www.magicbricks.com/orris-3c-greenopolis-sector-89-gurgaon-pdpid-4d4235303238343130,2,27,2025-08-10 18:29:27.617671,Posted: 1 hour ago,2025-08-10 17:29:27.617663
4 BHK Apartment for Sale in Sector 52 Gurgaon,₹3.25 Cr,2015 sqft,https://www.magicbricks.com/green-homes-sector-52-gurgaon-pdpid-4d4235313730353839,2,28,2025-08-10 18:29:27.618399,Updated yesterday,2025-08-09 12:00:00.000000
3 BHK Apartment for Sale in Sector 109 Gurgaon,₹3.10 Cr,2095 sqft,https://www.magicbricks.com/ats-kocoon-sector-109-gurgaon-pdpid-4d4235303233353339,3,1,2025-08-10 18:29:31.213078,Updated yesterday,2025-08-09 12:00:00.000000
3 BHK Apartment for Sale in Sector 36A Gurgaon,₹5.30 Cr,1800 sqft,https://www.magicbricks.com/krisumi-waterside-residences-sector-36a-gurgaon-pdpid-4d4235343231343833,3,3,2025-08-10 18:29:31.214300,Updated yesterday,2025-08-09 12:00:00.000000
3 BHK Apartment for Sale in Sector 102 Gurgaon,₹2.15 Cr,1569 sqft,https://www.magicbricks.com/adani-m2k-oyster-grande-sector-102-gurgaon-pdpid-4d4235303836323032,3,6,2025-08-10 18:29:31.216063,Updated yesterday,2025-08-09 12:00:00.000000
3 BHK Apartment for Sale in Sector 36 Sohna Gurgaon,₹1.30 Cr,1081 sqft,https://www.magicbricks.com/signature-global-park-4-and-5-sohna-sector-36-gurgaon-pdpid-4d4235323036343435,3,7,2025-08-10 18:29:31.216752,Updated yesterday,2025-08-09 12:00:00.000000
1 BHK Apartment for Sale in Sector 93 Gurgaon,₹59 Lac,543 sqft,https://www.magicbricks.com/signature-global-city-93-sector-93-gurgaon-pdpid-4d4235333933373231,3,9,2025-08-10 18:29:31.217823,Updated yesterday,2025-08-09 12:00:00.000000
3 BHK Apartment for Sale in Sector 111 Gurgaon,₹3.30 Cr,1550 sqft,https://www.magicbricks.com/m3m-crown-phase-1-sector-111-gurgaon-pdpid-4d4235333933333337,3,10,2025-08-10 18:29:31.218406,Updated yesterday,2025-08-09 12:00:00.000000
3 BHK Apartment for Sale in Sector 104 Gurgaon,₹2.50 Cr,1359 sqft,https://www.magicbricks.com/hero-homes-sector-104-gurgaon-pdpid-4d4235313139323831,3,11,2025-08-10 18:29:31.219025,Updated yesterday,2025-08-09 12:00:00.000000
4 BHK Apartment for Sale in Sector 48 Gurgaon,₹3.09 Cr,1610 sqft,https://www.magicbricks.com/vipul-greens-sector-48-gurgaon-pdpid-4d4235303030333036,3,12,2025-08-10 18:29:31.219810,Updated yesterday,2025-08-09 12:00:00.000000
2 BHK Apartment for Sale in Sector 79 Gurgaon,₹1.55 Cr,800 sqft,https://www.magicbricks.com/godrej-101-sector-79-gurgaon-pdpid-4d4235303834343632,3,13,2025-08-10 18:29:31.220336,Updated yesterday,2025-08-09 12:00:00.000000
2 BHK Apartment for Sale in Sector 103 Gurgaon,₹3.50 Cr,1660 sqft,https://www.magicbricks.com/godrej-vrikshya-sector-103-gurgaon-pdpid-4d4235343232353835,3,14,2025-08-10 18:29:31.220854,Updated yesterday,2025-08-09 12:00:00.000000
"2 BHK Apartment for Sale in Sector 37C, Delhi Gurgaon Expressway Gurgaon",₹77.5 Lac,585 sqft,https://www.magicbricks.com/the-trisara-apex-our-homes-sector-37c-gurgaon-pdpid-4d4235303239383330,3,15,2025-08-10 18:29:31.221454,Updated yesterday,2025-08-09 12:00:00.000000
8 BHK  House for Sale in Part 2 Sector 15 Gurgaon,₹3.10 Cr,1335 sqft,https://www.magicbricks.com/friends-colony-sector-15-part-2-gurgaon-pdpid-4d4235303830343131,3,18,2025-08-10 18:29:31.223107,Updated yesterday,2025-08-09 12:00:00.000000
3 BHK Apartment for Sale in Sector 30 Gurgaon,₹1.25 Cr,1350 sqft,https://www.magicbricks.com/luxury-villa-sector-30-gurgaon-pdpid-4d4235323037303739,3,21,2025-08-10 18:29:31.224857,Updated yesterday,2025-08-09 12:00:00.000000
2 BHK Apartment for Sale in Sector 103 Gurgaon,₹65 Lac,605 sqft,https://www.magicbricks.com/signature-global-grand-iva-sector-103-gurgaon-pdpid-4d4235303835393539,3,23,2025-08-10 18:29:31.226150,Updated yesterday,2025-08-09 12:00:00.000000
Studio Apartment for Sale in Sector 71 Gurgaon,₹1.16 Cr,759 sqft,https://www.magicbricks.com/m3m-broadway-sector-71-gurgaon-pdpid-4d4235313231323633,3,25,2025-08-10 18:29:31.227262,Updated yesterday,2025-08-09 12:00:00.000000
Studio Apartment for Sale in Sector 57 Gurgaon,₹1.69 Cr,12100 sqft,https://www.magicbricks.com/m3m-paragon-57-sector-57-gurgaon-pdpid-4d4235333930323739,3,27,2025-08-10 18:29:31.228475,Updated yesterday,2025-08-09 12:00:00.000000
4 BHK Apartment for Sale in Phase 3 DLF Gurgaon,₹6.50 Cr,3500 sqft,https://www.magicbricks.com/dlf-10a-dlf-phase-3-gurgaon-pdpid-4d4235333139303133,3,28,2025-08-10 18:29:31.229024,Updated yesterday,2025-08-09 12:00:00.000000
3 BHK Apartment for Sale in Sector 49 Gurgaon,₹4.70 Cr,2021 sqft,https://www.magicbricks.com/godrej-aristocrat-sector-49-gurgaon-pdpid-4d4235343138383333,3,29,2025-08-10 18:29:31.229549,Updated yesterday,2025-08-09 12:00:00.000000
"4 BHK Apartment for Sale in Sector 76, Delhi Gurgaon Expressway Gurgaon",₹7.23 Cr,3577 sqft,https://www.magicbricks.com/dlf-privana-west-sector-76-gurgaon-pdpid-4d4235303733353631,3,30,2025-08-10 18:29:31.230048,Updated yesterday,2025-08-09 12:00:00.000000
