title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking
2 BHK Apartment for Sale in Girgaon Mumbai,₹3.90 Cr,810 sqft,https://www.magicbricks.com/vijay-chambers-girgaon-mumbai-pdpid-4d4235343032373031,1,17,2025-08-10 19:24:30.017104,Updated 16 hours ago,2025-08-10 03:24:30.016102,2,,2 BHK,Furnished,6 out of 11,,Vijay Chambers,Ready to Move,North,2 Open,Freehold,Resale,Main Road
2 BHK Apartment for Sale in Vile Parle West Mumbai,₹3.50 Cr,805 sqft,https://www.magicbricks.com/shankar-mahal-vile-parle-west-mumbai-pdpid-4d4235303638383838,1,18,2025-08-10 19:24:30.018749,Updated 16 hours ago,2025-08-10 03:24:30.017663,2,,2 BHK,Semi-Furnished,5 out of 7,,Shankar Mahal,Ready to Move,,,Co-operative Society,New Property,Main Road
1 BHK Apartment for Sale in Chembur Mumbai,₹1.05 Cr,625 sqft,https://www.magicbricks.com/spenta-altavista-chembur-mumbai-pdpid-4d4235303733313932,1,21,2025-08-10 19:24:30.024531,Updated 15 hours ago,2025-08-10 04:24:30.022216,1,,1 BHK,Unfurnished,6 out of 15,,Spenta Altavista,Ready to Move,East,,Co-operative Society,Resale,Garden/Park
3 BHK Apartment for Sale in Dattapada Mumbai,₹5.50 Cr,1193 sqft,https://www.magicbricks.com/oberoi-sky-city-dattapada-mumbai-pdpid-4d4235303836303834,1,23,2025-08-10 19:24:30.028454,Updated 15 hours ago,2025-08-10 04:24:30.026706,3,,3 BHK,Unfurnished,25 out of 61,,Oberoi Sky City,Ready to Move,East,2 Covered,Freehold,Resale,"Garden/Park, Main Road"
1 BHK Apartment for Sale in Kandivali West Mumbai,₹1.20 Cr,426 sqft,https://www.magicbricks.com/sethia-kalpavruksh-heights-kandivali-west-mumbai-pdpid-4d4235303835333333,1,24,2025-08-10 19:24:30.030095,Updated 15 hours ago,2025-08-10 04:24:30.029019,2,,1 BHK,Furnished,19 out of 23,,Sethia Kalpavruksh Heights,Ready to Move,North,,Freehold,New Property,Main Road
1 BHK Apartment for Sale in Bhandup East Mumbai,₹1 Cr,450 sqft,https://www.magicbricks.com/pariwar-chs-bhandup-east-mumbai-pdpid-4d4235303436383239,1,25,2025-08-10 19:24:30.031738,Updated today,2025-08-10 12:00:00.000000,1,,1 BHK,Furnished,4 out of 14,,Pariwar CHS,Ready to Move,East,,Freehold,Resale,Garden/Park
1 BHK Apartment for Sale in Borivali West Mumbai,₹1.35 Cr,444 sqft,https://www.magicbricks.com/acharya-aashram-borivali-west-mumbai-pdpid-4d4235333933363835,1,26,2025-08-10 19:24:30.033453,Updated today,2025-08-10 12:00:00.000000,2,,1 BHK,Furnished,15 out of 15,,Acharya Aashram,Ready to Move,East,,,Resale,Main Road
1 BHK Apartment for Sale in Powai Mumbai,₹2 Cr,380 sqft,https://www.magicbricks.com/hiranandani-highland-powai-mumbai-pdpid-4d4235333139313139,1,28,2025-08-10 19:24:30.035754,Updated 14 hours ago,2025-08-10 05:24:30.034635,2,,1 BHK,Semi-Furnished,11 out of 22,,Hiranandani Highland,Ready to Move,West,,Freehold,Resale,Main Road
2 BHK Apartment for Sale in Bhandup West Mumbai,₹1.75 Cr,500 sqft,https://www.magicbricks.com/rustomjee-bella-bhandup-west-mumbai-pdpid-4d4235323735393035,2,1,2025-08-10 19:24:34.841305,Updated 14 hours ago,2025-08-10 05:24:34.840024,2,,2 BHK,Unfurnished,19 out of 22,,Rustomjee Bella,Ready to Move,West,,Freehold,Resale,"Pool, Main Road"
2 BHK Apartment for Sale in Mira Road Area Mumbai,₹95 Lac,555 sqft,https://www.magicbricks.com/man-opus-mira-road-mumbai-pdpid-4d4235303030373035,2,6,2025-08-10 19:24:34.845908,Updated 14 hours ago,2025-08-10 05:24:34.844657,2,1,2 BHK,Unfurnished,22 out of 23,,Man Opus,Ready to Move,North - East,,Freehold,Resale,Main Road
1 BHK Apartment for Sale in Vile Parle East Mumbai,₹1.50 Cr,555 sqft,https://www.magicbricks.com/galaxy-pinnacle-vile-parle-east-mumbai-pdpid-4d4235303638363030,2,7,2025-08-10 19:24:34.847746,Updated 14 hours ago,2025-08-10 05:24:34.846709,1,1,1 BHK,Semi-Furnished,11 out of 11,,Galaxy Pinnacle,Ready to Move,West,1 Open,,Resale,
1 BHK Apartment for Sale in Kurla East Mumbai,₹1.25 Cr,481 sqft,https://www.magicbricks.com/shree-krishna-eastern-winds-kurla-east-mumbai-pdpid-4d4235303733383036,2,9,2025-08-10 19:24:34.850266,Updated 14 hours ago,2025-08-10 05:24:34.849149,2,,1 BHK,Unfurnished,1 out of 12,,Shree Krishna Eastern Winds,Ready to Move,East,,Co-operative Society,Resale,"Garden/Park, Main Road"
1 BHK Apartment for Sale in Dahisar East Mumbai,₹90 Lac,432 sqft,https://www.magicbricks.com/krishna-vatika-chs-dahisar-east-mumbai-pdpid-4d4235303530303231,2,10,2025-08-10 19:24:34.851982,Updated 14 hours ago,2025-08-10 05:24:34.850878,2,1,1 BHK,Semi-Furnished,6 out of 7,,Krishna Vatika CHS,Ready to Move,East,,Freehold,Resale,"Garden/Park, Main Road"
1 BHK Apartment for Sale in Andheri East Mumbai,₹1.25 Cr,486 sqft,https://www.magicbricks.com/mca-gopeshwar-apartments-andheri-east-mumbai-pdpid-4d4235303938313731,2,12,2025-08-10 19:24:34.854257,Updated 14 hours ago,2025-08-10 05:24:34.853158,2,1,1 BHK,Unfurnished,1 out of 7,,MCA Gopeshwar Apartments,Ready to Move,"Key Highlights7 Storeys of optimised homes in heart of the city, Andheri East.",,,Resale,
5 BHK Apartment for Sale in Powai Mumbai,₹12 Cr,3500 sqft,https://www.magicbricks.com/lake-superior-powai-mumbai-pdpid-4d4235303232353233,2,13,2025-08-10 19:24:34.855992,Updated 14 hours ago,2025-08-10 05:24:34.854890,5,5,5 BHK,Furnished,1 out of 22,,Lake Superior,Ready to Move,East,,Freehold,Resale,Main Road
1 BHK Apartment for Sale in Jankalyan Nagar Mumbai,₹1.15 Cr,452 sqft,https://www.magicbricks.com/gurukrupa-marina-enclave-jankalyan-nagar-mumbai-pdpid-4d4235303734363136,2,16,2025-08-10 19:24:34.858882,Updated 14 hours ago,2025-08-10 05:24:34.857834,2,,1 BHK,Semi-Furnished,3 out of 22,,Gurukrupa Marina Enclave,Ready to Move,West,1 Covered,Freehold,Resale,Main Road
3 BHK Apartment for Sale in Saki Naka Mumbai,₹2.98 Cr,1059 sqft,https://www.magicbricks.com/runwal-elina-saki-naka-mumbai-pdpid-4d4235303730383330,2,17,2025-08-10 19:24:34.861047,Updated 14 hours ago,2025-08-10 05:24:34.859547,3,,3 BHK,Furnished,10 out of 13,,Runwal Elina,Ready to Move,East,2 Covered,Co-operative Society,Resale,Main Road
2 BHK Apartment for Sale in Byculla East Mumbai,₹2.15 Cr,650 sqft,https://www.magicbricks.com/ajay-apartment-byculla-east-mumbai-pdpid-4d4235313137323935,2,19,2025-08-10 19:24:34.863305,Updated 14 hours ago,2025-08-10 05:24:34.862209,2,1,2 BHK,Furnished,6 out of 8,,Ajay Apartment,Ready to Move,North - West,1 Covered,,Resale,"Garden/Park, Main Road"
3 BHK Apartment for Sale in Byculla Mumbai,₹5.90 Cr,1339 sqft,https://www.magicbricks.com/marathon-monte-south-byculla-mumbai-pdpid-4d4235303932343734,2,20,2025-08-10 19:24:34.865247,Updated 14 hours ago,2025-08-10 05:24:34.863961,3,1,3 BHK,Furnished,34 out of 64,,Marathon Monte South,Ready to Move,West,,Freehold,New Property,"Garden/Park, Pool, Main Road"
2 BHK Apartment for Sale in Yari Road Mumbai,₹1.70 Cr,800 sqft,https://www.magicbricks.com/silver-anklet-apartment-yari-road-mumbai-pdpid-4d4235323130393835,2,21,2025-08-10 19:24:34.866671,Updated 14 hours ago,2025-08-10 05:24:34.865795,3,,2 BHK,Unfurnished,Ground out of 6,,Silver Anklet Apartment,Ready to Move,,,Co-operative Society,Resale,Garden/Park
4 BHK House for Sale in Kandarpada Mumbai,₹4 Cr,1600 sqft,https://www.magicbricks.com/das-darshan-kandarpada-mumbai-pdpid-4d4235333937313939,2,22,2025-08-10 19:24:34.868284,Updated 14 hours ago,2025-08-10 05:24:34.867238,5,,4 BHK,Furnished,Ground out of 3,,Das Darshan,Ready to Move,East,,Freehold,Resale,Main Road
3 BHK Apartment for Sale in Mahalakshmi Mumbai,₹10.50 Cr,1378 sqft,https://www.magicbricks.com/piramal-mahalaxmi-mahalakshmi-mumbai-pdpid-4d4235313134393335,2,23,2025-08-10 19:24:34.870007,Updated 14 hours ago,2025-08-10 05:24:34.868909,5,,3 BHK,Semi-Furnished,4 out of 60,,Piramal Mahalaxmi,Ready to Move,West,,Freehold,Resale,"Garden/Park, Pool, Main Road"
2 BHK Apartment for Sale in Chakala Mumbai,₹2.70 Cr,831 sqft,https://www.magicbricks.com/unique-shanti-sparsh-chakala-mumbai-pdpid-4d4235303136393438,2,24,2025-08-10 19:24:34.871808,Updated 14 hours ago,2025-08-10 05:24:34.870617,2,,2 BHK,Semi-Furnished,1 out of 10,,Unique Shanti Sparsh,Ready to Move,"Key HighlightsIts conveniently located close to Business hubs, International and National airports.",,Freehold,Resale,
1 BHK Apartment for Sale in Goregaon East Mumbai,₹1.05 Cr,575 sqft,https://www.magicbricks.com/kshitij-chs-goregaon-east-mumbai-pdpid-4d4235303532363535,2,26,2025-08-10 19:24:34.874210,Updated 14 hours ago,2025-08-10 05:24:34.873151,1,1,1 BHK,Semi-Furnished,2 out of 7,,Kshitij CHS,Ready to Move,East,,Co-operative Society,Resale,Garden/Park
3 BHK Apartment for Sale in Goregaon West Mumbai,₹3.10 Cr,1142 sqft,https://www.magicbricks.com/sahajanand-arista-goregaon-west-mumbai-pdpid-4d4235303838303032,2,27,2025-08-10 19:24:34.876082,Updated 14 hours ago,2025-08-10 05:24:34.874840,3,,3 BHK,Unfurnished,19 out of 42,,Sahajanand Arista,,West,,Freehold,Resale,Main Road
