url,extraction_time,fields_extracted,success,individual_detailed_description,individual_amenities,individual_floor_plan,individual_price_details,individual_location_details,individual_builder_details,individual_possession_details
https://www.magicbricks.com/rof-pravasa-sector-88a-gurgaon-pdpid-4d4235343330303431,3.6777801513671875,7,True,,,"ROF PravasaSector 88A, GurgaonBy ROF GROUPRERARERA ID:RC/REP/HARERA/GGM/918/650/2025/21₹2.40 Cr -₹2.55 CrBrochureBuilder FloorPossessionApr'30See Price Trend₹2.08 LacEMIDownload BrochureContact Seller",,,"ROF GROUP42 Years ExperienceBuilding No. 80, 1st Floor, Sector-44 Gurgaon , 122003",
https://www.magicbricks.com/ansal-sushant-lok-i-sushant-lok-1-block-e-gurgaon-pdpid-4d4235323836303037,3.4870479106903076,7,True,,,"Ansal Sushant Lok ISector 43, GurgaonRead ReviewsBy Ansal API₹3.53 Cr-₹4.70 CrPlotsSee Price Trend₹3.06 LacEMIView Phone No.Contact SellerProperties in Ansal Sushant Lok IBuyRentAll3 BHK5 BHK6 BHKResi",,,"Ansal API58 Years Experience115, Ansal Bhawan 16, Kasturba Gandhi Marg New Delhi 110 001",
https://www.magicbricks.com/southend-floors-sector-49-gurgaon-pdpid-4d4235303130343331,4.158215522766113,7,True,,,"Southend FloorsSohna, GurgaonBy SS Group₹45 Lac-₹3.19 CrReady To MoveSee Price Trend₹39.1KEMIView Phone No.Contact SellerTotal Units500Project Size20 AcreLaunch DateMar 2006View Amenities (14)Properti",,,"SS Group33 Years Experience77, SS House,Sector- 44, Gurugram,(Haryana)- 122003",
