title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking
2 BHK Apartment for Sale in Adyar Chennai,₹1.50 Cr,850 sqft,https://www.magicbricks.com/dev-karumari-adyar-chennai-pdpid-4d4235303432393535,2,14,2025-08-10 19:21:26.524832,Updated 14 hours ago,2025-08-10 05:21:26.523243,2,,2 BHK,Semi-Furnished,2 out of 3,,Dev Karumari,Ready to Move,East,"1 Covered,",Freehold,Resale,"Garden/Park, Main Road"
3 BHK Villa for Sale in Perumbakkam Chennai,₹1.47 Cr,1700 sqft,https://www.magicbricks.com/malles-akankssha-perumbakkam-chennai-pdpid-4d4235303931383533,2,15,2025-08-10 19:21:26.527998,Updated 14 hours ago,2025-08-10 05:21:26.526124,4,3,3 BHK,Furnished,,,Malles Akankssha,Ready to Move,East,,Freehold,Resale,"Garden/Park, Main Road"
2 BHK Apartment for Sale in Mogappair West Ambattur Industrial Estate Chennai,₹99 Lac,960 sqft,https://www.magicbricks.com/vgn-minerva-mogappair-west-ambattur-industrial-estate-chennai-pdpid-4d4235303330323433,2,18,2025-08-10 19:21:26.533742,Updated 14 hours ago,2025-08-10 05:21:26.531404,2,1,2 BHK,Semi-Furnished,2 out of 4,,VGN Minerva,Ready to Move,East,"1 Covered,",Freehold,Resale,"Garden/Park, Main Road"
4 BHK Apartment for Sale in Koyambedu Chennai,₹7 Cr,2982 sqft,https://www.magicbricks.com/crown-residences-koyambedu-chennai-pdpid-4d4235333933333233,2,22,2025-08-10 19:21:26.538756,Updated 14 hours ago,2025-08-10 05:21:26.537357,5,2,4 BHK,Unfurnished,11 out of 27,,Crown Residences,Ready to Move,East,,Freehold,Resale,"Garden/Park, Pool"
2 BHK Apartment for Sale in Korattur Chennai,₹80 Lac,829 sqft,https://www.magicbricks.com/alliance-orchid-springs-korattur-chennai-pdpid-4d4235303236303132,2,27,2025-08-10 19:21:26.543430,Updated 14 hours ago,2025-08-10 05:21:26.542261,2,1,2 BHK,Semi-Furnished,8 out of 12,,Alliance Orchid Springs,Ready to Move,North - West,"1 Covered,",Freehold,Resale,Main Road
2 BHK Apartment for Sale in Pammal Chennai,₹90 Lac,1237 sqft,https://www.magicbricks.com/appaswamy-the-bloomingdale-pammal-chennai-pdpid-4d4235303432303630,2,28,2025-08-10 19:21:26.545218,Updated 14 hours ago,2025-08-10 05:21:26.544081,2,1,2 BHK,Furnished,11 out of 11,,Appaswamy the Bloomingdale,Ready to Move,South,,Freehold,Resale,"Garden/Park, Main Road"
2 BHK Apartment for Sale in Ayanambakkam Chennai,₹72 Lac,688 sqft,https://www.magicbricks.com/charan-enclave-ayanambakkam-chennai-pdpid-4d4235333234323937,2,30,2025-08-10 19:21:26.547888,Updated 14 hours ago,2025-08-10 05:21:26.546601,2,1,2 BHK,Unfurnished,2 out of 3,,Charan Enclave,Ready to Move,North,,Freehold,New Property,"Garden/Park, Main Road"
3 BHK Apartment for Sale in Mogappair West Ambattur Industrial Estate Chennai,₹1.80 Cr,1500 sqft,https://www.magicbricks.com/brigade-xanadu-mogappair-west-ambattur-industrial-estate-chennai-pdpid-4d4235303938333839,3,1,2025-08-10 19:21:32.170762,Updated 14 hours ago,2025-08-10 05:21:32.169730,3,1,3 BHK,Unfurnished,Ground out of 6,,Brigade Xanadu,Ready to Move,East,,Freehold,Resale,Garden/Park
2 BHK Apartment for Sale in Kilpauk Chennai,₹80 Lac,890 sqft,https://www.magicbricks.com/kamlesh-enclave-kilpauk-chennai-pdpid-4d4235303333363738,3,4,2025-08-10 19:21:32.173632,Updated today,2025-08-10 12:00:00.000000,2,,2 BHK,Semi-Furnished,4 out of 4,,Kamlesh Enclave,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Vengaivasal Medavakkam Chennai,₹75 Lac,637 sqft,https://www.magicbricks.com/casagrand-zenith-vengaivasal-medavakkam-chennai-pdpid-4d4235313236313137,3,9,2025-08-10 19:21:32.177490,Updated today,2025-08-10 12:00:00.000000,2,1,2 BHK,Semi-Furnished,9 out of 14,,Casagrand Zenith,Ready to Move,South,,Freehold,Resale,"Garden/Park, Pool, Main Road"
3 BHK Apartment for Sale in Muthukadu Chennai,₹1.80 Cr,2332 sqft,https://www.magicbricks.com/vgn-coasta-muthukadu-chennai-pdpid-4d4235303731313638,3,12,2025-08-10 19:21:32.180545,Updated today,2025-08-10 12:00:00.000000,3,2,3 BHK,Unfurnished,2 out of 15,,VGN Coasta,Ready to Move,,"1 Covered,",Freehold,Resale,Garden/Park
2 BHK Villa for Sale in Pammal Chennai,₹77 Lac,800 sqft,https://www.magicbricks.com/asr-sendhur-garden-pammal-chennai-pdpid-4d4235333836383039,3,17,2025-08-10 19:21:32.185544,Updated today,2025-08-10 12:00:00.000000,2,,2 BHK,Semi-Furnished,,,ASR Sendhur Garden,Ready to Move,East,"1 Covered,",Freehold,Resale,"Garden/Park, Main Road"
Plot/Land for Sale in Poonamallee Chennai,₹1.31 Cr,2739 sqft,https://www.magicbricks.com/s-and-p-parivakkam-poonamallee-chennai-pdpid-4d4235323739353133,3,19,2025-08-10 19:21:32.187739,Updated today,2025-08-10 12:00:00.000000,,,Plot,,,,S And P Parivakkam,,10 m,,Freehold,Resale,Main Road
3 BHK Apartment for Sale in Thazhambur Chennai,₹89 Lac,1000 sqft,https://www.magicbricks.com/casagrand-supremus-thazhambur-chennai-pdpid-4d4235313132373437,3,25,2025-08-10 19:21:32.192692,Updated today,2025-08-10 12:00:00.000000,3,1,3 BHK,Semi-Furnished,4 out of 4,,Casagrand Supremus,Ready to Move,East,,,Resale,
Plot/Land for Sale in Kelambakkam Chennai,₹36 Lac,6723 sqft,https://www.magicbricks.com/iyra-adithi-kelambakkam-chennai-pdpid-4d4235343031323237,3,26,2025-08-10 19:21:32.194194,Updated today,2025-08-10 12:00:00.000000,,,Plot,,,,Iyra Adithi,,34 m,,,Resale,
4 BHK Apartment for Sale in Oragadam Chennai,₹1.10 Cr,2804 sqft,https://www.magicbricks.com/hiranandani-parks-oragadam-chennai-pdpid-4d4235303834383431,3,29,2025-08-10 19:21:32.200362,Updated today,2025-08-10 12:00:00.000000,4,,4 BHK,Furnished,7 out of 16,,Hiranandani Parks,Ready to Move,,,,Resale,
