title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,is_premium,premium_type,premium_indicators,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking,data_quality_score,validation_issues,is_valid
3 BHK Apartment for Sale in Sector 49 Gurgaon,4.12 Cr,1993 sqft,https://www.magicbricks.com/godrej-aristocrat-sector-49-gurgaon-pdpid-4d4235343138383333,1,11,2025-08-12 22:53:21.105489,Updated today,2025-08-12 12:00:00.000000,False,standard,[],3,1,3 BHK,Furnished,23 out of 32,,Godrej Aristocrat,,,,,Resale,,77.3,[],True
2 BHK Apartment for Sale in Sector 70 Gurgaon,1.95 Cr,1250 sqft,,1,12,2025-08-12 22:53:21.108385,Updated today,2025-08-12 12:00:00.000000,False,standard,[],2,,2 BHK,Semi-Furnished,4 out of 10,,,Ready to Move,,,,Resale,,68.2,['Missing property URL'],False
3 BHK Apartment for Sale in Sector 49 Gurgaon,4.80 Cr,2238 sqft,https://www.magicbricks.com/godrej-aristocrat-sector-49-gurgaon-pdpid-4d4235343138383333,1,13,2025-08-12 22:53:21.109900,Updated today,2025-08-12 12:00:00.000000,True,premium,['text_premium'],3,4,3 BHK,Unfurnished,9 out of 30,,Godrej Aristocrat,,East,2 Covered,Freehold,Resale,Garden/Park,104.5,[],True
3 BHK Penthouse for Sale in South City 1 Gurgaon,7 Cr,2300 sqft,https://www.magicbricks.com/the-retreat-south-city-1-gurgaon-pdpid-4d4235303837333734,1,14,2025-08-12 22:53:21.111372,Updated today,2025-08-12 12:00:00.000000,True,premium,['text_premium'],4,2,3 BHK,Unfurnished,11 out of 11,,The Retreat,Ready to Move,North - East,1 Open,Freehold,Resale,"Garden/Park, Main Road",109.1,[],True
4 BHK Apartment for Sale in Sector 69 Gurgaon,3.35 Cr,2010 sqft,https://www.magicbricks.com/tulip-violet-sector-69-gurgaon-pdpid-4d4235303137313639,1,15,2025-08-12 22:53:21.112736,Posted: Yesterday,2025-08-11 12:00:00.000000,False,standard,[],4,2,4 BHK,Furnished,13 out of 14,,Tulip Violet,Ready to Move,,,,Resale,,81.8,[],True
4 BHK Apartment for Sale in Sector 90 Gurgaon,3.30 Cr,1800 sqft,https://www.magicbricks.com/dlf-regal-gardens-sector-90-gurgaon-pdpid-4d4235303238333839,1,16,2025-08-12 22:53:21.114208,Updated 17 hours ago,2025-08-12 05:53:21.113260,True,premium,['text_premium'],3,,4 BHK,Semi-Furnished,7 out of 11,,DLF Regal Gardens,Ready to Move,North,,Freehold,Resale,,95.5,[],True
3 BHK Apartment for Sale in Sector 112 Gurgaon,3.80 Cr,2520 sqft,https://www.magicbricks.com/tata-gurgaon-gateway-sector-112-gurgaon-pdpid-4d4235303239353935,1,17,2025-08-12 22:53:21.115511,Updated 17 hours ago,2025-08-12 05:53:21.114600,True,premium,"['text_premium', 'text_luxury']",3,3,3 BHK,Semi-Furnished,13 out of 23,,Tata Gurgaon Gateway,Ready to Move,,,,Resale,Main Road,95.5,[],True
3 BHK Apartment for Sale in Sector 84 Gurgaon,1.95 Cr,14009 sqft,https://www.magicbricks.com/ss-almeria-sector-84-gurgaon-pdpid-4d4235303137373033,1,18,2025-08-12 22:53:21.117323,Updated 18 hours ago,2025-08-12 04:53:21.116072,True,premium,['text_premium'],3,2,3 BHK,Furnished,2 out of 3,,SS Almeria,Ready to Move,,,,Resale,,90.9,[],True
4 BHK Apartment for Sale in Sector 106 Gurgaon,5.70 Cr,1692 sqft,https://www.magicbricks.com/elan-the-presidential-sector-106-gurgaon-pdpid-4d4235333737333031,1,19,2025-08-12 22:53:21.118942,Updated 18 hours ago,2025-08-12 04:53:21.117788,True,premium,['text_premium'],5,3,4 BHK,Semi-Furnished,22 out of 32,,Elan The Presidential,,East,2 Covered,Freehold,Resale,"Garden/Park, Pool, Main Road",104.5,[],True
5 BHK Penthouse for Sale in Sohna Road Gurgaon,6 Cr,3101 sqft,,1,20,2025-08-12 22:53:21.121603,Updated 18 hours ago,2025-08-12 04:53:21.120724,True,premium,['text_premium'],5,7,5 BHK,Semi-Furnished,10 out of 11,,,Ready to Move,,,,Resale,Garden/Park,86.4,['Missing property URL'],False
"4 BHK Apartment for Sale in Fazilpur Jharsa, Sector 72, Sohna Road Gurgaon",6 Cr,2080 sqft,https://www.magicbricks.com/tata-primanti-fazilpur-jharsa-gurgaon-pdpid-4d4235303030313431,1,21,2025-08-12 22:53:21.123272,Updated 17 hours ago,2025-08-12 05:53:21.122128,True,premium,['text_premium'],4,4,4 BHK,Semi-Furnished,19 out of 38,,Tata Primanti,Ready to Move,North - East,2 Covered,Freehold,Resale,Garden/Park,109.1,[],True
"4 BHK Builder Floor for Sale in Malibu Town, Sector 47 Gurgaon",6.50 Cr,3600 sqft,https://www.magicbricks.com/modern-luxurious-floors-at-malibu-town-malibu-town-gurgaon-pdpid-4d4235343232393333,1,22,2025-08-12 22:53:21.124757,Updated 18 hours ago,2025-08-12 04:53:21.123694,True,premium,['text_premium'],5,3,4 BHK,Furnished,Modern Luxurious Floors at Malibu Town,,Modern Luxurious Floors at Malibu Town,Ready to Move,North - West,"3 Covered,",Freehold,Resale,"Garden/Park, Main Road, Pool",109.1,[],True
3 BHK Apartment for Sale in Sector 69 Gurgaon,2.30 Cr,1200 sqft,https://www.magicbricks.com/tulip-yellow-sector-69-gurgaon-pdpid-4d4235313330303431,1,23,2025-08-12 22:53:21.126138,Updated 18 hours ago,2025-08-12 04:53:21.125177,True,premium,['text_premium'],3,3,3 BHK,Unfurnished,13 out of 26,,Tulip Yellow,,East,,Freehold,Resale,,95.5,[],True
"3 BHK Apartment for Sale in Dharampur, Sector 108 Gurgaon",1.85 Cr,1000 sqft,,1,24,2025-08-12 22:53:21.128861,Updated 18 hours ago,2025-08-12 04:53:21.127864,True,premium,['text_premium'],2,3,3 BHK,Furnished,12 out of 12,,,Ready to Move,,,,Resale,,81.8,['Missing property URL'],False
3 BHK House for Sale in Sector 5 Gurgaon,6.50 Cr,1800 sqft,,1,25,2025-08-12 22:53:21.132061,Updated today,2025-08-12 12:00:00.000000,True,premium,['text_premium'],3,3,3 BHK,Furnished,1 out of 2,,,Ready to Move,North - East,1 Covered,Freehold,Resale,Main Road,100.0,['Missing property URL'],False
"4 BHK Builder Floor for Sale in Sushant Lok-I, Sector 43 Gurgaon",5.50 Cr,2125 sqft,,1,26,2025-08-12 22:53:21.136237,Updated 18 hours ago,2025-08-12 04:53:21.135010,True,premium,['text_premium'],4,2,4 BHK,Semi-Furnished,"Carpet Area2125 sqftStatusReady to MoveFloor1 out of 4TransactionNew PropertyFurnishingSemi-FurnishedfacingEastoverlookingGarden/Park, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom4Balcony2",,,Ready to Move,East,"1 Covered,",Freehold,New Property,"Garden/Park, Main Road",100.0,['Missing property URL'],False
3 BHK Apartment for Sale in Gwal Pahari Gurgaon,1.52 Cr,1300 sqft,https://www.magicbricks.com/ansal-valley-view-estate-gwal-pahari-gurgaon-pdpid-4d4235303031323039,1,27,2025-08-12 22:53:21.137531,Updated 18 hours ago,2025-08-12 04:53:21.136625,True,premium,['text_premium'],2,2,3 BHK,Semi-Furnished,1 out of 17,,Ansal Valley View Estate,Ready to Move,North,1 Open,Freehold,Resale,,104.5,[],True
2 BHK Builder Floor for Sale in Sector 82 Gurgaon,1.30 Cr,1133 sqft,https://www.magicbricks.com/vatika-india-next-sector-82-gurgaon-pdpid-4d4235303030303336,1,28,2025-08-12 22:53:21.139174,Updated 18 hours ago,2025-08-12 04:53:21.137954,True,premium,['text_premium'],2,3,2 BHK,Semi-Furnished,Vatika India Next,,Vatika India Next,Ready to Move,South,,Freehold,Resale,Garden/Park,104.5,[],True
4 BHK Villa for Sale in Sector 72 Gurgaon,6.75 Cr,3350 sqft,https://www.magicbricks.com/tata-primanti-villas-sector-72-gurgaon-pdpid-4d4235323835333431,1,29,2025-08-12 22:53:21.140585,Updated 17 hours ago,2025-08-12 05:53:21.139571,True,premium,['text_premium'],5,3,4 BHK,Semi-Furnished,,,Tata Primanti Villas,Ready to Move,South,2 Covered,Freehold,Resale,Garden/Park,104.5,[],True
3 BHK Apartment for Sale in Sector 79 Gurgaon,1.65 Cr,1335 sqft,https://www.magicbricks.com/signature-global-city-79b-sector-79-gurgaon-pdpid-4d4235343137363037,1,30,2025-08-12 22:53:21.142062,Updated 17 hours ago,2025-08-12 05:53:21.141048,True,premium,['text_premium'],3,1,3 BHK,Semi-Furnished,1 out of 4,,Signature Global City 79B,,East,,Freehold,Resale,,95.5,[],True
3 BHK Builder Floor for Sale in Sector 47 Gurgaon,3.65 Cr,2200 sqft,,2,1,2025-08-12 22:53:25.584608,Updated 17 hours ago,2025-08-12 05:53:25.583481,True,premium,"['text_premium', 'text_luxury']",4,3,3 BHK,Semi-Furnished,Ground out of 3,,,Ready to Move,West,,Freehold,Resale,Main Road,95.5,['Missing property URL'],False
4 BHK Builder Floor for Sale in Sector 67 Gurgaon,2.65 Cr,1950 sqft,,2,2,2025-08-12 22:53:25.587875,Updated 18 hours ago,2025-08-12 04:53:25.586756,True,premium,"['text_premium', 'text_luxury']",4,,4 BHK,Semi-Furnished,1 out of 4,,,Ready to Move,West,"2 Covered,",Freehold,Resale,Main Road,95.5,['Missing property URL'],False
2 BHK Apartment for Sale in Sohna Gurgaon,95 Lac,1285 sqft,https://www.magicbricks.com/eldeco-acclaim-sohna-gurgaon-pdpid-4d4235313835323237,2,3,2025-08-12 22:53:25.589088,Updated today,2025-08-12 12:00:00.000000,False,standard,[],2,,2 BHK,,1 out of 3,,Eldeco Acclaim,,,,,Resale,,68.2,[],True
3 BHK Apartment for Sale in Sector 61 Gurgaon,3.10 Cr,1680 sqft,https://www.magicbricks.com/smartworld-orchard-sector-61-gurgaon-pdpid-4d4235333234323439,2,4,2025-08-12 22:53:25.590383,Updated 18 hours ago,2025-08-12 04:53:25.589491,True,premium,['text_premium'],3,3,3 BHK,Semi-Furnished,1 out of 4,,Smartworld Orchard,Ready to Move,,,,Resale,,90.9,[],True
Plot/Land for Sale in Sector 91 Gurgaon,10.10 Cr,4518 sqft,https://www.magicbricks.com/dlf-gardencity-sector-91-gurgaon-pdpid-4d4235303232373133,2,5,2025-08-12 22:53:25.591397,Updated 18 hours ago,2025-08-12 04:53:25.590720,True,premium,['text_premium'],,,Plot,,,,DLF Gardencity,,Read more,,Freehold,Resale,Garden/Park,81.8,[],True
3 BHK Builder Floor for Sale in Sector 88A Gurgaon,2.40 Cr,1300 sqft,https://www.magicbricks.com/rof-pravasa-sector-88a-gurgaon-pdpid-4d4235343330303431,2,6,2025-08-12 22:53:25.592933,Updated 18 hours ago,2025-08-12 04:53:25.591879,True,premium,"['text_premium', 'text_luxury']",3,3,3 BHK,Semi-Furnished,3 out of 4,,ROF Pravasa,,East,"1 Covered,",Freehold,Resale,"Garden/Park, Pool, Main Road",104.5,[],True
3 BHK Apartment for Sale in Sector 79 Gurgaon,2.65 Cr,1560 sqft,https://www.magicbricks.com/bestech-altura-sector-79-gurgaon-pdpid-4d4235303839373234,2,7,2025-08-12 22:53:25.594568,Updated today,2025-08-12 12:00:00.000000,False,standard,[],3,2,3 BHK,Semi-Furnished,7 out of 19,,Bestech Altura,Ready to Move,West,,Freehold,New Property,Main Road,95.5,[],True
3 BHK Apartment for Sale in Sector 67A Gurgaon,2.85 Cr,1295 sqft,https://www.magicbricks.com/ireo-the-corridors-sector-67a-gurgaon-pdpid-4d4235303231363539,2,8,2025-08-12 22:53:25.595959,Updated 18 hours ago,2025-08-12 04:53:25.595066,True,premium,['text_premium'],3,2,3 BHK,Semi-Furnished,9 out of 19,,Ireo The Corridors,Ready to Move,Read more,,,Resale,,95.5,[],True
"4 BHK Apartment for Sale in Ardee City, Sector 52 Gurgaon",2.65 Cr,1425 sqft,https://www.magicbricks.com/residency-apartment-ardee-city-gurgaon-pdpid-4d4235313939353737,2,9,2025-08-12 22:53:25.597628,Updated 18 hours ago,2025-08-12 04:53:25.596540,True,premium,['text_premium'],4,4,4 BHK,Furnished,1 out of 12,,Residency Apartment,Ready to Move,South -West,"1 Covered,",Freehold,Resale,"Garden/Park, Main Road",109.1,[],True
Plot/Land for Sale in Sector 33 Gurgaon,9.95 Cr,4536 sqft,,2,10,2025-08-12 22:53:25.600036,Updated 18 hours ago,2025-08-12 04:53:25.599248,True,premium,['text_premium'],,,Plot,,,,,,,,Freehold,Resale,,63.6,['Missing property URL'],False
4 BHK Apartment for Sale in Sector 63 Gurgaon,7.25 Cr,2800 sqft,https://www.magicbricks.com/the-sixty-three-sector-63-gurgaon-pdpid-4d4235333934323635,2,11,2025-08-12 22:53:25.601665,Updated 18 hours ago,2025-08-12 04:53:25.600575,True,premium,"['text_premium', 'text_luxury']",5,4,4 BHK,Furnished,20 out of 40,,THE SIXTY THREE,,North - East,3 Covered,Freehold,Resale,Garden/Park,104.5,[],True
2 BHK Apartment for Sale in Sector 40 Gurgaon,62 Lac,65 sqyrd,,2,12,2025-08-12 22:53:25.605049,Updated 18 hours ago,2025-08-12 04:53:25.603940,True,premium,['text_premium'],2,1,2 BHK,Semi-Furnished,1 out of 4,,,Ready to Move,North - East,,Freehold,Resale,Main Road,95.5,['Missing property URL'],False
3 BHK Apartment for Sale in Sushant Lok Gurgaon,3.40 Cr,2500 sqft,,2,13,2025-08-12 22:53:25.608648,Updated 18 hours ago,2025-08-12 04:53:25.607418,True,premium,['text_premium'],4,2,3 BHK,Furnished,2 out of 2,,,Ready to Move,East,1 Open,Freehold,Resale,Main Road,100.0,['Missing property URL'],False
"4 BHK Builder Floor for Sale in Sushant Lok-I, Sector 43 Gurgaon",2.95 Cr,215 sqyrd,,2,14,2025-08-12 22:53:25.611703,Updated 18 hours ago,2025-08-12 04:53:25.610708,True,premium,['text_premium'],3,2,4 BHK,Semi-Furnished,3 out of 4,,,Ready to Move,,,Freehold,Resale,,86.4,['Missing property URL'],False
3 BHK Apartment for Sale in Sector 70A Gurgaon,2.90 Cr,1830 sqft,https://www.magicbricks.com/paras-irene-sector-70a-gurgaon-pdpid-4d4235303139373534,2,15,2025-08-12 22:53:25.613109,Updated 18 hours ago,2025-08-12 04:53:25.612155,True,premium,['text_premium'],2,4,3 BHK,Semi-Furnished,6 out of 15,,Paras Irene,Ready to Move,Read more,2 Covered,Freehold,Resale,,104.5,[],True
4 BHK Apartment for Sale in Sector 112 Gurgaon,8 Cr,4800 sqft,https://www.magicbricks.com/experion-windchants-sector-112-gurgaon-pdpid-4d4235303232333739,2,16,2025-08-12 22:53:25.614626,Updated 18 hours ago,2025-08-12 04:53:25.613558,True,premium,['text_premium'],4,3,4 BHK,Semi-Furnished,15 out of 25,,Experion Windchants,Ready to Move,East,3 Covered,Freehold,Resale,"Garden/Park, Pool, Main Road",109.1,[],True
3 BHK Builder Floor for Sale in Sector 36 Sohna Gurgaon,1.10 Cr,1120 sqft,https://www.magicbricks.com/signature-global-park-4-and-5-sohna-sector-36-gurgaon-pdpid-4d4235323036343435,2,17,2025-08-12 22:53:25.615801,Updated today,2025-08-12 12:00:00.000000,False,standard,[],3,,3 BHK,Semi-Furnished,1 out of 3,,Signature Global Park 4 and 5,Ready to Move,,,,Resale,,77.3,[],True
4 BHK Builder Floor for Sale in Sector 63A Gurgaon,3.15 Cr,1776 sqft,https://www.magicbricks.com/anant-raj-estate-sector-63a-gurgaon-pdpid-4d4235303233383439,2,18,2025-08-12 22:53:25.617209,Updated today,2025-08-12 12:00:00.000000,False,standard,[],4,2,4 BHK,Semi-Furnished,2 out of 4,,Anant Raj Estate,Ready to Move,South,,Freehold,New Property,Main Road,95.5,[],True
2 BHK Builder Floor for Sale in Sector 69 Gurgaon,65 Lac,800 sqft,,2,19,2025-08-12 22:53:25.620576,Updated today,2025-08-12 12:00:00.000000,False,standard,[],2,2,2 BHK,Unfurnished,2 out of 4,,,Ready to Move,East,,Freehold,Resale,"Garden/Park, Main Road",86.4,['Missing property URL'],False
Plot/Land for Sale in Sector 109 Gurgaon,9.38 Cr,4968 sqft,https://www.magicbricks.com/experion-the-westerlies-sector-109-gurgaon-pdpid-4d4235303131353736,2,20,2025-08-12 22:53:25.621736,Updated today,2025-08-12 12:00:00.000000,True,premium,['text_premium'],,,Plot,,,,Experion The Westerlies,,75 m,,,Resale,,72.7,[],True
2 BHK Apartment for Sale in Sector 68 Gurgaon,1.50 Cr,800 sqft,https://www.magicbricks.com/m3m-marina-sector-68-gurgaon-pdpid-4d4235303732323235,2,21,2025-08-12 22:53:25.623092,Updated 17 hours ago,2025-08-12 05:53:25.622150,True,premium,['text_premium'],2,,2 BHK,Furnished,15 out of 21,,M3M Marina,Ready to Move,,1 Covered,Freehold,Resale,Garden/Park,100.0,[],True
4 BHK Apartment for Sale in Sector 66 Gurgaon,4.50 Cr,1900 sqft,https://www.magicbricks.com/emaar-palm-terraces-select-sector-66-gurgaon-pdpid-4d4235303031383336,2,22,2025-08-12 22:53:25.624635,Updated today,2025-08-12 12:00:00.000000,False,standard,[],4,4,4 BHK,Furnished,4 out of 15,,Emaar Palm Terraces Select,Ready to Move,East,1 Covered,,Resale,Garden/Park,95.5,[],True
3 BHK Apartment for Sale in Sector 58 Gurgaon,5.50 Cr,1825 sqft,,2,23,2025-08-12 22:53:25.628177,Updated 17 hours ago,2025-08-12 05:53:25.627063,True,premium,['text_premium'],3,3,3 BHK,Semi-Furnished,25 out of 27,,,Ready to Move,South -West,"2 Covered,",Freehold,Resale,"Garden/Park, Pool, Main Road",100.0,['Missing property URL'],False
2 BHK Apartment for Sale in Sector 102 Gurgaon,73.5 Lac,605 sqft,https://www.magicbricks.com/suncity-avenue-102-sector-102-gurgaon-pdpid-4d4235303836353731,2,24,2025-08-12 22:53:25.629383,Updated today,2025-08-12 12:00:00.000000,False,standard,[],2,1,2 BHK,Furnished,6 out of 12,,Suncity Avenue 102,Ready to Move,,,,Resale,,81.8,[],True
3 BHK Apartment for Sale in Sector 66 Gurgaon,4.30 Cr,1996 sqft,https://www.magicbricks.com/emaar-the-palm-drive-sector-66-gurgaon-pdpid-4d4235303232343832,2,25,2025-08-12 22:53:25.631176,Updated 13 hours ago,2025-08-12 09:53:25.629900,True,premium,['text_premium'],3,3,3 BHK,Unfurnished,3 out of 3,,Emaar The Palm Drive,Ready to Move,Read more,2 Covered,Freehold,Resale,"Garden/Park, Pool",109.1,[],True
3 BHK Apartment for Sale in Phase 2 Greenopolis Gurgaon,2 Cr,1450 sqft,https://www.magicbricks.com/orris-3c-greenopolis-sector-89-gurgaon-pdpid-4d4235303238343130,2,26,2025-08-12 22:53:25.632858,Updated 9 hours ago,2025-08-12 13:53:25.631740,True,premium,['text_premium'],3,3,3 BHK,Unfurnished,14 out of 14,,Orris 3c Greenopolis,Ready to Move,West,,Leasehold,New Property,Garden/Park,104.5,[],True
3 BHK Builder Floor for Sale in Sector 23A Gurgaon,1.85 Cr,1350 sqft,https://www.magicbricks.com/ashiana-apartment-sector-23a-gurgaon-pdpid-4d4235303831323637,2,27,2025-08-12 22:53:25.634476,Updated 10 hours ago,2025-08-12 12:53:25.633347,False,standard,[],3,3,3 BHK,Furnished,1 out of 3,,Ashiana Apartment,Ready to Move,East,,Freehold,New Property,Garden/Park,95.5,[],True
4 BHK House for Sale in Phase 3 DLF Gurgaon,4 Cr,2200 sqft,,2,28,2025-08-12 22:53:25.637867,Updated 9 hours ago,2025-08-12 13:53:25.636840,True,premium,"['text_premium', 'text_luxury']",5,2,4 BHK,Semi-Furnished,Read more,,,Ready to Move,South -West,2 Covered,Freehold,Resale,,95.5,['Missing property URL'],False
3 BHK Apartment for Sale in Sector 71 Gurgaon,3.80 Cr,2090 sqft,https://www.magicbricks.com/signature-global-cloverdale-spr-sector-71-gurgaon-pdpid-4d4235343333343039,2,29,2025-08-12 22:53:25.639077,Updated today,2025-08-12 12:00:00.000000,False,standard,[],4,,3 BHK,Semi-Furnished,22 out of 40,,Signature Global Cloverdale SPR,,East,,,Resale,,77.3,[],True
"3 BHK Apartment for Sale in Sector 37D, Delhi Gurgaon Expressway Gurgaon",2 Cr,1775 sqft,https://www.magicbricks.com/ramprastha-primera-sector-37d-gurgaon-pdpid-4d4235303139313030,2,30,2025-08-12 22:53:25.640218,Posted: 6 hours ago,2025-08-12 16:53:25.639431,False,standard,[],3,,3 BHK,Semi-Furnished,16 out of 24,,Ramprastha Primera,Ready to Move,,,,Resale,,77.3,[],True
3 BHK Apartment for Sale in Sector 111 Gurgaon,5.20 Cr,1800 sqft,https://www.magicbricks.com/puri-diplomatic-residences-sector-111-gurgaon-pdpid-4d4235343139333031,3,1,2025-08-12 22:53:30.747058,Updated today,2025-08-12 12:00:00.000000,True,premium,"['text_premium', 'text_luxury']",3,3,3 BHK,Semi-Furnished,30 out of 33,,Puri Diplomatic Residences,,,2 Covered,Freehold,Resale,"Garden/Park, Pool, Main Road",100.0,[],True
2 BHK Apartment for Sale in Sector 61 Gurgaon,2.28 Cr,1365 sqft,https://www.magicbricks.com/pioneer-park-sector-61-gurgaon-pdpid-4d4235303139363432,3,2,2025-08-12 22:53:30.748321,Updated today,2025-08-12 12:00:00.000000,False,standard,[],2,,2 BHK,Semi-Furnished,6 out of 20,,Pioneer Park,Ready to Move,,1 Covered,,Resale,,81.8,[],True
"3 BHK Apartment for Sale in Sector 77, Delhi Gurgaon Expressway Gurgaon",1.90 Cr,1450 sqft,https://www.magicbricks.com/emaar-palm-hills-sector-77-gurgaon-pdpid-4d4235303232343931,3,3,2025-08-12 22:53:30.749911,Updated today,2025-08-12 12:00:00.000000,False,standard,[],3,3,3 BHK,Semi-Furnished,3 out of 10,,Emaar Palm Hills,Ready to Move,North - East,,Freehold,Resale,Garden/Park,95.5,[],True
2 BHK Apartment for Sale in Sector 104 Gurgaon,85 Lac,683 sqft,https://www.magicbricks.com/hero-homes-sector-104-gurgaon-pdpid-4d4235313139323831,3,4,2025-08-12 22:53:30.751495,Updated 1 hour ago,2025-08-12 21:53:30.750436,False,standard,[],2,3,2 BHK,Unfurnished,7 out of 35,,Hero Homes,Ready to Move,East,,Freehold,New Property,Garden/Park,95.5,[],True
2 BHK Apartment for Sale in Palam Vihar Gurgaon,85 Lac,1145 sqft,https://www.magicbricks.com/cosmos-executive-apartment-palam-vihar-gurgaon-pdpid-4d4235303031303735,3,5,2025-08-12 22:53:30.752732,Updated 1 hour ago,2025-08-12 21:53:30.751897,False,standard,[],2,2,2 BHK,Unfurnished,15 out of 17,,Cosmos Executive Apartment,Ready to Move,,,,Resale,"Garden/Park, Main Road",86.4,[],True
