title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,is_premium,premium_type,premium_indicators,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking,data_quality_score,validation_issues,is_valid
2 BHK Apartment for Sale in Sector 33 Sohna Gurgaon,1.50 Cr,1385 sqft,,3,7,2025-08-12 22:59:34.144664,Updated 1 hour ago,2025-08-12 21:59:34.143565,False,standard,[],2,3,2 BHK,Semi-Furnished,15 out of 22,,,,East,,Freehold,Resale,"Pool, Garden/Park",81.8,[],True
2 BHK Apartment for Sale in Sector 68 Gurgaon,1.10 Cr,800 sqft,https://www.magicbricks.com/supertech-hues-sector-68-gurgaon-pdpid-4d4235303430323034,3,8,2025-08-12 22:59:34.146091,Updated 1 hour ago,2025-08-12 21:59:34.145086,False,standard,[],2,2,2 BHK,Unfurnished,1 out of 24,,Supertech Hues,Ready to Move,North,"1 Covered,",Freehold,Resale,,95.5,[],True
3 BHK Apartment for Sale in Dwarka Expressway Gurgaon,2.60 Cr,2066 sqft,https://www.magicbricks.com/godrej-oasis-dwarka-expressway-gurgaon-pdpid-4d4235303431363339,3,9,2025-08-12 22:59:34.147591,Updated 18 hours ago,2025-08-12 04:59:34.146564,True,premium,['text_premium'],3,4,3 BHK,Semi-Furnished,11 out of 18,,Godrej Oasis,Ready to Move,Read more,2 Covered,Freehold,Resale,Garden/Park,109.1,[],True
3 BHK Apartment for Sale in Sector 89 Gurgaon,1.30 Cr,1320 sqft,https://www.magicbricks.com/tulip-petals-sector-89-gurgaon-pdpid-4d4235303137313632,3,10,2025-08-12 22:59:34.148870,Updated 1 hour ago,2025-08-12 21:59:34.148023,False,standard,[],2,3,3 BHK,Unfurnished,4 out of 11,,Tulip Petals,Ready to Move,,,,Resale,,81.8,[],True
3 BHK Apartment for Sale in Sector 32 Sohna Gurgaon,2.85 Cr,1590 sqft,https://www.magicbricks.com/central-park-aqua-front-towers-sohna-sector-32-gurgaon-pdpid-4d4235313137373139,3,11,2025-08-12 22:59:34.150671,Posted: 2 hours ago,2025-08-12 20:59:34.149268,False,standard,[],3,4,3 BHK,Semi-Furnished,7 out of 14,,Central Park Aqua Front Towers,Ready to Move,,1 Covered,Freehold,Resale,Pool,95.5,[],True
3 BHK Apartment for Sale in Sector 65 Gurgaon,3.25 Cr,1650 sqft,https://www.magicbricks.com/emaar-emerald-hills-sector-65-gurgaon-pdpid-4d4235303232343738,3,12,2025-08-12 22:59:34.152264,Updated 1 hour ago,2025-08-12 21:59:34.151163,True,premium,['text_premium'],3,2,3 BHK,Semi-Furnished,5 out of 5,,Emaar Emerald Hills,Ready to Move,East,"1 Covered,",Freehold,New Property,,104.5,[],True
"Plot/Land for Sale in Mianwali Colony, Sector 12A Gurgaon",6.25 Cr,2808 sqft,,3,13,2025-08-12 22:59:34.155031,Updated 1 hour ago,2025-08-12 21:59:34.154220,False,standard,[],,,Plot,,,,,,,,,Resale,,50.0,[],True
2 BHK House for Sale in Shivaji Park Gurgaon,93 Lac,468 sqft,,3,14,2025-08-12 22:59:34.158380,Updated 1 hour ago,2025-08-12 21:59:34.157171,False,standard,[],1,2,2 BHK,Unfurnished,2 out of 2,,,Ready to Move,South,,Freehold,New Property,Main Road,86.4,[],True
3 BHK Apartment for Sale in Sector 79 Gurgaon,2.04 Cr,1629 sqft,https://www.magicbricks.com/m3m-antalya-hills-phase-i-sector-79-gurgaon-pdpid-4d4235333930323531,3,15,2025-08-12 22:59:34.159776,Updated yesterday,2025-08-11 12:00:00.000000,True,premium,['text_premium'],3,3,3 BHK,Semi-Furnished,4 out of 4,,M3M Antalya Hills Phase I,,,,Freehold,Resale,,90.9,[],True
3 BHK Builder Floor for Sale in Sector 46 Gurgaon,3.85 Cr,2500 sqft,,3,16,2025-08-12 22:59:34.163028,Updated yesterday,2025-08-11 12:00:00.000000,False,standard,[],4,1,3 BHK,Semi-Furnished,Ground out of 3,,,Ready to Move,North - East,,Freehold,Resale,Garden/Park,86.4,[],True
2 BHK Apartment for Sale in Sector 33 Sohna Gurgaon,1.70 Cr,1385 sqft,https://www.magicbricks.com/godrej-nature-plus-sohna-sector-33-gurgaon-pdpid-4d4235313132333731,3,17,2025-08-12 22:59:34.164458,Updated yesterday,2025-08-11 12:00:00.000000,False,standard,[],2,3,2 BHK,Unfurnished,15 out of 22,,Godrej Nature Plus,Ready to Move,East,,Freehold,Resale,Garden/Park,95.5,[],True
Studio Apartment for Sale in Sector 114 Gurgaon,65 Lac,200 sqft,,3,18,2025-08-12 22:59:34.167621,Updated yesterday,2025-08-11 12:00:00.000000,True,premium,['text_premium'],1,,Studio,Furnished,6 out of 10,,,Ready to Move,East,,Freehold,New Property,Read more,90.9,[],True
"3 BHK Builder Floor for Sale in Krishna Colony, Sector 7 Gurgaon",65 Lac,600 sqft,,3,19,2025-08-12 22:59:34.170728,Updated yesterday,2025-08-11 12:00:00.000000,True,premium,['text_premium'],2,2,3 BHK,Unfurnished,2 out of 4,,,Ready to Move,Read more,,,Resale,Main Road,90.9,[],True
2 BHK Apartment for Sale in Phase 5 DLF Gurgaon,1.26 Cr,982 sqft,https://www.magicbricks.com/dlf-princeton-estate-dlf-phase-5-gurgaon-pdpid-4d4235303031343431,3,20,2025-08-12 22:59:34.172081,Updated yesterday,2025-08-11 12:00:00.000000,False,standard,[],2,1,2 BHK,Furnished,2 out of 6,,DLF Princeton Estate,Ready to Move,East,1 Covered,,Resale,,90.9,[],True
"Studio Apartment for Sale in Sector 37D, Delhi Gurgaon Expressway Gurgaon",8 Lac,325 sqft,https://www.magicbricks.com/ramprastha-the-edge-towers-sector-37d-gurgaon-pdpid-4d4235303130333531,3,21,2025-08-12 22:59:34.173181,Updated yesterday,2025-08-11 12:00:00.000000,False,standard,[],,,Studio,Unfurnished,3 out of 10,,Ramprastha The Edge Towers,Ready to Move,,1 Covered,,Resale,,77.3,[],True
3 BHK Apartment for Sale in Sector 83 Gurgaon,1.94 Cr,1850 sqft,https://www.magicbricks.com/ss-cendana-sector-83-gurgaon-pdpid-4d4235343136383231,3,22,2025-08-12 22:59:34.174627,Updated yesterday,2025-08-11 12:00:00.000000,True,premium,['text_premium'],3,3,3 BHK,Semi-Furnished,26 out of 33,,SS Cendana,,Read more,,Freehold,Resale,Garden/Park,100.0,[],True
2 BHK Apartment for Sale in Sector 60 Gurgaon,2.95 Cr,1540 sqft,https://www.magicbricks.com/ireo-skyon-sector-60-gurgaon-pdpid-4d4235303230313733,3,23,2025-08-12 22:59:34.176060,Updated yesterday,2025-08-11 12:00:00.000000,True,premium,['text_premium'],3,2,2 BHK,Semi-Furnished,2 out of 12,,IREO Skyon,Ready to Move,North - West,2 Covered,Freehold,Resale,Garden/Park,109.1,[],True
"3 BHK Builder Floor for Sale in DLF Phase III, Gurgaon Gurgaon",3.30 Cr,1900 sqft,,3,24,2025-08-12 22:59:34.178545,Updated yesterday,2025-08-11 12:00:00.000000,False,standard,[],3,,3 BHK,Semi-Furnished,2 out of 3,,,Ready to Move,,,,Resale,,68.2,[],True
3 BHK Apartment for Sale in Rajendra Park Vishnu garden Gurgaon,38 Lac,1050 sqft,,3,25,2025-08-12 22:59:34.181490,Updated yesterday,2025-08-11 12:00:00.000000,False,standard,[],2,1,3 BHK,Unfurnished,4 out of 4,,,Ready to Move,,1 Covered,Freehold,Resale,,81.8,[],True
3 BHK Builder Floor for Sale in Sector 45 Gurgaon,3.20 Cr,2150 sqft,,3,26,2025-08-12 22:59:34.185210,Updated yesterday,2025-08-11 12:00:00.000000,True,premium,['text_premium'],4,2,3 BHK,Semi-Furnished,1 out of 4,,,Ready to Move,East,"4 Covered,",Freehold,Resale,Garden/Park,100.0,[],True
"3 BHK Apartment for Sale in Nirvana Country, Sector 50 Gurgaon",4.80 Cr,3000 sqft,https://www.magicbricks.com/unitech-the-close-north-nirvana-country-gurgaon-pdpid-4d4235323834363237,3,27,2025-08-12 22:59:34.186533,Updated yesterday,2025-08-11 12:00:00.000000,True,premium,['text_premium'],3,3,3 BHK,Furnished,Lower Basement out of 19,,Unitech The Close North,Ready to Move,,,,Resale,,90.9,[],True
3 BHK Apartment for Sale in Sector 112 Gurgaon,3.85 Cr,2215 sqft,https://www.magicbricks.com/tata-gurgaon-gateway-sector-112-gurgaon-pdpid-4d4235303239353935,3,28,2025-08-12 22:59:34.187772,Updated yesterday,2025-08-11 12:00:00.000000,False,standard,[],3,,3 BHK,Semi-Furnished,10 out of 23,,Tata Gurgaon Gateway,Ready to Move,,,,Resale,,77.3,[],True
2 BHK Apartment for Sale in Sector 70A Gurgaon,85 Lac,700 sqft,https://www.magicbricks.com/pyramid-fusion-homes-sector-70a-gurgaon-pdpid-4d4235313232373337,3,29,2025-08-12 22:59:34.189068,Updated yesterday,2025-08-11 12:00:00.000000,False,standard,[],2,,2 BHK,Unfurnished,Ground out of 14,,Pyramid Fusion Homes,Ready to Move,,,,Resale,,77.3,[],True
"3 BHK House for Sale in Dharam Colony, Palam Vihar Extension, Old delhi gurgaon road Gurgaon",42 Lac,950 sqft,,3,30,2025-08-12 22:59:34.192068,Updated yesterday,2025-08-11 12:00:00.000000,False,standard,[],2,1,3 BHK,Unfurnished,Ground out of 2,,,Ready to Move,North - East,,Power Of Attorney,Resale,,81.8,[],True
3 BHK Builder Floor for Sale in Sector 70A Gurgaon,2.60 Cr,1750 sqft,https://www.magicbricks.com/bptp-green-oaks-sector-70a-gurgaon-pdpid-4d4235333236323433,4,1,2025-08-12 22:59:37.488049,Updated yesterday,2025-08-11 12:00:00.000000,True,premium,"['text_premium', 'text_preferred']",3,2,3 BHK,Semi-Furnished,4 out of 4,,BPTP Green Oaks,,North - East,,Freehold,Resale,Garden/Park,100.0,[],True
Plot/Land for Sale in Block I South City 1 Gurgaon,16 Cr,4521 sqft,,4,2,2025-08-12 22:59:37.491230,Updated 3 days ago,2025-08-09 22:59:37.490206,True,premium,['text_premium'],,,Plot,,Read more,,,,10 m,,Freehold,Resale,Garden/Park,77.3,[],True
3 BHK Builder Floor for Sale in Sector 84 Gurgaon,1.65 Cr,1200 sqft,,4,3,2025-08-12 22:59:37.494455,Updated 6 days ago,2025-08-06 22:59:37.493355,True,premium,"['text_premium', 'text_luxury']",3,5,3 BHK,Semi-Furnished,2 out of 2,,,Ready to Move,North - East,,Freehold,Resale,Main Road,95.5,[],True
"2 BHK Apartment for Sale in Sector 37C, Delhi Gurgaon Expressway Gurgaon",60 Lac,670 sqft,https://www.magicbricks.com/imperia-shopping-central-sector-37c-gurgaon-pdpid-4d4235333334313437,4,4,2025-08-12 22:59:37.495841,Updated yesterday,2025-08-11 12:00:00.000000,False,standard,[],2,,2 BHK,Unfurnished,12 out of 12,,Imperia Shopping Central,Ready to Move,,450 Open,,Resale,,81.8,[],True
3 BHK Apartment for Sale in Sector 102 Gurgaon,2.15 Cr,1569 sqft,https://www.magicbricks.com/adani-m2k-oyster-grande-sector-102-gurgaon-pdpid-4d4235303836323032,4,5,2025-08-12 22:59:37.497536,Updated 4 days ago,2025-08-08 22:59:37.496422,True,premium,"['text_premium', 'text_luxury']",3,3,3 BHK,Unfurnished,15 out of 21,,Adani M2K Oyster Grande,Ready to Move,North - East,,Freehold,New Property,Garden/Park,104.5,[],True
Plot/Land for Sale in Sector 39 Gurgaon,55 Lac,900 sqft,,4,6,2025-08-12 22:59:37.500365,Updated 3 days ago,2025-08-09 22:59:37.499443,False,standard,[],,,Plot,,,,,,25 m,,Co-operative Society,Resale,,59.1,[],True
1 BHK Apartment for Sale in Sector 63 Gurgaon,1.20 Cr,600 sqft,https://www.magicbricks.com/baani-city-center-sector-63-gurgaon-pdpid-4d4235303233343338,4,7,2025-08-12 22:59:37.501969,Updated 6 days ago,2025-08-06 22:59:37.500887,False,standard,[],1,2,1 BHK,Furnished,4 out of 10,,Baani City Center,Ready to Move,East,,Freehold,New Property,Pool,95.5,[],True
"3 BHK Builder Floor for Sale in Sushant Lok 3, Sector 57 Gurgaon",2.60 Cr,172 sqyrd,,4,8,2025-08-12 22:59:37.505326,Updated 4 days ago,2025-08-08 22:59:37.504209,True,premium,['text_premium'],3,2,3 BHK,Furnished,2 out of 4,,,Ready to Move,West,"1 Covered,",Freehold,New Property,,95.5,[],True
3 BHK Apartment for Sale in Sector 33 Sohna Gurgaon,1.60 Cr,1435 sqft,https://www.magicbricks.com/flora-avenue-33-sohna-sector-33-gurgaon-pdpid-4d4235343233373537,4,9,2025-08-12 22:59:37.506585,Updated 6 days ago,2025-08-06 22:59:37.505722,False,standard,[],2,3,3 BHK,Furnished,4 out of 4,,Flora Avenue 33,Ready to Move,,,Freehold,Resale,Garden/Park,90.9,[],True
3 BHK Apartment for Sale in Dwarka Expressway Gurgaon,1.25 Cr,1550 sqft,https://www.magicbricks.com/vatika-one-express-city-dwarka-expressway-gurgaon-pdpid-4d4235303430313038,4,10,2025-08-12 22:59:37.507956,Updated 5 days ago,2025-08-07 22:59:37.507039,False,standard,[],3,3,3 BHK,Semi-Furnished,1 out of 2,,Vatika One Express City,,,,,New Property,,77.3,[],True
3 BHK Apartment for Sale in Sector 63 Gurgaon,4.50 Cr,1100 sqft,,4,11,2025-08-12 22:59:37.511220,Updated 3 days ago,2025-08-09 22:59:37.510113,True,premium,['text_premium'],3,2,3 BHK,Semi-Furnished,4 out of 4,,,Ready to Move,South - East,,Freehold,Resale,"Pool, Main Road",95.5,[],True
4 BHK Apartment for Sale in Sector 52 Gurgaon,3.25 Cr,2015 sqft,https://www.magicbricks.com/green-homes-sector-52-gurgaon-pdpid-4d4235313730353839,4,12,2025-08-12 22:59:37.512998,Updated 4 days ago,2025-08-08 22:59:37.511633,True,premium,"['text_premium', 'text_luxury']",3,3,4 BHK,Furnished,5 out of 10,,Green Homes,Ready to Move,South -West,"1 Covered,",Freehold,Resale,"Garden/Park, Main Road",109.1,[],True
3 BHK Apartment for Sale in Sector 36A Gurgaon,5.30 Cr,1800 sqft,https://www.magicbricks.com/krisumi-waterside-residences-sector-36a-gurgaon-pdpid-4d4235343231343833,4,13,2025-08-12 22:59:37.514505,Updated 4 days ago,2025-08-08 22:59:37.513457,True,premium,['text_premium'],3,2,3 BHK,Semi-Furnished,23 out of 28,,Krisumi Waterside Residences,Ready to Move,East,,Freehold,New Property,"Garden/Park, Pool, Main Road",104.5,[],True
Plot/Land for Sale in Sector 70A Gurgaon,6 Cr,2250 sqft,https://www.magicbricks.com/bptp-astaire-gardens-sector-70a-gurgaon-pdpid-4d4235303031313136,4,14,2025-08-12 22:59:37.515768,Updated 6 days ago,2025-08-06 22:59:37.514913,True,premium,['text_premium'],,,Plot,,,,BPTP Astaire Gardens,,12 m,,Freehold,Resale,,77.3,[],True
4 BHK Apartment for Sale in Sector 81 Gurgaon,5.50 Cr,3200 sqft,,4,15,2025-08-12 22:59:37.518406,Updated 4 days ago,2025-08-08 22:59:37.517526,True,premium,['text_premium'],3,,4 BHK,Unfurnished,3 out of 15,,,Ready to Move,Read more,,,Resale,,81.8,[],True
"3 BHK Apartment for Sale in Ambience Island, Sector 24, Delhi Gurgaon Expressway Gurgaon",5.49 Cr,2800 sqft,https://www.magicbricks.com/ambience-lagoon-ambience-island-gurgaon-pdpid-4d4235303239383730,4,16,2025-08-12 22:59:37.520035,Updated 4 days ago,2025-08-08 22:59:37.519012,False,standard,[],4,4,3 BHK,Semi-Furnished,4 out of 4,,Ambience Lagoon,Ready to Move,East,2 Covered,,Resale,"Garden/Park, Pool, Main Road",95.5,[],True
2 BHK Apartment for Sale in Sector 103 Gurgaon,62 Lac,1460 sqft,https://www.magicbricks.com/spire-wood-sector-103-gurgaon-pdpid-4d4235303137383532,4,17,2025-08-12 22:59:37.521276,Updated 6 days ago,2025-08-06 22:59:37.520411,False,standard,[],2,3,2 BHK,Unfurnished,12 out of 16,,Spire Wood,,,1 Covered,,Resale,,81.8,[],True
3 BHK Apartment for Sale in Sector 57 Gurgaon,3.46 Cr,2293 sqft,https://www.magicbricks.com/bptp-freedom-park-life-sector-57-gurgaon-pdpid-4d4235303031313138,4,18,2025-08-12 22:59:37.522676,Updated 5 days ago,2025-08-07 22:59:37.521689,True,premium,['text_premium'],3,3,3 BHK,Furnished,5 out of 19,,BPTP Freedom Park Life,Ready to Move,East,1 Covered,,Resale,"Garden/Park, Pool",104.5,[],True
2 BHK Apartment for Sale in Gwal Pahari Gurgaon,1.42 Cr,975 sqft,https://www.magicbricks.com/suncity-vatsal-valley-gwal-pahari-gurgaon-pdpid-4d4235333331343031,4,19,2025-08-12 22:59:37.524141,Updated 4 days ago,2025-08-08 22:59:37.523129,True,premium,['text_premium'],2,2,2 BHK,Semi-Furnished,2 out of 4,,Suncity Vatsal Valley,Ready to Move,South -West,"1 Covered,",Freehold,Resale,"Garden/Park, Main Road",109.1,[],True
2 BHK Builder Floor for Sale in New Palam Vihar Sector 110 Gurgaon,24.9 Lac,650 sqft,,4,20,2025-08-12 22:59:37.527472,Updated yesterday,2025-08-11 12:00:00.000000,False,standard,[],2,1,2 BHK,Semi-Furnished,2 out of 4,,,Ready to Move,East,,Freehold,Resale,Main Road,86.4,[],True
3 BHK Apartment for Sale in Galleria Market Area Gurgaon,3.75 Cr,1770 sqft,https://www.magicbricks.com/dlf-regency-park-1-phase-4-dlf-gurgaon-pdpid-4d4235303031303332,4,21,2025-08-12 22:59:37.528896,Updated 5 days ago,2025-08-07 22:59:37.527871,False,standard,[],3,2,3 BHK,Unfurnished,12 out of 20,,DLF Regency Park 1,Ready to Move,,2 Covered,Freehold,Resale,,90.9,[],True
3 BHK Apartment for Sale in Sector 70A Gurgaon,1.50 Cr,1400 sqft,https://www.magicbricks.com/capital-the-residences-360-sector-70a-gurgaon-pdpid-4d4235323835383133,4,22,2025-08-12 22:59:37.530311,Updated 3 days ago,2025-08-09 22:59:37.529304,False,standard,[],3,4,3 BHK,Semi-Furnished,8 out of 22,,Capital The Residences 360,Ready to Move,North - East,,Freehold,New Property,"Garden/Park, Main Road",95.5,[],True
2 BHK Builder Floor for Sale in Pratap Nagar Gurgaon,36 Lac,650 sqft,,4,23,2025-08-12 22:59:37.533698,Updated 6 days ago,2025-08-06 22:59:37.532544,False,standard,[],2,1,2 BHK,Semi-Furnished,2 out of 5,,,Ready to Move,East,"1 Covered,",Freehold,Resale,,86.4,[],True
3 BHK Apartment for Sale in Dwarka Expressway Gurgaon,1.80 Cr,1450 sqft,,4,24,2025-08-12 22:59:37.536595,Updated 4 days ago,2025-08-08 22:59:37.535647,False,standard,[],3,3,3 BHK,Semi-Furnished,3 out of 15,,,Ready to Move,,,,Resale,Garden/Park,77.3,[],True
2 BHK Apartment for Sale in Sector 36 Sohna Gurgaon,1.96 Cr,697 sqft,https://www.magicbricks.com/the-serenas-sohna-sector-36-gurgaon-pdpid-4d4235303937303833,4,25,2025-08-12 22:59:37.537968,Updated 4 days ago,2025-08-08 22:59:37.537017,False,standard,[],2,3,2 BHK,Furnished,7 out of 12,,The Serenas,Ready to Move,,,,Resale,"Garden/Park, Main Road",86.4,[],True
2 BHK Apartment for Sale in Sector 6 Sohna Gurgaon,57 Lac,629 sqft,https://www.magicbricks.com/trisara-our-homes-3-sohna-sector-6-gurgaon-pdpid-4d4235303932333434,4,26,2025-08-12 22:59:37.539467,Updated yesterday,2025-08-11 12:00:00.000000,False,standard,[],2,2,2 BHK,Unfurnished,3 out of 9,,Trisara Our Homes 3,Ready to Move,East,,Freehold,New Property,Main Road,95.5,[],True
2 BHK Apartment for Sale in Sector 79 Gurgaon,1.55 Cr,800 sqft,https://www.magicbricks.com/godrej-101-sector-79-gurgaon-pdpid-4d4235303834343632,4,27,2025-08-12 22:59:37.540786,Updated 4 days ago,2025-08-08 22:59:37.539869,True,premium,['text_premium'],2,,2 BHK,Semi-Furnished,7 out of 7,,Godrej 101,Ready to Move,Read more,1 Open,Freehold,Resale,,100.0,[],True
3 BHK Apartment for Sale in Sector 112 Gurgaon,5 Cr,2802 sqft,https://www.magicbricks.com/experion-windchants-sector-112-gurgaon-pdpid-4d4235303232333739,4,28,2025-08-12 22:59:37.542162,Updated 3 days ago,2025-08-09 22:59:37.541179,False,standard,[],3,4,3 BHK,Semi-Furnished,8 out of 12,,Experion Windchants,Ready to Move,East,,,Resale,Garden/Park,90.9,[],True
5 BHK Apartment for Sale in DLF Garden Villas Gurgaon,5.50 Cr,4500 sqft,,4,29,2025-08-12 22:59:37.546140,Updated 3 days ago,2025-08-09 22:59:37.544946,True,premium,['text_premium'],5,2,5 BHK,Semi-Furnished,1 out of 2,,,Ready to Move,North - East,,Freehold,Resale,"Garden/Park, Main Road",95.5,[],True
3 BHK Apartment for Sale in Sector 83 Gurgaon,2.80 Cr,1900 sqft,https://www.magicbricks.com/emaar-palm-garden-sector-83-gurgaon-pdpid-4d4235303232343737,4,30,2025-08-12 22:59:37.547508,Updated 6 days ago,2025-08-06 22:59:37.546565,True,premium,['text_premium'],4,4,3 BHK,Furnished,10 out of 13,,Emaar Palm Garden,Ready to Move,Read more,,Freehold,Resale,,100.0,[],True
3 BHK Apartment for Sale in Sector 111 Gurgaon,3.30 Cr,1550 sqft,https://www.magicbricks.com/m3m-crown-phase-1-sector-111-gurgaon-pdpid-4d4235333933333337,5,1,2025-08-12 22:59:42.974283,Updated 4 days ago,2025-08-08 22:59:42.973201,True,premium,['text_premium'],3,3,3 BHK,Semi-Furnished,3 out of 30,,M3M Crown Phase 1,,East,1 Covered,Freehold,Resale,"Garden/Park, Pool",104.5,[],True
"2 BHK Builder Floor for Sale in Jyoti Park, Sector 7 Gurgaon",67 Lac,650 sqft,,5,2,2025-08-12 22:59:42.977333,Updated yesterday,2025-08-11 12:00:00.000000,False,standard,[],2,1,2 BHK,Unfurnished,2 out of 4,,,Ready to Move,West,,Freehold,Resale,,81.8,[],True
Plot/Land for Sale in Sohna Gurgaon,14 Lac,900 sqft,,5,3,2025-08-12 22:59:42.980363,Updated 4 days ago,2025-08-08 22:59:42.979407,True,premium,['text_premium'],,,Plot,,,,,,27 m,,Freehold,Resale,,68.2,[],True
8 BHK House for Sale in Phase 2 DLF Gurgaon,29.50 Cr,502 sqyrd,,5,4,2025-08-12 22:59:42.983598,Updated 4 days ago,2025-08-08 22:59:42.982475,True,premium,['text_premium'],10,6,8 BHK,Semi-Furnished,,,,Ready to Move,North - East,"2 Covered,",Freehold,Resale,Garden/Park,95.5,[],True
4 BHK Apartment for Sale in Sector 108 Gurgaon,4.80 Cr,2423 sqft,https://www.magicbricks.com/sobha-city-sector-108-gurgaon-pdpid-4d4235303836323234,5,5,2025-08-12 22:59:42.984897,Updated 4 days ago,2025-08-08 22:59:42.984039,True,premium,['text_premium'],4,,4 BHK,Unfurnished,6 out of 24,,Sobha City,,,,,Resale,,81.8,[],True
2 BHK House for Sale in Sector 67 Gurgaon,30 Lac,50 sqft,https://www.magicbricks.com/maruti-kunj-sector-67-gurgaon-pdpid-4d4235313731383237,5,6,2025-08-12 22:59:42.986029,Updated 3 days ago,2025-08-09 22:59:42.985265,False,standard,[],1,,2 BHK,Unfurnished,,,Maruti Kunj,Ready to Move,,,,Resale,,72.7,[],True
7 BHK House for Sale in Sector 40 Gurgaon,5.50 Cr,151 sqyrd,,5,7,2025-08-12 22:59:42.989596,Updated 4 days ago,2025-08-08 22:59:42.988345,True,premium,['text_premium'],3,2,7 BHK,Semi-Furnished,2 out of 3,,,Ready to Move,North - West,,Freehold,Resale,Garden/Park,95.5,[],True
3 BHK Apartment for Sale in Sector 70 Gurgaon,1.55 Cr,950 sqft,https://www.magicbricks.com/tulip-orange-sector-70-gurgaon-pdpid-4d4235303137313631,5,8,2025-08-12 22:59:42.991126,Updated 3 days ago,2025-08-09 22:59:42.990053,True,premium,['text_premium'],2,2,3 BHK,Semi-Furnished,Ground out of 14,,Tulip Orange,Ready to Move,North - East,,,Resale,"Garden/Park, Pool",100.0,[],True
4 BHK Apartment for Sale in Sector 48 Gurgaon,3.09 Cr,1610 sqft,https://www.magicbricks.com/vipul-greens-sector-48-gurgaon-pdpid-4d4235303030333036,5,9,2025-08-12 22:59:42.992679,Updated 4 days ago,2025-08-08 22:59:42.991612,True,premium,['text_premium'],3,5,4 BHK,Semi-Furnished,5 out of 13,,Vipul Greens,Ready to Move,,1 Covered,Freehold,Resale,"Pool, Garden/Park",104.5,[],True
4 BHK Apartment for Sale in Sector 51 Gurgaon,5 Cr,3500 sqft,,5,10,2025-08-12 22:59:42.995501,Updated 4 days ago,2025-08-08 22:59:42.994597,True,premium,"['text_premium', 'text_luxury']",5,,4 BHK,Furnished,5 out of 10,,,Ready to Move,Read more,,,Resale,,81.8,[],True
3 BHK Apartment for Sale in Sector 67 Gurgaon,3.40 Cr,1965 sqft,https://www.magicbricks.com/bestech-park-view-spa-next-sector-67-gurgaon-pdpid-4d4235303233333339,5,11,2025-08-12 22:59:42.997102,Updated 5 days ago,2025-08-07 22:59:42.995924,True,premium,['text_premium'],3,,3 BHK,Semi-Furnished,4 out of 16,,Bestech Park View Spa Next,Ready to Move,North,"1 Covered,",Freehold,Resale,Garden/Park,104.5,[],True
3 BHK Builder Floor for Sale in Phase 1 DLF Gurgaon,4.90 Cr,2500 sqft,,5,12,2025-08-12 22:59:42.999757,Updated 4 days ago,2025-08-08 22:59:42.998867,False,standard,[],3,,3 BHK,Semi-Furnished,4 out of 5,,,Ready to Move,,,,Resale,,68.2,[],True
"4 BHK Apartment for Sale in Sector 76, Delhi Gurgaon Expressway Gurgaon",8.25 Cr,3577 sqft,https://www.magicbricks.com/dlf-privana-west-sector-76-gurgaon-pdpid-4d4235303733353631,5,13,2025-08-12 22:59:43.001164,Updated 5 days ago,2025-08-07 22:59:43.000181,True,premium,"['text_premium', 'text_luxury']",4,,4 BHK,Furnished,16 out of 40,,DLF Privana West,Ready to Move,Read more,,Freehold,Resale,"Garden/Park, Pool",100.0,[],True
3 BHK Apartment for Sale in Sector 104 Gurgaon,2.50 Cr,1359 sqft,https://www.magicbricks.com/hero-homes-sector-104-gurgaon-pdpid-4d4235313139323831,5,14,2025-08-12 22:59:43.002319,Updated 4 days ago,2025-08-08 22:59:43.001535,False,standard,[],2,,3 BHK,Unfurnished,20 out of 36,,Hero Homes,,,,,Resale,,72.7,[],True
4 BHK Apartment for Sale in Phase 3 DLF Gurgaon,6.50 Cr,3500 sqft,https://www.magicbricks.com/dlf-10a-dlf-phase-3-gurgaon-pdpid-4d4235333139303133,5,15,2025-08-12 22:59:43.004210,Updated 4 days ago,2025-08-08 22:59:43.002806,True,premium,['text_premium'],5,3,4 BHK,Semi-Furnished,2 out of 4,,DLF 10A,Ready to Move,North - East,,Freehold,Resale,Garden/Park,104.5,[],True
4 BHK Apartment for Sale in Kadarpur Gurgaon,8 Cr,3117 sqft,,5,16,2025-08-12 22:59:43.007161,Updated 4 days ago,2025-08-08 22:59:43.006221,True,premium,['text_premium'],5,5,4 BHK,Furnished,1 out of 4,,,Ready to Move,,,,Resale,,81.8,[],True
3 BHK Apartment for Sale in Sector 109 Gurgaon,2.25 Cr,1806 sqft,https://www.magicbricks.com/brisk-lumbini-terrace-homes-sector-109-gurgaon-pdpid-4d4235303233313235,5,17,2025-08-12 22:59:43.008694,Updated 3 days ago,2025-08-09 22:59:43.007584,True,premium,['text_premium'],3,1,3 BHK,Unfurnished,7 out of 14,,Brisk Lumbini Terrace Homes,Ready to Move,,"1 Covered,",Freehold,Resale,Main Road,104.5,[],True
