title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,is_premium,premium_type,premium_indicators,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking,data_quality_score,validation_issues,is_valid
4 BHK Apartment for Sale in Sector 106 Gurgaon,5.70 Cr,1692 sqft,https://www.magicbricks.com/elan-the-presidential-sector-106-gurgaon-pdpid-4d4235333737333031,1,19,2025-08-12 22:59:24.795326,Updated 18 hours ago,2025-08-12 04:59:24.792841,True,premium,['text_premium'],5,3,4 BHK,Semi-Furnished,22 out of 32,,Elan The Presidential,,East,2 Covered,Freehold,Resale,"Garden/Park, Pool, Main Road",104.5,[],True
5 BHK Penthouse for Sale in Sohna Road Gurgaon,6 Cr,3101 sqft,,1,20,2025-08-12 22:59:24.799617,Updated 18 hours ago,2025-08-12 04:59:24.798607,True,premium,['text_premium'],5,7,5 BHK,Semi-Furnished,10 out of 11,,,Ready to Move,,,,Resale,Garden/Park,86.4,[],True
"4 BHK Apartment for Sale in Fazilpur Jharsa, Sector 72, Sohna Road Gurgaon",6 Cr,2080 sqft,https://www.magicbricks.com/tata-primanti-fazilpur-jharsa-gurgaon-pdpid-4d4235303030313431,1,21,2025-08-12 22:59:24.801304,Updated 17 hours ago,2025-08-12 05:59:24.800113,True,premium,['text_premium'],4,4,4 BHK,Semi-Furnished,19 out of 38,,Tata Primanti,Ready to Move,North - East,2 Covered,Freehold,Resale,Garden/Park,109.1,[],True
"4 BHK Builder Floor for Sale in Malibu Town, Sector 47 Gurgaon",6.50 Cr,3600 sqft,https://www.magicbricks.com/modern-luxurious-floors-at-malibu-town-malibu-town-gurgaon-pdpid-4d4235343232393333,1,22,2025-08-12 22:59:24.803023,Updated 18 hours ago,2025-08-12 04:59:24.801811,True,premium,['text_premium'],5,3,4 BHK,Furnished,Modern Luxurious Floors at Malibu Town,,Modern Luxurious Floors at Malibu Town,Ready to Move,North - West,"3 Covered,",Freehold,Resale,"Garden/Park, Main Road, Pool",109.1,[],True
3 BHK Apartment for Sale in Sector 69 Gurgaon,2.30 Cr,1200 sqft,https://www.magicbricks.com/tulip-yellow-sector-69-gurgaon-pdpid-4d4235313330303431,1,23,2025-08-12 22:59:24.804447,Updated 18 hours ago,2025-08-12 04:59:24.803454,True,premium,['text_premium'],3,3,3 BHK,Unfurnished,13 out of 26,,Tulip Yellow,,East,,Freehold,Resale,,95.5,[],True
"3 BHK Apartment for Sale in Dharampur, Sector 108 Gurgaon",1.85 Cr,1000 sqft,,1,24,2025-08-12 22:59:24.806997,Updated 18 hours ago,2025-08-12 04:59:24.806155,True,premium,['text_premium'],2,3,3 BHK,Furnished,12 out of 12,,,Ready to Move,,,,Resale,,81.8,[],True
3 BHK House for Sale in Sector 5 Gurgaon,6.50 Cr,1800 sqft,,1,25,2025-08-12 22:59:24.810209,Updated today,2025-08-12 12:00:00.000000,True,premium,['text_premium'],3,3,3 BHK,Furnished,1 out of 2,,,Ready to Move,North - East,1 Covered,Freehold,Resale,Main Road,100.0,[],True
"4 BHK Builder Floor for Sale in Sushant Lok-I, Sector 43 Gurgaon",5.50 Cr,2125 sqft,,1,26,2025-08-12 22:59:24.813996,Updated 18 hours ago,2025-08-12 04:59:24.812532,True,premium,['text_premium'],4,2,4 BHK,Semi-Furnished,"Carpet Area2125 sqftStatusReady to MoveFloor1 out of 4TransactionNew PropertyFurnishingSemi-FurnishedfacingEastoverlookingGarden/Park, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom4Balcony2",,,Ready to Move,East,"1 Covered,",Freehold,New Property,"Garden/Park, Main Road",100.0,[],True
3 BHK Apartment for Sale in Gwal Pahari Gurgaon,1.52 Cr,1300 sqft,https://www.magicbricks.com/ansal-valley-view-estate-gwal-pahari-gurgaon-pdpid-4d4235303031323039,1,27,2025-08-12 22:59:24.815959,Updated 18 hours ago,2025-08-12 04:59:24.814861,True,premium,['text_premium'],2,2,3 BHK,Semi-Furnished,1 out of 17,,Ansal Valley View Estate,Ready to Move,North,1 Open,Freehold,Resale,,104.5,[],True
2 BHK Builder Floor for Sale in Sector 82 Gurgaon,1.30 Cr,1133 sqft,https://www.magicbricks.com/vatika-india-next-sector-82-gurgaon-pdpid-4d4235303030303336,1,28,2025-08-12 22:59:24.817745,Updated 18 hours ago,2025-08-12 04:59:24.816656,True,premium,['text_premium'],2,3,2 BHK,Semi-Furnished,Vatika India Next,,Vatika India Next,Ready to Move,South,,Freehold,Resale,Garden/Park,104.5,[],True
4 BHK Villa for Sale in Sector 72 Gurgaon,6.75 Cr,3350 sqft,https://www.magicbricks.com/tata-primanti-villas-sector-72-gurgaon-pdpid-4d4235323835333431,1,29,2025-08-12 22:59:24.819111,Updated 17 hours ago,2025-08-12 05:59:24.818159,True,premium,['text_premium'],5,3,4 BHK,Semi-Furnished,,,Tata Primanti Villas,Ready to Move,South,2 Covered,Freehold,Resale,Garden/Park,104.5,[],True
3 BHK Apartment for Sale in Sector 79 Gurgaon,1.65 Cr,1335 sqft,https://www.magicbricks.com/signature-global-city-79b-sector-79-gurgaon-pdpid-4d4235343137363037,1,30,2025-08-12 22:59:24.820940,Updated 17 hours ago,2025-08-12 05:59:24.819634,True,premium,['text_premium'],3,1,3 BHK,Semi-Furnished,1 out of 4,,Signature Global City 79B,,East,,Freehold,Resale,,95.5,[],True
3 BHK Builder Floor for Sale in Sector 47 Gurgaon,3.65 Cr,2200 sqft,,2,1,2025-08-12 22:59:28.910503,Updated 17 hours ago,2025-08-12 05:59:28.909151,True,premium,"['text_premium', 'text_luxury']",4,3,3 BHK,Semi-Furnished,Ground out of 3,,,Ready to Move,West,,Freehold,Resale,Main Road,95.5,[],True
4 BHK Builder Floor for Sale in Sector 67 Gurgaon,2.65 Cr,1950 sqft,,2,2,2025-08-12 22:59:28.913872,Updated 18 hours ago,2025-08-12 04:59:28.912772,True,premium,"['text_premium', 'text_luxury']",4,,4 BHK,Semi-Furnished,1 out of 4,,,Ready to Move,West,"2 Covered,",Freehold,Resale,Main Road,95.5,[],True
2 BHK Apartment for Sale in Sohna Gurgaon,95 Lac,1285 sqft,https://www.magicbricks.com/eldeco-acclaim-sohna-gurgaon-pdpid-4d4235313835323237,2,3,2025-08-12 22:59:28.914977,Updated today,2025-08-12 12:00:00.000000,False,standard,[],2,,2 BHK,,1 out of 3,,Eldeco Acclaim,,,,,Resale,,68.2,[],True
3 BHK Apartment for Sale in Sector 61 Gurgaon,3.10 Cr,1680 sqft,https://www.magicbricks.com/smartworld-orchard-sector-61-gurgaon-pdpid-4d4235333234323439,2,4,2025-08-12 22:59:28.916374,Updated 18 hours ago,2025-08-12 04:59:28.915395,True,premium,['text_premium'],3,3,3 BHK,Semi-Furnished,1 out of 4,,Smartworld Orchard,Ready to Move,,,,Resale,,90.9,[],True
Plot/Land for Sale in Sector 91 Gurgaon,10.10 Cr,4518 sqft,https://www.magicbricks.com/dlf-gardencity-sector-91-gurgaon-pdpid-4d4235303232373133,2,5,2025-08-12 22:59:28.917456,Updated 18 hours ago,2025-08-12 04:59:28.916752,True,premium,['text_premium'],,,Plot,,,,DLF Gardencity,,Read more,,Freehold,Resale,Garden/Park,81.8,[],True
3 BHK Builder Floor for Sale in Sector 88A Gurgaon,2.40 Cr,1300 sqft,https://www.magicbricks.com/rof-pravasa-sector-88a-gurgaon-pdpid-4d4235343330303431,2,6,2025-08-12 22:59:28.919109,Updated 18 hours ago,2025-08-12 04:59:28.917918,True,premium,"['text_premium', 'text_luxury']",3,3,3 BHK,Semi-Furnished,3 out of 4,,ROF Pravasa,,East,"1 Covered,",Freehold,Resale,"Garden/Park, Pool, Main Road",104.5,[],True
3 BHK Apartment for Sale in Sector 79 Gurgaon,2.65 Cr,1560 sqft,https://www.magicbricks.com/bestech-altura-sector-79-gurgaon-pdpid-4d4235303839373234,2,7,2025-08-12 22:59:28.920508,Updated today,2025-08-12 12:00:00.000000,False,standard,[],3,2,3 BHK,Semi-Furnished,7 out of 19,,Bestech Altura,Ready to Move,West,,Freehold,New Property,Main Road,95.5,[],True
3 BHK Apartment for Sale in Sector 67A Gurgaon,2.85 Cr,1295 sqft,https://www.magicbricks.com/ireo-the-corridors-sector-67a-gurgaon-pdpid-4d4235303231363539,2,8,2025-08-12 22:59:28.922040,Updated 18 hours ago,2025-08-12 04:59:28.920905,True,premium,['text_premium'],3,2,3 BHK,Semi-Furnished,9 out of 19,,Ireo The Corridors,Ready to Move,Read more,,,Resale,,95.5,[],True
"4 BHK Apartment for Sale in Ardee City, Sector 52 Gurgaon",2.65 Cr,1425 sqft,https://www.magicbricks.com/residency-apartment-ardee-city-gurgaon-pdpid-4d4235313939353737,2,9,2025-08-12 22:59:28.923742,Updated 18 hours ago,2025-08-12 04:59:28.922561,True,premium,['text_premium'],4,4,4 BHK,Furnished,1 out of 12,,Residency Apartment,Ready to Move,South -West,"1 Covered,",Freehold,Resale,"Garden/Park, Main Road",109.1,[],True
Plot/Land for Sale in Sector 33 Gurgaon,9.95 Cr,4536 sqft,,2,10,2025-08-12 22:59:28.926146,Updated 18 hours ago,2025-08-12 04:59:28.925381,True,premium,['text_premium'],,,Plot,,,,,,,,Freehold,Resale,,63.6,[],True
4 BHK Apartment for Sale in Sector 63 Gurgaon,7.25 Cr,2800 sqft,https://www.magicbricks.com/the-sixty-three-sector-63-gurgaon-pdpid-4d4235333934323635,2,11,2025-08-12 22:59:28.927652,Updated 18 hours ago,2025-08-12 04:59:28.926579,True,premium,"['text_premium', 'text_luxury']",5,4,4 BHK,Furnished,20 out of 40,,THE SIXTY THREE,,North - East,3 Covered,Freehold,Resale,Garden/Park,104.5,[],True
2 BHK Apartment for Sale in Sector 40 Gurgaon,62 Lac,65 sqyrd,,2,12,2025-08-12 22:59:28.931016,Updated 18 hours ago,2025-08-12 04:59:28.929875,True,premium,['text_premium'],2,1,2 BHK,Semi-Furnished,1 out of 4,,,Ready to Move,North - East,,Freehold,Resale,Main Road,95.5,[],True
3 BHK Apartment for Sale in Sushant Lok Gurgaon,3.40 Cr,2500 sqft,,2,13,2025-08-12 22:59:28.934439,Updated 18 hours ago,2025-08-12 04:59:28.933281,True,premium,['text_premium'],4,2,3 BHK,Furnished,2 out of 2,,,Ready to Move,East,1 Open,Freehold,Resale,Main Road,100.0,[],True
"4 BHK Builder Floor for Sale in Sushant Lok-I, Sector 43 Gurgaon",2.95 Cr,215 sqyrd,,2,14,2025-08-12 22:59:28.937712,Updated 18 hours ago,2025-08-12 04:59:28.936440,True,premium,['text_premium'],3,2,4 BHK,Semi-Furnished,3 out of 4,,,Ready to Move,,,Freehold,Resale,,86.4,[],True
3 BHK Apartment for Sale in Sector 70A Gurgaon,2.90 Cr,1830 sqft,https://www.magicbricks.com/paras-irene-sector-70a-gurgaon-pdpid-4d4235303139373534,2,15,2025-08-12 22:59:28.939166,Updated 18 hours ago,2025-08-12 04:59:28.938185,True,premium,['text_premium'],2,4,3 BHK,Semi-Furnished,6 out of 15,,Paras Irene,Ready to Move,Read more,2 Covered,Freehold,Resale,,104.5,[],True
4 BHK Apartment for Sale in Sector 112 Gurgaon,8 Cr,4800 sqft,https://www.magicbricks.com/experion-windchants-sector-112-gurgaon-pdpid-4d4235303232333739,2,16,2025-08-12 22:59:28.940825,Updated 18 hours ago,2025-08-12 04:59:28.939653,True,premium,['text_premium'],4,3,4 BHK,Semi-Furnished,15 out of 25,,Experion Windchants,Ready to Move,East,3 Covered,Freehold,Resale,"Garden/Park, Pool, Main Road",109.1,[],True
3 BHK Builder Floor for Sale in Sector 36 Sohna Gurgaon,1.10 Cr,1120 sqft,https://www.magicbricks.com/signature-global-park-4-and-5-sohna-sector-36-gurgaon-pdpid-4d4235323036343435,2,17,2025-08-12 22:59:28.942081,Updated today,2025-08-12 12:00:00.000000,False,standard,[],3,,3 BHK,Semi-Furnished,1 out of 3,,Signature Global Park 4 and 5,Ready to Move,,,,Resale,,77.3,[],True
4 BHK Builder Floor for Sale in Sector 63A Gurgaon,3.15 Cr,1776 sqft,https://www.magicbricks.com/anant-raj-estate-sector-63a-gurgaon-pdpid-4d4235303233383439,2,18,2025-08-12 22:59:28.943561,Updated today,2025-08-12 12:00:00.000000,False,standard,[],4,2,4 BHK,Semi-Furnished,2 out of 4,,Anant Raj Estate,Ready to Move,South,,Freehold,New Property,Main Road,95.5,[],True
2 BHK Builder Floor for Sale in Sector 69 Gurgaon,65 Lac,800 sqft,,2,19,2025-08-12 22:59:28.946939,Updated today,2025-08-12 12:00:00.000000,False,standard,[],2,2,2 BHK,Unfurnished,2 out of 4,,,Ready to Move,East,,Freehold,Resale,"Garden/Park, Main Road",86.4,[],True
Plot/Land for Sale in Sector 109 Gurgaon,9.38 Cr,4968 sqft,https://www.magicbricks.com/experion-the-westerlies-sector-109-gurgaon-pdpid-4d4235303131353736,2,20,2025-08-12 22:59:28.948070,Updated today,2025-08-12 12:00:00.000000,True,premium,['text_premium'],,,Plot,,,,Experion The Westerlies,,75 m,,,Resale,,72.7,[],True
2 BHK Apartment for Sale in Sector 68 Gurgaon,1.50 Cr,800 sqft,https://www.magicbricks.com/m3m-marina-sector-68-gurgaon-pdpid-4d4235303732323235,2,21,2025-08-12 22:59:28.949464,Updated 18 hours ago,2025-08-12 04:59:28.948486,True,premium,['text_premium'],2,,2 BHK,Furnished,15 out of 21,,M3M Marina,Ready to Move,,1 Covered,Freehold,Resale,Garden/Park,100.0,[],True
4 BHK Apartment for Sale in Sector 66 Gurgaon,4.50 Cr,1900 sqft,https://www.magicbricks.com/emaar-palm-terraces-select-sector-66-gurgaon-pdpid-4d4235303031383336,2,22,2025-08-12 22:59:28.950938,Updated today,2025-08-12 12:00:00.000000,False,standard,[],4,4,4 BHK,Furnished,4 out of 15,,Emaar Palm Terraces Select,Ready to Move,East,1 Covered,,Resale,Garden/Park,95.5,[],True
3 BHK Apartment for Sale in Sector 58 Gurgaon,5.50 Cr,1825 sqft,,2,23,2025-08-12 22:59:28.954704,Updated 18 hours ago,2025-08-12 04:59:28.953531,True,premium,['text_premium'],3,3,3 BHK,Semi-Furnished,25 out of 27,,,Ready to Move,South -West,"2 Covered,",Freehold,Resale,"Garden/Park, Pool, Main Road",100.0,[],True
2 BHK Apartment for Sale in Sector 102 Gurgaon,73.5 Lac,605 sqft,https://www.magicbricks.com/suncity-avenue-102-sector-102-gurgaon-pdpid-4d4235303836353731,2,24,2025-08-12 22:59:28.956015,Updated today,2025-08-12 12:00:00.000000,False,standard,[],2,1,2 BHK,Furnished,6 out of 12,,Suncity Avenue 102,Ready to Move,,,,Resale,,81.8,[],True
3 BHK Apartment for Sale in Sector 66 Gurgaon,4.30 Cr,1996 sqft,https://www.magicbricks.com/emaar-the-palm-drive-sector-66-gurgaon-pdpid-4d4235303232343832,2,25,2025-08-12 22:59:28.957477,Updated 13 hours ago,2025-08-12 09:59:28.956454,True,premium,['text_premium'],3,3,3 BHK,Unfurnished,3 out of 3,,Emaar The Palm Drive,Ready to Move,Read more,2 Covered,Freehold,Resale,"Garden/Park, Pool",109.1,[],True
3 BHK Apartment for Sale in Phase 2 Greenopolis Gurgaon,2 Cr,1450 sqft,https://www.magicbricks.com/orris-3c-greenopolis-sector-89-gurgaon-pdpid-4d4235303238343130,2,26,2025-08-12 22:59:28.959263,Updated 9 hours ago,2025-08-12 13:59:28.957951,True,premium,['text_premium'],3,3,3 BHK,Unfurnished,14 out of 14,,Orris 3c Greenopolis,Ready to Move,West,,Leasehold,New Property,Garden/Park,104.5,[],True
3 BHK Builder Floor for Sale in Sector 23A Gurgaon,1.85 Cr,1350 sqft,https://www.magicbricks.com/ashiana-apartment-sector-23a-gurgaon-pdpid-4d4235303831323637,2,27,2025-08-12 22:59:28.960827,Updated 10 hours ago,2025-08-12 12:59:28.959709,False,standard,[],3,3,3 BHK,Furnished,1 out of 3,,Ashiana Apartment,Ready to Move,East,,Freehold,New Property,Garden/Park,95.5,[],True
4 BHK House for Sale in Phase 3 DLF Gurgaon,4 Cr,2200 sqft,,2,28,2025-08-12 22:59:28.963974,Updated 9 hours ago,2025-08-12 13:59:28.962899,True,premium,"['text_premium', 'text_luxury']",5,2,4 BHK,Semi-Furnished,Read more,,,Ready to Move,South -West,2 Covered,Freehold,Resale,,95.5,[],True
3 BHK Apartment for Sale in Sector 71 Gurgaon,3.80 Cr,2090 sqft,https://www.magicbricks.com/signature-global-cloverdale-spr-sector-71-gurgaon-pdpid-4d4235343333343039,2,29,2025-08-12 22:59:28.965592,Updated today,2025-08-12 12:00:00.000000,False,standard,[],4,,3 BHK,Semi-Furnished,22 out of 40,,Signature Global Cloverdale SPR,,East,,,Resale,,77.3,[],True
"3 BHK Apartment for Sale in Sector 37D, Delhi Gurgaon Expressway Gurgaon",2 Cr,1775 sqft,https://www.magicbricks.com/ramprastha-primera-sector-37d-gurgaon-pdpid-4d4235303139313030,2,30,2025-08-12 22:59:28.966762,Posted: 6 hours ago,2025-08-12 16:59:28.965954,False,standard,[],3,,3 BHK,Semi-Furnished,16 out of 24,,Ramprastha Primera,Ready to Move,,,,Resale,,77.3,[],True
3 BHK Apartment for Sale in Sector 111 Gurgaon,5.20 Cr,1800 sqft,https://www.magicbricks.com/puri-diplomatic-residences-sector-111-gurgaon-pdpid-4d4235343139333031,3,1,2025-08-12 22:59:34.134187,Updated today,2025-08-12 12:00:00.000000,True,premium,"['text_premium', 'text_luxury']",3,3,3 BHK,Semi-Furnished,30 out of 33,,Puri Diplomatic Residences,,,2 Covered,Freehold,Resale,"Garden/Park, Pool, Main Road",100.0,[],True
2 BHK Apartment for Sale in Sector 61 Gurgaon,2.28 Cr,1365 sqft,https://www.magicbricks.com/pioneer-park-sector-61-gurgaon-pdpid-4d4235303139363432,3,2,2025-08-12 22:59:34.135629,Updated today,2025-08-12 12:00:00.000000,False,standard,[],2,,2 BHK,Semi-Furnished,6 out of 20,,Pioneer Park,Ready to Move,,1 Covered,,Resale,,81.8,[],True
"3 BHK Apartment for Sale in Sector 77, Delhi Gurgaon Expressway Gurgaon",1.90 Cr,1450 sqft,https://www.magicbricks.com/emaar-palm-hills-sector-77-gurgaon-pdpid-4d4235303232343931,3,3,2025-08-12 22:59:34.137026,Updated today,2025-08-12 12:00:00.000000,False,standard,[],3,3,3 BHK,Semi-Furnished,3 out of 10,,Emaar Palm Hills,Ready to Move,North - East,,Freehold,Resale,Garden/Park,95.5,[],True
2 BHK Apartment for Sale in Sector 104 Gurgaon,85 Lac,683 sqft,https://www.magicbricks.com/hero-homes-sector-104-gurgaon-pdpid-4d4235313139323831,3,4,2025-08-12 22:59:34.138564,Updated 1 hour ago,2025-08-12 21:59:34.137428,False,standard,[],2,3,2 BHK,Unfurnished,7 out of 35,,Hero Homes,Ready to Move,East,,Freehold,New Property,Garden/Park,95.5,[],True
2 BHK Apartment for Sale in Palam Vihar Gurgaon,85 Lac,1145 sqft,https://www.magicbricks.com/cosmos-executive-apartment-palam-vihar-gurgaon-pdpid-4d4235303031303735,3,5,2025-08-12 22:59:34.139928,Updated 1 hour ago,2025-08-12 21:59:34.138955,False,standard,[],2,2,2 BHK,Unfurnished,15 out of 17,,Cosmos Executive Apartment,Ready to Move,,,,Resale,"Garden/Park, Main Road",86.4,[],True
2 BHK Apartment for Sale in Sector 79 Gurgaon,1.35 Cr,628 sqft,https://www.magicbricks.com/m3m-antalya-hills-phase-ii-sector-79-gurgaon-pdpid-4d4235333934313039,3,6,2025-08-12 22:59:34.141391,Updated 1 hour ago,2025-08-12 21:59:34.140349,False,standard,[],2,2,2 BHK,Semi-Furnished,2 out of 4,,M3M Antalya Hills Phase II,,East,"1 Covered,",,Resale,"Garden/Park, Pool, Main Road",90.9,[],True
