title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking
2 BHK Apartment for Sale in Goregaon West Mumbai,₹2.35 Cr,979 sqft,https://www.magicbricks.com/chamunda-jewel-goregaon-west-mumbai-pdpid-4d4235303735303134,1,1,2025-08-11 10:45:26.373633,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Furnished,13 out of 19,,Chamunda Jewel,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Andheri West Mumbai,₹2 Cr,770 sqft,https://www.magicbricks.com/pearl-residency-andheri-west-mumbai-pdpid-4d4235303734393735,1,2,2025-08-11 10:45:26.375159,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Unfurnished,10 out of 14,,Pearl Residency,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Andheri West Mumbai,₹2.40 Cr,828 sqft,https://www.magicbricks.com/pearl-residency-andheri-west-mumbai-pdpid-4d4235303734393735,1,3,2025-08-11 10:45:26.376450,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Semi-Furnished,13 out of 14,,Pearl Residency,Ready to Move,,,,Resale,
1 BHK Apartment for Sale in Andheri East Mumbai,₹98 Lac,288 sqft,https://www.magicbricks.com/om-sai-ganga-chs-andheri-east-mumbai-pdpid-4d4235303734393131,1,4,2025-08-11 10:45:26.377724,Posted:   Yesterday,2025-08-10 12:00:00,1,,1 BHK,Semi-Furnished,4 out of 7,,Om Sai Ganga CHS,Ready to Move,,,,Resale,
1 BHK Apartment for Sale in Andheri East Mumbai,₹70 Lac,241 sqft,https://www.magicbricks.com/om-sai-ganga-chs-andheri-east-mumbai-pdpid-4d4235303734393131,1,5,2025-08-11 10:45:26.378977,Posted:   Yesterday,2025-08-10 12:00:00,1,,1 BHK,Unfurnished,1 out of 18,,Om Sai Ganga CHS,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Elphinstone Mumbai,₹2.10 Cr,536 sqft,https://www.magicbricks.com/bhairav-darshan-elphinstone-mumbai-pdpid-4d4235303734383430,1,6,2025-08-11 10:45:26.380335,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Furnished,1 out of 14,,Bhairav Darshan,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Elphinstone Mumbai,₹3.20 Cr,576 sqft,https://www.magicbricks.com/bhairav-darshan-elphinstone-mumbai-pdpid-4d4235303734383430,1,7,2025-08-11 10:45:26.381598,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Semi-Furnished,1 out of 14,,Bhairav Darshan,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Andheri East Mumbai,₹1.80 Cr,598 sqft,https://www.magicbricks.com/poonam-kirti-andheri-east-mumbai-pdpid-4d4235303734383234,1,8,2025-08-11 10:45:26.382886,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Furnished,7 out of 7,,Poonam Kirti,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Matunga West Mumbai,₹4.35 Cr,864 sqft,https://www.magicbricks.com/shreeji-heights-matunga-west-mumbai-pdpid-4d4235303734383038,1,9,2025-08-11 10:45:26.384175,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Furnished,25 out of 31,,Shreeji Heights,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Matunga West Mumbai,₹3.46 Cr,864 sqft,https://www.magicbricks.com/shreeji-heights-matunga-west-mumbai-pdpid-4d4235303734383038,1,10,2025-08-11 10:45:26.385541,Posted:   Yesterday,2025-08-10 12:00:00,2,,2 BHK,Unfurnished,16 out of 31,,Shreeji Heights,Ready to Move,,,,Resale,
