title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking
3 BHK Apartment for Sale in Kharar Mohali,₹45 Lac,1200 sqft,https://www.magicbricks.com/ubber-palm-meadows-kharar-mohali-pdpid-4d4235333131303435,2,3,2025-08-10 18:52:28.459994,Updated yesterday,2025-08-09 12:00:00.000000,2,3,3 BHK,Furnished,3 out of 3,,Ubber Palm Meadows,Ready to Move,,,Freehold,Resale,
4 BHK House for Sale in Sector 94 Mohali,₹2.99 Cr,3510 sqft,https://www.magicbricks.com/jlpl-sector-94-plots-sector-94-mohali-pdpid-4d4235333131373539,2,5,2025-08-10 18:52:28.462476,Updated yesterday,2025-08-09 12:00:00.000000,5,2,4 BHK,Semi-Furnished,,,JLPL Sector 94 Plots,Ready to Move,South - East,"1 Covered,",Freehold,Resale,Main Road
2 BHK Apartment for Sale in Sector 115 Mohali,₹36 Lac,700 sqft,https://www.magicbricks.com/decent-homes-sector-115-mohali-pdpid-4d4235333039393435,2,6,2025-08-10 18:52:28.464220,Updated yesterday,2025-08-09 12:00:00.000000,2,1,2 BHK,Unfurnished,Ground out of 3,,Decent Homes,Ready to Move,East,,Freehold,Resale,
3 BHK House for Sale in Aerocity Mohali,₹3.50 Cr,250 sqyrd,https://www.magicbricks.com/gmada-aerocity-aerocity-mohali-pdpid-4d4235323232323635,2,7,2025-08-10 18:52:28.465487,Updated yesterday,2025-08-09 12:00:00.000000,3,,3 BHK,Furnished,,,GMADA Aerocity,Ready to Move,,,,Resale,
3 BHK Apartment for Sale in Sector 113 Mohali,₹80 Lac,150 sqyrd,https://www.magicbricks.com/lark-bollywood-green-city-sector-113-mohali-pdpid-4d4235313137333733,2,9,2025-08-10 18:52:28.467793,Updated 3 days ago,2025-08-07 18:52:28.466706,2,,3 BHK,Furnished,2 out of 4,,Lark Bollywood Green City,Ready to Move,,,,Resale,
3 BHK Apartment for Sale in Kharar Mohali,₹1.05 Cr,1450 sqft,https://www.magicbricks.com/omni-amayra-city-kharar-mohali-pdpid-4d4235313231303837,2,10,2025-08-10 18:52:28.469540,Updated 5 days ago,2025-08-05 18:52:28.468472,3,,3 BHK,Furnished,3 out of 14,,Omni Amayra City,Ready to Move,,,Freehold,Resale,Main Road
2 BHK Apartment for Sale in Kharar Landran Road Mohali,₹82 Lac,1372 sqft,https://www.magicbricks.com/ansal-orchard-county-kharar-landran-road-mohali-pdpid-4d4235303330393733,2,13,2025-08-10 18:52:28.472411,Updated 3 days ago,2025-08-07 18:52:28.471493,2,,2 BHK,Semi-Furnished,1 out of 9,,Ansal Orchard County,Ready to Move,East,,,Resale,
3 BHK Apartment for Sale in Kharar Mohali,₹75.9 Lac,1400 sqft,https://www.magicbricks.com/arcadia-park-east-kharar-mohali-pdpid-4d4235343230323931,2,14,2025-08-10 18:52:28.474664,Updated yesterday,2025-08-09 12:00:00.000000,3,3,3 BHK,Semi-Furnished,3 out of 5,,Arcadia Park East,Ready to Move,East,,Freehold,Resale,"Garden/Park, Main Road"
3 BHK Apartment for Sale in Sector 110 Mohali,₹72.8 Lac,1050 sqft,https://www.magicbricks.com/sandwoods-opulencia-sector-110-mohali-pdpid-4d4235303138353834,2,15,2025-08-10 18:52:28.476901,Updated 4 days ago,2025-08-06 18:52:28.475709,2,3,3 BHK,Unfurnished,7 out of 12,,Sandwoods Opulencia,Ready to Move,North - East,,Freehold,New Property,Main Road
3 BHK Apartment for Sale in Sector 117 Mohali,₹74.5 Lac,1150 sqft,https://www.magicbricks.com/vera-prestige-tower-sector-117-mohali-pdpid-4d4235313134393831,3,13,2025-08-10 18:52:34.471785,Updated yesterday,2025-08-09 12:00:00.000000,3,4,3 BHK,Semi-Furnished,4 out of 17,,Vera Prestige Tower,Ready to Move,,,,Resale,
3 BHK Apartment for Sale in Sector 66 Mohali,₹1.63 Cr,1990 sqft,https://www.magicbricks.com/the-medallion-nova-sector-66-mohali-pdpid-4d4235343233313031,3,15,2025-08-10 18:52:34.475007,Updated yesterday,2025-08-09 12:00:00.000000,3,3,3 BHK,Unfurnished,5 out of 14,,The Medallion Nova,,,,Freehold,New Property,Garden/Park
4 BHK  House for Sale in Phase 9 Sector 63 Mohali,₹1.50 Cr,4000 sqft,https://www.magicbricks.com/hig-flat-phase-9-sector-63-mohali-pdpid-4d4235323231393437,3,22,2025-08-10 18:52:34.482401,Updated 4 days ago,2025-08-06 18:52:34.480871,4,4,4 BHK,Semi-Furnished,1 out of 2,,HIG Flat,Ready to Move,North - East,,Freehold,New Property,Main Road
3 BHK Villa for Sale in Sector 115 Mohali,₹70.9 Lac,1400 sqft,https://www.magicbricks.com/gillco-palm-sector-115-mohali-pdpid-4d4235303834323239,3,24,2025-08-10 18:52:34.486157,Updated 3 days ago,2025-08-07 18:52:34.483801,3,2,3 BHK,Semi-Furnished,,,Gillco Palm,Ready to Move,,,,Resale,
3 BHK Villa for Sale in Kharar Mohali,₹1.20 Cr,1650 sqft,https://www.magicbricks.com/sunny-enclave-kharar-mohali-pdpid-4d4235333039363237,3,28,2025-08-10 18:52:34.491676,Updated 3 days ago,2025-08-07 18:52:34.489784,3,2,3 BHK,Semi-Furnished,,,Sunny Enclave,Ready to Move,East,,Freehold,New Property,
