title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking
3 BHK Apartment for Sale in Sunny Enclave Mohali,₹65 Lac,2200 sqft,https://www.magicbricks.com/sunny-enclave-sunny-enclave-mohali-pdpid-4d4235313434313135,1,1,2025-08-10 18:52:24.690092,Updated today,2025-08-10 12:00:00.000000,3,,3 BHK,Furnished,3 out of 3,,Sunny Enclave,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Sector 126 Mohali,₹50 Lac,1365 sqft,https://www.magicbricks.com/sbp-homes-3-villas-sector-126-mohali-pdpid-4d4235333131323439,1,2,2025-08-10 18:52:24.691650,Posted:   Yesterday,2025-08-09 12:00:00.000000,2,,2 BHK,Unfurnished,7 out of 7,,SBP Homes 3 Villas,Ready to Move,,,,Resale,
3 BHK Apartment for Sale in Sector 117 Mohali,₹1 Cr,1732 sqft,https://www.magicbricks.com/vera-prestige-tower-sector-117-mohali-pdpid-4d4235313134393831,1,3,2025-08-10 18:52:24.693693,Updated 15 hours ago,2025-08-10 03:52:24.692229,3,4,3 BHK,Furnished,11 out of 14,,Vera Prestige Tower,Ready to Move,East,,Freehold,New Property,Main Road
3 BHK Apartment for Sale in Sector 85 Mohali,₹1.50 Cr,1850 sqft,https://www.magicbricks.com/wave-estate-villas-sector-85-mohali-pdpid-4d4235333039373331,1,9,2025-08-10 18:52:24.698617,Updated today,2025-08-10 12:00:00.000000,3,2,3 BHK,Semi-Furnished,Ground out of 3,,Wave Estate Villas,Ready to Move,,1 Open,Freehold,Resale,
3 BHK Apartment for Sale in Kharar Road Mohali,₹90 Lac,1763 sqft,https://www.magicbricks.com/aster-city-kharar-road-mohali-pdpid-4d4235333230353339,1,10,2025-08-10 18:52:24.701875,Updated today,2025-08-10 12:00:00.000000,3,2,3 BHK,Furnished,2 out of 2,,Aster city,Ready to Move,West,,Freehold,New Property,Garden/Park
3 BHK Apartment for Sale in Sector 116 Mohali,₹70 Lac,1400 sqft,https://www.magicbricks.com/credo-sbp-city-of-dreams-sector-116-mohali-pdpid-4d4235303933333439,1,11,2025-08-10 18:52:24.705024,Updated 13 hours ago,2025-08-10 05:52:24.702847,3,2,3 BHK,Unfurnished,2 out of 3,,Credo SBP City of Dreams,Ready to Move,,,Power Of Attorney,Resale,"Garden/Park, Pool, Main Road"
3 BHK Apartment for Sale in Sector 127 Mohali,₹54 Lac,1625 sqft,https://www.magicbricks.com/mittal-paradise-apartment-sector-127-mohali-pdpid-4d4235333132353739,1,12,2025-08-10 18:52:24.707487,Updated 14 hours ago,2025-08-10 04:52:24.706183,3,2,3 BHK,Semi-Furnished,1 out of 3,,Mittal Paradise Apartment,Ready to Move,,1 Open,Freehold,Resale,
3 BHK Villa for Sale in Sector 88 Mohali,₹55 Lac,1200 sqft,https://www.magicbricks.com/hero-homes-mohali-sector-88-mohali-pdpid-4d4235303836323837,1,13,2025-08-10 18:52:24.709217,Updated 13 hours ago,2025-08-10 05:52:24.708132,3,3,3 BHK,Semi-Furnished,,,Hero Homes Mohali,Ready to Move,,,Freehold,Resale,Garden/Park
2 BHK Apartment for Sale in Kharar Mohali,₹55 Lac,1350 sqft,https://www.magicbricks.com/nirwana-greens-4-kharar-mohali-pdpid-4d4235303136363638,1,16,2025-08-10 18:52:24.712675,Updated 13 hours ago,2025-08-10 05:52:24.711380,2,,2 BHK,Furnished,2 out of 9,,Nirwana Greens 4,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Kharar Mohali,₹62 Lac,1250 sqft,https://www.magicbricks.com/omega-city-kharar-kharar-mohali-pdpid-4d4235313030363137,1,17,2025-08-10 18:52:24.714619,Updated 14 hours ago,2025-08-10 04:52:24.713401,3,2,2 BHK,Furnished,4 out of 4,,Omega City Kharar,Ready to Move,,,,Resale,Main Road
Plot/Land for Sale in Sector 114 Mohali,₹75 Lac,1125 sqft,https://www.magicbricks.com/white-city-sector-114-mohali-pdpid-4d4235333130353831,1,19,2025-08-10 18:52:24.716892,Updated 14 hours ago,2025-08-10 04:52:24.715893,,,Plot,,,,White City,,12 m,,Freehold,Resale,
3 BHK Apartment for Sale in Sector 79 Mohali,₹1.20 Cr,1150 sqft,https://www.magicbricks.com/housefed-society-sector-79-mohali-pdpid-4d4235323233363533,1,20,2025-08-10 18:52:24.720540,Updated yesterday,2025-08-09 12:00:00.000000,2,1,3 BHK,Semi-Furnished,1 out of 3,,Housefed Society,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Kharar Mohali,₹37 Lac,1000 sqft,https://www.magicbricks.com/ubber-palm-meadows-kharar-mohali-pdpid-4d4235333131303435,1,21,2025-08-10 18:52:24.722244,Updated yesterday,2025-08-09 12:00:00.000000,2,2,2 BHK,Unfurnished,1 out of 3,,Ubber Palm Meadows,Ready to Move,,,,Resale,"Garden/Park, Main Road"
6 BHK  House for Sale in Kharar Mohali,₹1.50 Cr,1007 sqft,https://www.magicbricks.com/guru-fateh-town-2-kharar-mohali-pdpid-4d4235333133323731,1,22,2025-08-10 18:52:24.724077,Updated yesterday,2025-08-09 12:00:00.000000,5,3,6 BHK,Furnished,Ground out of 3,,Guru Fateh Town 2,Ready to Move,East,,Freehold,New Property,Main Road
3 BHK Builder Floor for Sale in Sector 108 Mohali,₹1.29 Cr,1751 sqft,https://www.magicbricks.com/emaar-mohali-hills-plot-sector-108-mohali-pdpid-4d4235333130343231,1,24,2025-08-10 18:52:24.726820,Updated yesterday,2025-08-09 12:00:00.000000,4,1,3 BHK,Semi-Furnished,Ground out of 3,,Emaar Mohali Hills Plot,Ready to Move,North - East,,Leasehold,Resale,
3 BHK Apartment for Sale in Kharar Mohali,₹1 Cr,1100 sqft,https://www.magicbricks.com/omega-city-kharar-kharar-mohali-pdpid-4d4235313030363137,1,25,2025-08-10 18:52:24.728396,Updated yesterday,2025-08-09 12:00:00.000000,3,1,3 BHK,Furnished,Ground out of 4,,Omega City Kharar,Ready to Move,,,,Resale,"Main Road, Garden/Park, Pool"
2 BHK Apartment for Sale in Sector 74 Mohali,₹52 Lac,840 sqft,https://www.magicbricks.com/lok-awas-sector-74-mohali-pdpid-4d4235313235363831,1,29,2025-08-10 18:52:24.732180,Updated yesterday,2025-08-09 12:00:00.000000,1,1,2 BHK,Semi-Furnished,3 out of 25,,Lok Awas,,,,,Resale,
2 BHK Builder Floor for Sale in Shivalik City Mohali,₹33 Lac,910 sqft,https://www.magicbricks.com/elite-home-shivalik-city-mohali-pdpid-4d4235313134323739,1,30,2025-08-10 18:52:24.733728,Updated yesterday,2025-08-09 12:00:00.000000,2,2,2 BHK,Furnished,1 out of 3,,Elite Home,Ready to Move,,,,Resale,
2 BHK Apartment for Sale in Sector 126 Mohali,₹42.5 Lac,1286 sqft,https://www.magicbricks.com/acme-heights-sector-126-mohali-pdpid-4d4235333131303431,2,1,2025-08-10 18:52:28.456732,Updated yesterday,2025-08-09 12:00:00.000000,2,,2 BHK,Unfurnished,6 out of 7,,Acme Heights,Ready to Move,,,,Resale,
9 BHK Villa for Sale in Aerocity Mohali,₹3.65 Cr,500 sqyrd,https://www.magicbricks.com/gmada-aerocity-aerocity-mohali-pdpid-4d4235323232323635,2,2,2025-08-10 18:52:28.458461,Updated yesterday,2025-08-09 12:00:00.000000,9,5,9 BHK,Semi-Furnished,,,GMADA Aerocity,Ready to Move,East,"1 Covered,",Freehold,Resale,Main Road
