title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date
3 BHK Apartment for Sale in Wakad Pune,₹1.25 Cr,1030 sqft,https://www.magicbricks.com/shree-sonigara-signature-park-wakad-pune-pdpid-4d4235313233323239,2,2,2025-08-10 15:50:31.776592,,
3 BHK Apartment for Sale in Bengaluru Mumbai Highway Pune,₹2.80 Cr,1392 sqft,https://www.magicbricks.com/sobha-nesara-bengaluru-mumbai-highway-pune-pdpid-4d4235313233313133,2,3,2025-08-10 15:50:31.777907,,
1 BHK Apartment for Sale in Hadapsar Pune,₹39 Lac,700 sqft,https://www.magicbricks.com/ganga-village-hadapsar-pune-pdpid-4d4235303033373931,2,4,2025-08-10 15:50:31.779000,,
3 BHK Apartment for Sale in Fatima Nagar Wanowrie Pune,₹2.72 Cr,1700 sqft,https://www.magicbricks.com/tain-square-fatima-nagar-pune-pdpid-4d4235303137333833,2,5,2025-08-10 15:50:31.780190,,
2 BHK Apartment for Sale in NIBM Annexe Area Pune,₹75 Lac,1033 sqft,https://www.magicbricks.com/pragati-serene-nibm-annexe-pune-pdpid-4d4235333132383231,2,6,2025-08-10 15:50:31.781386,,
1 BHK Apartment for Sale in Manjari Khurd Pune,₹50 Lac,450 sqft,https://www.magicbricks.com/vtp-cygnus-manjari-khurd-pune-pdpid-4d4235333435393733,2,12,2025-08-10 15:50:31.789156,,
"2 BHK Apartment for Sale in Ravet, Pimpri Chinchwad Pune",₹89.8 Lac,821 sqft,https://www.magicbricks.com/aditya-vivaaz-ravet-pune-pdpid-4d4235303831343237,2,14,2025-08-10 15:50:31.791421,,
3 BHK Apartment for Sale in Pashan Pune,₹1.75 Cr,1364 sqft,https://www.magicbricks.com/scn-orange-county-phase-i-pashan-pune-pdpid-4d4235323331303431,2,15,2025-08-10 15:50:31.792597,,
2 BHK Apartment for Sale in Kaspate Wasti Pune,₹1.15 Cr,900 sqft,https://www.magicbricks.com/waghere-kalpataru-harmony-kaspate-vasti-pune-pdpid-4d4235303233353134,2,16,2025-08-10 15:50:31.793677,,
3 BHK Apartment for Sale in Songbirds Society Pune,₹1.40 Cr,1298 sqft,https://www.magicbricks.com/mont-vert-belair-songbirds-society-pune-pdpid-4d4235303033323433,2,17,2025-08-10 15:50:31.794749,,
"2 BHK Apartment for Sale in Bopodi, Old Mumbai Pune-Highway Pune",₹77.9 Lac,929 sqft,https://www.magicbricks.com/kundan-kushal-nagar-bopodi-pune-pdpid-4d4235303033343434,2,18,2025-08-10 15:50:31.795887,,
"2 BHK Apartment for Sale in Ideal Colony, Kothrud Pune",₹1.20 Cr,743 sqft,https://www.magicbricks.com/raigad-apartment-kothrud-ideal-colony-pune-pdpid-4d4235323430313639,2,19,2025-08-10 15:50:31.797154,,
3 BHK Apartment for Sale in Viman Nagar Pune,₹2.10 Cr,1006 sqft,https://www.magicbricks.com/rohan-mithila-viman-nagar-pune-pdpid-4d4235303030333638,2,21,2025-08-10 15:50:31.799474,,
3 BHK Apartment for Sale in Wakad Pune,₹1.30 Cr,1126 sqft,https://www.magicbricks.com/nisarg-srushti-wakad-pune-pdpid-4d4235303032383530,2,22,2025-08-10 15:50:31.800959,,
3 BHK Apartment for Sale in Wakad Pune,₹2.70 Cr,1576 sqft,https://www.magicbricks.com/golden-cascade-wakad-pune-pdpid-4d4235303336343035,2,23,2025-08-10 15:50:31.801587,,
3 BHK Apartment for Sale in Shankar Kalat Nagar Pune,₹1.26 Cr,1150 sqft,https://www.magicbricks.com/sonigara-omega-paradise-shankar-kalat-nagar-pune-pdpid-4d4235303030353836,2,24,2025-08-10 15:50:31.802425,,
"1 BHK Apartment for Sale in Ravet, Pimpri Chinchwad Pune",₹52 Lac,433 sqft,https://www.magicbricks.com/gk-silverland-residency-phase-1-ravet-pune-pdpid-4d4235303938373433,2,25,2025-08-10 15:50:31.803771,,
2 BHK Apartment for Sale in Mundhwa Pune,₹75 Lac,643 sqft,https://www.magicbricks.com/amanora-victory-towers-mundhwa-pune-pdpid-4d4235313339343735,2,26,2025-08-10 15:50:31.805022,,
3 BHK Apartment for Sale in NIBM Road Pune,₹1.80 Cr,1196 sqft,https://www.magicbricks.com/lodha-bella-vita-nibm-road-pune-pdpid-4d4235323938383933,2,29,2025-08-10 15:50:31.806886,,
2 BHK Apartment for Sale in Satav Nagar Pune,₹50 Lac,613 sqft,https://www.magicbricks.com/dreams-elina-satav-nagar-pune-pdpid-4d4235303232363737,2,30,2025-08-10 15:50:31.807586,,
