title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking
"2 BHK Apartment for Sale in Sector 95A, Pataudi Road Gurgaon",₹82 Lac,654 sqft,https://www.magicbricks.com/signature-the-roselia-sector-95a-gurgaon-pdpid-4d4235303937303835,1,1,2025-08-10 18:51:41.689363,Updated today,2025-08-10 12:00:00.000000,2,,2 BHK,Semi-Furnished,15 out of 17,,Signature The Roselia,Ready to Move,,,,Resale,
3 BHK Apartment for Sale in Phase 1 DLF Gurgaon,₹3 Cr,1800 sqft,https://www.magicbricks.com/dlf-city-plot-phase-1-dlf-phase-1-gurgaon-pdpid-4d4235303934333035,1,2,2025-08-10 18:51:41.691077,Updated today,2025-08-10 12:00:00.000000,3,3,3 BHK,Furnished,3 out of 4,,DLF City Plot Phase 1,Ready to Move,East,"2 Covered,",Freehold,Resale,"Garden/Park, Main Road"
3 BHK Apartment for Sale in Sector 2 Sohna Gurgaon,₹1.80 Cr,1465 sqft,https://www.magicbricks.com/lorven-ashiana-mulberry-sohna-sector-2-gurgaon-pdpid-4d4235303738383139,1,3,2025-08-10 18:51:41.692601,Updated today,2025-08-10 12:00:00.000000,2,4,3 BHK,Semi-Furnished,8 out of 17,,Lorven Ashiana Mulberry,Ready to Move,East,,Freehold,Resale,"Pool, Garden/Park, Main Road"
2 BHK Apartment for Sale in Sector 33 Sohna Gurgaon,₹1.70 Cr,1385 sqft,https://www.magicbricks.com/godrej-nature-plus-sohna-sector-33-gurgaon-pdpid-4d4235313132333731,1,5,2025-08-10 18:51:41.694880,Updated 16 hours ago,2025-08-10 02:51:41.693896,2,3,2 BHK,Unfurnished,15 out of 22,,Godrej Nature Plus,Ready to Move,East,,Freehold,Resale,Garden/Park
"2 BHK Apartment for Sale in Sector 37C, Delhi Gurgaon Expressway Gurgaon",₹64 Lac,516 sqft,https://www.magicbricks.com/the-trisara-apex-our-homes-sector-37c-gurgaon-pdpid-4d4235303239383330,1,7,2025-08-10 18:51:41.697141,Updated today,2025-08-10 12:00:00.000000,1,1,2 BHK,Semi-Furnished,4 out of 11,,The Trisara Apex Our Homes,Ready to Move,,,Freehold,Resale,
2 BHK Builder Floor for Sale in Sector 82 Gurgaon,₹1.30 Cr,1133 sqft,https://www.magicbricks.com/vatika-india-next-sector-82-gurgaon-pdpid-4d4235303030303336,1,9,2025-08-10 18:51:41.699528,Updated 14 hours ago,2025-08-10 04:51:41.698257,2,3,2 BHK,Semi-Furnished,2 out of 2,,Vatika India Next,Ready to Move,South,,Freehold,Resale,Garden/Park
3 BHK Apartment for Sale in Dwarka Expressway Gurgaon,₹2.60 Cr,2066 sqft,https://www.magicbricks.com/godrej-oasis-dwarka-expressway-gurgaon-pdpid-4d4235303431363339,1,11,2025-08-10 18:51:41.701844,Updated 14 hours ago,2025-08-10 04:51:41.700786,3,4,3 BHK,Semi-Furnished,11 out of 18,,Godrej Oasis,Ready to Move,,2 Covered,Freehold,Resale,Garden/Park
2 BHK Apartment for Sale in Sector 68 Gurgaon,₹2.12 Cr,1325 sqft,https://www.magicbricks.com/m3m-marina-sector-68-gurgaon-pdpid-4d4235303732323235,1,14,2025-08-10 18:51:41.704492,Updated 14 hours ago,2025-08-10 04:51:41.703528,2,4,2 BHK,Furnished,3 out of 15,,M3M Marina,Ready to Move,South -West,,Leasehold,Resale,"Garden/Park, Pool"
3 BHK Apartment for Sale in Dwarka Expressway Gurgaon,₹4.62 Cr,2570 sqft,https://www.magicbricks.com/indiabulls-estate-and-club-dwarka-expressway-gurgaon-pdpid-4d4235343237333637,1,15,2025-08-10 18:51:41.706250,Updated 14 hours ago,2025-08-10 04:51:41.705038,4,2,3 BHK,Semi-Furnished,21 out of 44,,Indiabulls Estate and Club,,,,,New Property,"Garden/Park, Main Road, Pool"
2 BHK Apartment for Sale in Sector 60 Gurgaon,₹2.95 Cr,1540 sqft,https://www.magicbricks.com/ireo-skyon-sector-60-gurgaon-pdpid-4d4235303230313733,1,16,2025-08-10 18:51:41.707819,Updated 14 hours ago,2025-08-10 04:51:41.706819,3,2,2 BHK,Semi-Furnished,2 out of 12,,IREO Skyon,Ready to Move,North - West,2 Covered,Freehold,Resale,Garden/Park
3 BHK Apartment for Sale in Sector 83 Gurgaon,₹1.94 Cr,1850 sqft,https://www.magicbricks.com/ss-cendana-sector-83-gurgaon-pdpid-4d4235343136383231,1,18,2025-08-10 18:51:41.709900,Updated 14 hours ago,2025-08-10 04:51:41.708956,3,3,3 BHK,Semi-Furnished,26 out of 33,,SS Cendana,,,,Freehold,Resale,Garden/Park
Plot/Land for Sale in Sector 91 Gurgaon,₹10.10 Cr,4518 sqft,https://www.magicbricks.com/dlf-gardencity-sector-91-gurgaon-pdpid-4d4235303232373133,1,19,2025-08-10 18:51:41.710959,Updated 14 hours ago,2025-08-10 04:51:41.710315,,,Plot,,,,DLF Gardencity,,,,Freehold,Resale,Garden/Park
3 BHK Apartment for Sale in Sector 67A Gurgaon,₹2.85 Cr,1295 sqft,https://www.magicbricks.com/ireo-the-corridors-sector-67a-gurgaon-pdpid-4d4235303231363539,1,20,2025-08-10 18:51:41.712698,Updated 14 hours ago,2025-08-10 04:51:41.711709,3,2,3 BHK,Semi-Furnished,9 out of 19,,Ireo The Corridors,Ready to Move,,,,Resale,
4 BHK Apartment for Sale in Sector 63 Gurgaon,₹7.25 Cr,2800 sqft,https://www.magicbricks.com/the-sixty-three-sector-63-gurgaon-pdpid-4d4235333934323635,1,21,2025-08-10 18:51:41.714277,Updated 14 hours ago,2025-08-10 04:51:41.713250,5,4,4 BHK,Furnished,20 out of 40,,THE SIXTY THREE,,North - East,3 Covered,Freehold,Resale,Garden/Park
4 BHK Builder Floor for Sale in Sector 26 Gurgaon,₹4.25 Cr,1900 sqft,https://www.magicbricks.com/dlf-city-phase-1-sector-26-gurgaon-pdpid-4d4235303130303135,1,22,2025-08-10 18:51:41.715565,Updated 14 hours ago,2025-08-10 04:51:41.714764,4,4,4 BHK,Semi-Furnished,1 out of 4,,DLF City Phase 1,Ready to Move,,,,Resale,
3 BHK Apartment for Sale in Gwal Pahari Gurgaon,₹1.52 Cr,1300 sqft,https://www.magicbricks.com/ansal-valley-view-estate-gwal-pahari-gurgaon-pdpid-4d4235303031323039,1,23,2025-08-10 18:51:41.717051,Updated 14 hours ago,2025-08-10 04:51:41.716107,2,2,3 BHK,Semi-Furnished,1 out of 17,,Ansal Valley View Estate,Ready to Move,North,1 Open,Freehold,Resale,
2 BHK  House for Sale in Sector 67 Gurgaon,₹30 Lac,50 sqft,https://www.magicbricks.com/maruti-kunj-sector-67-gurgaon-pdpid-4d4235313731383237,1,24,2025-08-10 18:51:41.718515,Updated today,2025-08-10 12:00:00.000000,1,,2 BHK,Unfurnished,,,Maruti Kunj,Ready to Move,,,,Resale,
3 BHK Apartment for Sale in Sector 48 Gurgaon,₹7 Cr,2000 sqft,https://www.magicbricks.com/bella-vista-central-park-2-sector-48-gurgaon-pdpid-4d4235313333303631,1,29,2025-08-10 18:51:41.722615,Updated today,2025-08-10 12:00:00.000000,3,3,3 BHK,Furnished,3 out of 35,,Bella Vista Central Park 2,Ready to Move,East,2 Covered,Freehold,Resale,"Garden/Park, Pool, Main Road"
4 BHK  House for Sale in Sector 109 Gurgaon,₹8.50 Cr,1500 sqft,https://www.magicbricks.com/sobha-international-city-sector-109-gurgaon-pdpid-4d4235303130343136,1,30,2025-08-10 18:51:41.724469,Updated today,2025-08-10 12:00:00.000000,4,2,4 BHK,Semi-Furnished,1 out of 2,,Sobha International City,Ready to Move,South -West,2 Open,Freehold,Resale,"Garden/Park, Main Road"
5 BHK Apartment for Sale in Sector 106 Gurgaon,₹5.50 Cr,4250 sqft,https://www.magicbricks.com/paras-dews-sector-106-gurgaon-pdpid-4d4235303130333033,2,1,2025-08-10 18:51:46.482145,Updated today,2025-08-10 12:00:00.000000,5,5,5 BHK,Semi-Furnished,24 out of 24,,Paras Dews,Ready to Move,North,2 Covered,Freehold,Resale,"Garden/Park, Main Road"
3 BHK Apartment for Sale in Sector 70 Gurgaon,₹1.55 Cr,950 sqft,https://www.magicbricks.com/tulip-orange-sector-70-gurgaon-pdpid-4d4235303137313631,2,3,2025-08-10 18:51:46.484606,Updated today,2025-08-10 12:00:00.000000,2,2,3 BHK,Semi-Furnished,Ground out of 14,,Tulip Orange,Ready to Move,North - East,,,Resale,"Garden/Park, Pool"
"4 BHK Builder Floor for Sale in Malibu Town, Sector 47 Gurgaon",₹6.50 Cr,3600 sqft,https://www.magicbricks.com/modern-luxurious-floors-at-malibu-town-malibu-town-gurgaon-pdpid-4d4235343232393333,2,5,2025-08-10 18:51:46.487522,Updated 14 hours ago,2025-08-10 04:51:46.486217,5,3,4 BHK,Furnished,Modern Luxurious Floors at Malibu Town,,Modern Luxurious Floors at Malibu Town,Ready to Move,North - West,"3 Covered,",Freehold,Resale,"Garden/Park, Main Road, Pool"
3 BHK Apartment for Sale in Sector 69 Gurgaon,₹2.30 Cr,1200 sqft,https://www.magicbricks.com/tulip-yellow-sector-69-gurgaon-pdpid-4d4235313330303431,2,6,2025-08-10 18:51:46.489244,Updated 14 hours ago,2025-08-10 04:51:46.488118,3,3,3 BHK,Unfurnished,13 out of 26,,Tulip Yellow,,East,,Freehold,Resale,
2 BHK Apartment for Sale in Sector 68 Gurgaon,₹1.50 Cr,800 sqft,https://www.magicbricks.com/m3m-marina-sector-68-gurgaon-pdpid-4d4235303732323235,2,8,2025-08-10 18:51:46.492003,Updated 13 hours ago,2025-08-10 05:51:46.490650,2,,2 BHK,Furnished,15 out of 21,,M3M Marina,Ready to Move,,1 Covered,Freehold,Resale,Garden/Park
"3 BHK Apartment for Sale in Nirvana Country, Sector 50 Gurgaon",₹4.80 Cr,3000 sqft,https://www.magicbricks.com/unitech-the-close-north-nirvana-country-gurgaon-pdpid-4d4235323834363237,2,9,2025-08-10 18:51:46.493721,Updated 13 hours ago,2025-08-10 05:51:46.492667,3,3,3 BHK,Furnished,Lower Basement out of 19,,Unitech The Close North,Ready to Move,,,,Resale,
"4 BHK Apartment for Sale in Fazilpur Jharsa, Sector 72, Sohna Road Gurgaon",₹6 Cr,2080 sqft,https://www.magicbricks.com/tata-primanti-fazilpur-jharsa-gurgaon-pdpid-4d4235303030313431,2,10,2025-08-10 18:51:46.495648,Updated 13 hours ago,2025-08-10 05:51:46.494391,4,4,4 BHK,Semi-Furnished,19 out of 38,,Tata Primanti,Ready to Move,North - East,2 Covered,Freehold,Resale,Garden/Park
3 BHK Apartment for Sale in Sector 79 Gurgaon,₹1.65 Cr,1335 sqft,https://www.magicbricks.com/signature-global-city-79b-sector-79-gurgaon-pdpid-4d4235343137363037,2,11,2025-08-10 18:51:46.497538,Updated 13 hours ago,2025-08-10 05:51:46.496310,3,1,3 BHK,Semi-Furnished,1 out of 4,,Signature Global City 79B,,East,,Freehold,Resale,
4 BHK Villa for Sale in Sector 72 Gurgaon,₹6.75 Cr,3350 sqft,https://www.magicbricks.com/tata-primanti-villas-sector-72-gurgaon-pdpid-4d4235323835333431,2,13,2025-08-10 18:51:46.500391,Updated 13 hours ago,2025-08-10 05:51:46.499269,5,3,4 BHK,Semi-Furnished,,,Tata Primanti Villas,Ready to Move,South,2 Covered,Freehold,Resale,Garden/Park
4 BHK Apartment for Sale in Sector 90 Gurgaon,₹3.30 Cr,1800 sqft,https://www.magicbricks.com/dlf-regal-gardens-sector-90-gurgaon-pdpid-4d4235303238333839,2,15,2025-08-10 18:51:46.502908,Updated 13 hours ago,2025-08-10 05:51:46.501782,3,,4 BHK,Semi-Furnished,7 out of 11,,DLF Regal Gardens,Ready to Move,North,,Freehold,Resale,
3 BHK Apartment for Sale in Sector 112 Gurgaon,₹3.80 Cr,2520 sqft,https://www.magicbricks.com/tata-gurgaon-gateway-sector-112-gurgaon-pdpid-4d4235303239353935,2,16,2025-08-10 18:51:46.504583,Updated 13 hours ago,2025-08-10 05:51:46.503496,3,3,3 BHK,Semi-Furnished,13 out of 23,,Tata Gurgaon Gateway,Ready to Move,,,,Resale,Main Road
3 BHK Apartment for Sale in Sector 79 Gurgaon,₹2.04 Cr,1629 sqft,https://www.magicbricks.com/m3m-antalya-hills-phase-i-sector-79-gurgaon-pdpid-4d4235333930323531,2,17,2025-08-10 18:51:46.506657,Updated 14 hours ago,2025-08-10 04:51:46.505595,3,3,3 BHK,Semi-Furnished,4 out of 4,,M3M Antalya Hills Phase I,,,,Freehold,Resale,
