title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking,data_quality_score,validation_issues,is_valid
4 BHK Apartment for Sale in Andheri West Mumbai,165 Cr,2646 sqft,https://www.magicbricks.com/raiaskaran-parthenon-andheri-west-mumbai-pdpid-4d4235323133323035,1,21,2025-08-12 11:50:09.247295,Posted: Yesterday,2025-08-11 12:00:00,4,,4 BHK,Unfurnished,19 out of 39,,Raiaskaran Parthenon,Ready to Move,,,,Resale,,84.2,[],True
1 BHK Apartment for Sale in Virar East Mumbai,25 Lac,396 sqft,https://www.magicbricks.com/shree-ganesh-apartment-virar-east-mumbai-pdpid-4d4235323131303431,1,22,2025-08-12 11:50:09.250336,Posted: Yesterday,2025-08-11 12:00:00,1,,1 BHK,Unfurnished,2 out of 4,,Shree Ganesh Apartment,Ready to Move,,,,Resale,,84.2,[],True
1 BHK Apartment for Sale in Mulund West Mumbai,95 Lac,432 sqft,https://www.magicbricks.com/shiv-ganga-lok-kedar-mulund-west-mumbai-pdpid-4d4235323131303331,1,23,2025-08-12 11:50:09.252198,Posted: Yesterday,2025-08-11 12:00:00,1,,1 BHK,Unfurnished,7 out of 7,,Shiv Ganga Lok Kedar,Ready to Move,,,,Resale,,84.2,[],True
1 BHK Apartment for Sale in Chinchpokli Mumbai,2.30 Cr,382 sqft,https://www.magicbricks.com/soman-nagar-chs-chinchpokli-mumbai-pdpid-4d4235323131303233,1,24,2025-08-12 11:50:09.253894,Posted: Yesterday,2025-08-11 12:00:00,1,,1 BHK,Furnished,4 out of 5,,Soman nagar CHS,Ready to Move,,,,Resale,,84.2,[],True
3 BHK Apartment for Sale in Napean Sea Road Mumbai,5.50 Cr,1800 sqft,https://www.magicbricks.com/simla-house-at-nepeasea-road-napean-sea-road-mumbai-pdpid-4d4235323130393935,1,25,2025-08-12 11:50:09.255958,Posted: Yesterday,2025-08-11 12:00:00,3,,3 BHK,Unfurnished,1 out of 8,,simla house at nepeasea road,Ready to Move,,,,Resale,,84.2,[],True
3 BHK Apartment for Sale in Napean Sea Road Mumbai,10 Cr,1512 sqft,https://www.magicbricks.com/simla-house-at-nepeasea-road-napean-sea-road-mumbai-pdpid-4d4235323130393935,1,26,2025-08-12 11:50:09.259025,Posted: Yesterday,2025-08-11 12:00:00,2,,3 BHK,Furnished,6 out of 6,,simla house at nepeasea road,Ready to Move,,,,Resale,,84.2,[],True
2 BHK Apartment for Sale in Borivali East Mumbai,1.75 Cr,864 sqft,https://www.magicbricks.com/siddhivinayak-triumph-borivali-east-mumbai-pdpid-4d4235323130393737,1,27,2025-08-12 11:50:09.262819,Posted: Yesterday,2025-08-11 12:00:00,2,,2 BHK,Unfurnished,2 out of 21,,Siddhivinayak triumph,Ready to Move,,,,Resale,,84.2,[],True
2 BHK Apartment for Sale in Rajendra Nagar Mumbai,1.70 Cr,513 sqft,https://www.magicbricks.com/siddhivinayak-triumph-rajendra-nagar-mumbai-pdpid-4d4235323130393737,1,28,2025-08-12 11:50:09.266207,Posted: Yesterday,2025-08-11 12:00:00,2,,2 BHK,Unfurnished,10 out of 21,,Siddhivinayak triumph,,,,,Resale,,78.9,[],True
1 BHK Apartment for Sale in Ghatkopar West Mumbai,25 Lac,389 sqft,https://www.magicbricks.com/avdhut-chhaya-apartment-ghatkopar-west-mumbai-pdpid-4d4235323330383131,1,29,2025-08-12 11:50:09.268325,Posted: Yesterday,2025-08-11 12:00:00,1,,1 BHK,Unfurnished,Ground out of 5,,Avdhut Chhaya Apartment,Ready to Move,,,,Resale,,84.2,[],True
1 BHK Apartment for Sale in Naigaon East Mumbai,24 Lac,446 sqft,https://www.magicbricks.com/woodland-complex-naigaon-east-mumbai-pdpid-4d4235323330343937,1,30,2025-08-12 11:50:09.271636,Posted: Yesterday,2025-08-11 12:00:00,1,,1 BHK,Unfurnished,4 out of 5,,Woodland Complex,Ready to Move,,,,Resale,,84.2,[],True
