title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking,data_quality_score,validation_issues,is_valid
2 BHK Apartment for Sale in Mazgaon Mumbai,4.10 Cr,860 sqft,https://www.magicbricks.com/tata-housing-aashiana-mazgaon-mumbai-pdpid-4d4235323238333033,2,27,2025-08-12 11:40:56.996831,Posted: Yesterday,2025-08-11 12:00:00,3,,2 BHK,Furnished,1 out of 10,,TATA Housing Aashiana,Ready to Move,,,,Resale,,84.2,[],True
2 BHK Apartment for Sale in Andheri West Mumbai,1.60 Cr,641 sqft,https://www.magicbricks.com/indian-ocean-chs-ltd-andheri-west-mumbai-pdpid-4d4235323237343135,2,28,2025-08-12 11:40:56.998201,Posted: Yesterday,2025-08-11 12:00:00,2,,2 BHK,Semi-Furnished,9 out of 16,,Indian Ocean CHS Ltd,Ready to Move,,,,Resale,,84.2,[],True
4 BHK Apartment for Sale in Malad West Mumbai,4.40 Cr,1022 sqft,https://www.magicbricks.com/laxmi-niwas-apartment-malad-west-mumbai-pdpid-4d4235323237313335,2,29,2025-08-12 11:40:56.999509,Posted: Yesterday,2025-08-11 12:00:00,3,,4 BHK,Furnished,3 out of 16,,Laxmi Niwas Apartment,Ready to Move,,,,Resale,,84.2,[],True
3 BHK Apartment for Sale in Agashi Mumbai,50 Lac,698 sqft,https://www.magicbricks.com/m-baria-castle-view-apartment-agashi-mumbai-pdpid-4d4235323236393939,2,30,2025-08-12 11:40:57.000780,Posted: Yesterday,2025-08-11 12:00:00,2,,3 BHK,Unfurnished,1 out of 4,,M Baria Castle View Apartment,Ready to Move,,,,Resale,,84.2,[],True
1 BHK Apartment for Sale in Virar West Mumbai,26 Lac,381 sqft,https://www.magicbricks.com/unitechs-west-end-township-virar-west-mumbai-pdpid-4d4235323236383331,3,1,2025-08-12 11:41:02.588065,Posted: Yesterday,2025-08-11 12:00:00,2,,1 BHK,Unfurnished,3 out of 3,,Unitechs West End Township,Ready to Move,,,,Resale,,84.2,[],True
1 BHK Apartment for Sale in Kandivali East Mumbai,95 Lac,324 sqft,https://www.magicbricks.com/gokul-view-chs-kandivali-east-mumbai-pdpid-4d4235323236373635,3,2,2025-08-12 11:41:02.589659,Posted: Yesterday,2025-08-11 12:00:00,1,,1 BHK,Furnished,Ground out of 7,,Gokul view CHS,Ready to Move,,,,Resale,,84.2,[],True
1 BHK Apartment for Sale in Kandivali East Mumbai,99 Lac,310 sqft,https://www.magicbricks.com/gokul-view-chs-kandivali-east-mumbai-pdpid-4d4235323236373635,3,3,2025-08-12 11:41:02.591138,Posted: Yesterday,2025-08-11 12:00:00,1,,1 BHK,Semi-Furnished,5 out of 6,,Gokul view CHS,Ready to Move,,,,Resale,,84.2,[],True
1 BHK Apartment for Sale in Khar West Mumbai,53 Lac,371 sqft,https://www.magicbricks.com/pleasant-park-apartment-khar-west-mumbai-pdpid-4d4235323236373631,3,4,2025-08-12 11:41:02.592434,Posted: Yesterday,2025-08-11 12:00:00,1,,1 BHK,Unfurnished,5 out of 7,,Pleasant Park Apartment,Ready to Move,,,,Resale,,84.2,[],True
3 BHK Apartment for Sale in Chembur Mumbai,3.65 Cr,907 sqft,https://www.magicbricks.com/bholenath-aryan-anchal-chembur-mumbai-pdpid-4d4235323236343433,3,5,2025-08-12 11:41:02.594107,Posted: Yesterday,2025-08-11 12:00:00,3,,3 BHK,Semi-Furnished,5 out of 7,,Bholenath Aryan Anchal,Ready to Move,,,,Resale,,84.2,[],True
1 BHK Apartment for Sale in Goregaon East Mumbai,1.15 Cr,468 sqft,https://www.magicbricks.com/sadguru-complex-2-goregaon-east-mumbai-pdpid-4d4235323236343035,3,6,2025-08-12 11:41:02.595856,Posted: Yesterday,2025-08-11 12:00:00,2,,1 BHK,Semi-Furnished,2 out of 8,,Sadguru Complex 2,Ready to Move,,,,Resale,,84.2,[],True
1 BHK Apartment for Sale in Pali Hill Mumbai,34 Lac,299 sqft,https://www.magicbricks.com/nirvana-alive-phase-1-and-2-pali-hill-mumbai-pdpid-4d4235323333353331,3,7,2025-08-12 11:41:02.597262,Posted: Yesterday,2025-08-11 12:00:00,1,,1 BHK,Furnished,2 out of 4,,Nirvana Alive Phase 1 and 2,Ready to Move,,,,Resale,,84.2,[],True
4 BHK Apartment for Sale in Goregaon West Mumbai,6.50 Cr,2284 sqft,https://www.magicbricks.com/imperial-heights-the-epitome-goregaon-west-mumbai-pdpid-4d4235323333343739,3,8,2025-08-12 11:41:02.598572,Posted: Yesterday,2025-08-11 12:00:00,4,,4 BHK,Furnished,31 out of 43,,Imperial Heights The Epitome,Ready to Move,,,,Resale,,84.2,[],True
4 BHK Apartment for Sale in Best Nagar Goregaon West Mumbai,6.50 Cr,2250 sqft,https://www.magicbricks.com/imperial-heights-the-epitome-best-nagar-goregaon-west-mumbai-pdpid-4d4235323333343739,3,9,2025-08-12 11:41:02.599886,Posted: Yesterday,2025-08-11 12:00:00,4,,4 BHK,Furnished,31 out of 43,,Imperial Heights The Epitome,Ready to Move,,,,Resale,,84.2,[],True
1 BHK Apartment for Sale in Bandra West Mumbai,1.70 Cr,288 sqft,https://www.magicbricks.com/nelnom-apartment-bandra-west-mumbai-pdpid-4d4235323332353637,3,10,2025-08-12 11:41:02.602058,Posted: Yesterday,2025-08-11 12:00:00,1,,1 BHK,Semi-Furnished,Ground out of 3,,Nelnom Apartment,Ready to Move,,,,Resale,,84.2,[],True
1 BHK Apartment for Sale in Borivali West Mumbai,95 Lac,432 sqft,https://www.magicbricks.com/dedhia-nakshatra-borivali-west-mumbai-pdpid-4d4235323332323135,3,11,2025-08-12 11:41:02.603945,Posted: Yesterday,2025-08-11 12:00:00,2,,1 BHK,Unfurnished,5 out of 22,,Dedhia Nakshatra,Ready to Move,,,,Resale,,84.2,[],True
2 BHK Apartment for Sale in Chandivali Mumbai,1.99 Cr,648 sqft,https://www.magicbricks.com/mahindra-alcove-chandivali-mumbai-pdpid-4d4235323331393831,3,12,2025-08-12 11:41:02.605324,Posted: Yesterday,2025-08-11 12:00:00,2,,2 BHK,Unfurnished,5 out of 13,,Mahindra Alcove,,,,,Resale,,78.9,[],True
2 BHK Apartment for Sale in Chandivali Mumbai,2 Cr,731 sqft,https://www.magicbricks.com/mahindra-alcove-chandivali-mumbai-pdpid-4d4235323331393831,3,13,2025-08-12 11:41:02.606784,Posted: Yesterday,2025-08-11 12:00:00,2,,2 BHK,Semi-Furnished,12 out of 17,,Mahindra Alcove,,,,,Resale,,78.9,[],True
1 BHK Apartment for Sale in Nalasopara East Mumbai,37 Lac,482 sqft,https://www.magicbricks.com/sai-crystal-empire-nalasopara-east-mumbai-pdpid-4d4235323331383835,3,14,2025-08-12 11:41:02.608938,Posted: Yesterday,2025-08-11 12:00:00,2,,1 BHK,Semi-Furnished,6 out of 14,,Sai Crystal Empire,Ready to Move,,,,Resale,,84.2,[],True
1 BHK Apartment for Sale in Nalasopara East Mumbai,38 Lac,475 sqft,https://www.magicbricks.com/sai-crystal-empire-nalasopara-east-mumbai-pdpid-4d4235323331383835,3,15,2025-08-12 11:41:02.610526,Posted: Yesterday,2025-08-11 12:00:00,1,,1 BHK,Unfurnished,10 out of 15,,Sai Crystal Empire,Ready to Move,,,,Resale,,84.2,[],True
2 BHK Apartment for Sale in Vasai West Mumbai,75 Lac,726 sqft,https://www.magicbricks.com/dattani-village-building-no-2-vasai-west-mumbai-pdpid-4d4235323331343337,3,16,2025-08-12 11:41:02.612011,Posted: Yesterday,2025-08-11 12:00:00,2,,2 BHK,Semi-Furnished,1 out of 7,,Dattani Village Building No 2,Ready to Move,,,,Resale,,84.2,[],True
2 BHK Apartment for Sale in Naigaon East Mumbai,65 Lac,641 sqft,https://www.magicbricks.com/navkar-city-phase-2-naigaon-east-mumbai-pdpid-4d4235323331333631,3,17,2025-08-12 11:41:02.613734,Posted: Yesterday,2025-08-11 12:00:00,2,,2 BHK,Semi-Furnished,8 out of 15,,Navkar City Phase 2,Ready to Move,,,,Resale,,84.2,[],True
2 BHK Apartment for Sale in Andheri West Mumbai,1.60 Cr,680 sqft,https://www.magicbricks.com/sagar-caspian-andheri-west-mumbai-pdpid-4d4235323235373733,3,18,2025-08-12 11:41:02.615107,Posted: Yesterday,2025-08-11 12:00:00,2,,2 BHK,Unfurnished,4 out of 8,,Sagar Caspian,Ready to Move,,,,Resale,,84.2,[],True
3 BHK Apartment for Sale in Andheri West Mumbai,2.10 Cr,972 sqft,https://www.magicbricks.com/sagar-caspian-andheri-west-mumbai-pdpid-4d4235323235373733,3,19,2025-08-12 11:41:02.616395,Posted: Yesterday,2025-08-11 12:00:00,3,,3 BHK,Unfurnished,7 out of 7,,Sagar Caspian,Ready to Move,,,,Resale,,84.2,[],True
1 BHK Apartment for Sale in Mulund East Mumbai,1.10 Cr,360 sqft,https://www.magicbricks.com/neelam-nagar-11-d-chs-ltd-mulund-east-mumbai-pdpid-4d4235323235373333,3,20,2025-08-12 11:41:02.617700,Posted: Yesterday,2025-08-11 12:00:00,1,,1 BHK,Furnished,3 out of 8,,Neelam Nagar 11 D CHS Ltd,Ready to Move,,,,Resale,,84.2,[],True
2 BHK Apartment for Sale in Andheri East Mumbai,1.85 Cr,1008 sqft,https://www.magicbricks.com/poonam-jewel-andheri-east-mumbai-pdpid-4d4235323134313033,3,21,2025-08-12 11:41:02.619018,Posted: Yesterday,2025-08-11 12:00:00,2,,2 BHK,Furnished,6 out of 6,,Poonam jewel,Ready to Move,,,,Resale,,84.2,[],True
2 BHK Apartment for Sale in Mira Road East Mumbai,95 Lac,765 sqft,https://www.magicbricks.com/jp-north-barcelona-mira-road-east-mumbai-pdpid-4d4235323335353037,3,23,2025-08-12 11:41:02.621135,Posted: Yesterday,2025-08-11 12:00:00,6,,2 BHK,Unfurnished,17 out of 25,,JP North Barcelona,Ready to Move,,,,Resale,,84.2,[],True
2 BHK Apartment for Sale in Mira Road East Mumbai,95 Lac,765 sqft,https://www.magicbricks.com/jp-north-barcelona-mira-road-east-mumbai-pdpid-4d4235323335353037,3,24,2025-08-12 11:41:02.622588,Posted: Yesterday,2025-08-11 12:00:00,6,,2 BHK,Unfurnished,17 out of 25,,JP North Barcelona,Ready to Move,,,,Resale,,84.2,[],True
1 BHK Apartment for Sale in Mira Road East Mumbai,63 Lac,557 sqft,https://www.magicbricks.com/jp-north-barcelona-mira-road-east-mumbai-pdpid-4d4235323335353037,3,25,2025-08-12 11:41:02.624090,Posted: Yesterday,2025-08-11 12:00:00,1,,1 BHK,Unfurnished,Upper Basement out of 25,,JP North Barcelona,Ready to Move,,,,Resale,,84.2,[],True
