title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking,data_quality_score,validation_issues,is_valid
3 BHK Apartment for Sale in Sector 113 Gurgaon,2.80 Cr,1124 sqft,https://www.magicbricks.com/tata-la-vida-sector-113-gurgaon-pdpid-4d4235303932303330,7,17,2025-08-12 17:50:19.290192,Updated 8 hours ago,2025-08-12 09:50:19.289222,3,3,3 BHK,Semi-Furnished,5 out of 11,,Tata La Vida,Ready to Move,South -West,"1 Covered,",Freehold,Resale,"Garden/Park, Pool, Main Road",110.5,[],True
4 BHK Apartment for Sale in Sector 70 Gurgaon,4.42 Cr,1858 sqft,https://www.magicbricks.com/tulip-crimson-sector-70-gurgaon-pdpid-4d4235343233353339,7,18,2025-08-12 17:50:19.292079,Updated 3 days ago,2025-08-09 17:50:19.290751,4,3,4 BHK,Unfurnished,6 out of 25,,Tulip Crimson,,,,,Resale,,84.2,[],True
3 BHK Apartment for Sale in Sector 69 Gurgaon,2.40 Cr,1034 sqft,https://www.magicbricks.com/tulip-yellow-sector-69-gurgaon-pdpid-4d4235313330303431,7,19,2025-08-12 17:50:19.293729,Updated today,2025-08-12 12:00:00.000000,3,3,3 BHK,Unfurnished,12 out of 26,,Tulip Yellow,,North - East,1 Covered,Freehold,Resale,"Garden/Park, Pool, Main Road",105.3,[],True
5 BHK Villa for Sale in Sector 109 Gurgaon,9 Cr,270 sqyrd,https://www.magicbricks.com/sobha-international-city-sector-109-gurgaon-pdpid-4d4235303130343136,7,21,2025-08-12 17:50:19.295544,Updated yesterday,2025-08-11 12:00:00.000000,5,5,5 BHK,Semi-Furnished,,,Sobha International City,Ready to Move,,,,Resale,,84.2,[],True
3 BHK Apartment for Sale in Sector 33 Gurgaon,2.65 Cr,1875 sqft,https://www.magicbricks.com/jmd-gardens-sector-33-gurgaon-pdpid-4d4235303238333633,7,22,2025-08-12 17:50:19.297615,Updated 1 week ago,2025-08-05 17:50:19.296106,4,4,3 BHK,Semi-Furnished,12 out of 17,,JMD Gardens,Ready to Move,North,,,Resale,Garden/Park,100.0,[],True
3 BHK Apartment for Sale in Sector 108 Gurgaon,1.67 Cr,1833 sqft,https://www.magicbricks.com/raheja-vedaanta-sector-108-gurgaon-pdpid-4d4235303130333431,7,23,2025-08-12 17:50:19.300433,Updated 4 days ago,2025-08-08 17:50:19.298705,3,3,3 BHK,Semi-Furnished,17 out of 19,,Raheja Vedaanta,Ready to Move,,,,Resale,,89.5,[],True
2 BHK Apartment for Sale in Sector 106 Gurgaon,28 Lac,550 sqft,https://www.magicbricks.com/chd-106-golf-avenue-sector-106-gurgaon-pdpid-4d4235303031383338,7,24,2025-08-12 17:50:19.304144,Updated 1 week ago,2025-08-05 17:50:19.301608,2,1,2 BHK,Semi-Furnished,1 out of 4,,CHD 106 Golf Avenue,Ready to Move,North - West,1 Covered,,Resale,Main Road,105.3,[],True
2 BHK Apartment for Sale in Sector 89 Gurgaon,1.75 Cr,71 sqm,https://www.magicbricks.com/godrej-zenith-sector-89-gurgaon-pdpid-4d4235343139383731,7,25,2025-08-12 17:50:19.306928,Updated 5 days ago,2025-08-07 17:50:19.305885,2,3,2 BHK,Semi-Furnished,17 out of 20,,GODREJ ZENITH,,East,,Freehold,Resale,Main Road,100.0,[],True
3 BHK Builder Floor for Sale in Sector 48 Gurgaon,2.20 Cr,240 sqyrd,https://www.magicbricks.com/vipul-world-sector-48-gurgaon-pdpid-4d4235303030303134,7,26,2025-08-12 17:50:19.308337,Updated 4 days ago,2025-08-08 17:50:19.307474,3,2,3 BHK,Semi-Furnished,1 out of 3,,Vipul World,Ready to Move,,,,Resale,Garden/Park,94.7,[],True
3 BHK Apartment for Sale in Sector 112 Gurgaon,4.30 Cr,1800 sqft,https://www.magicbricks.com/tata-gurgaon-gateway-sector-112-gurgaon-pdpid-4d4235303239353935,7,30,2025-08-12 17:50:19.311969,Updated 1 week ago,2025-08-05 17:50:19.311078,4,3,3 BHK,Semi-Furnished,9 out of 21,,Tata Gurgaon Gateway,Ready to Move,,,,Resale,Garden/Park,94.7,[],True
"3 BHK Apartment for Sale in Orchid Island, Sector 51, Sohna Road Gurgaon",3.25 Cr,1550 sqft,https://www.magicbricks.com/orchid-island-orchid-island-gurgaon-pdpid-4d4235323035313539,8,2,2025-08-12 17:50:23.987685,Updated 1 week ago,2025-08-05 17:50:23.986652,4,,3 BHK,Semi-Furnished,Ground out of 2,,Orchid Island,Ready to Move,,,Freehold,Resale,,89.5,[],True
3 BHK House for Sale in Sector 52 Gurgaon,6.75 Cr,1500 sqft,https://www.magicbricks.com/ardee-city-sector-52-gurgaon-pdpid-4d4235303031313834,8,3,2025-08-12 17:50:23.989041,Updated 1 week ago,2025-08-05 17:50:23.988240,3,2,3 BHK,Furnished,,,Ardee City,Ready to Move,,,,Resale,,84.2,[],True
3 BHK Apartment for Sale in Sector 48 Gurgaon,2.80 Cr,1935 sqft,https://www.magicbricks.com/parsvnath-green-ville-sector-48-gurgaon-pdpid-4d4235303030353530,8,16,2025-08-12 17:50:23.995564,Updated 7 days ago,2025-08-05 17:50:23.994663,3,3,3 BHK,Furnished,Ground out of 11,,Parsvnath Green Ville,Ready to Move,,,,Resale,,89.5,[],True
"2 BHK Apartment for Sale in Behrampur Village, Sector 71, Sohna Road Gurgaon",73.8 Lac,1198 sqft,https://www.magicbricks.com/chd-avenue-71-behrampur-village-gurgaon-pdpid-4d4235303233303330,8,17,2025-08-12 17:50:23.996991,"Posted: Aug 05, '25",,2,,2 BHK,Semi-Furnished,,,CHD Avenue 71,Ready to Move,,,,Resale,,73.7,[],True
"3 BHK Apartment for Sale in Behrampur Village, Sector 71, Sohna Road Gurgaon",1.11 Cr,1802 sqft,https://www.magicbricks.com/chd-avenue-71-behrampur-village-gurgaon-pdpid-4d4235303233303330,8,18,2025-08-12 17:50:23.999200,"Posted: Aug 05, '25",,3,,3 BHK,Unfurnished,,,CHD Avenue 71,Ready to Move,,,,Resale,,73.7,[],True
"4 BHK Apartment for Sale in Behrampur Village, Sector 71, Sohna Road Gurgaon",1.35 Cr,2193 sqft,https://www.magicbricks.com/chd-avenue-71-behrampur-village-gurgaon-pdpid-4d4235303233303330,8,19,2025-08-12 17:50:24.000503,"Posted: Aug 05, '25",,3,,4 BHK,Semi-Furnished,,,CHD Avenue 71,Ready to Move,,,,Resale,,73.7,[],True
"2 BHK Apartment for Sale in Tikri, Sector 48, Sohna Road Gurgaon",84.7 Lac,850 sqft,https://www.magicbricks.com/vipul-world-floors-tikri-gurgaon-pdpid-4d4235313639393431,8,22,2025-08-12 17:50:24.002712,"Posted: Aug 05, '25",,2,,2 BHK,Semi-Furnished,Carpet Area850 sqftStatusReady to MoveTransactionResaleFurnishingSemi-FurnishedSocietyVipul World FloorsBathroom2,,Vipul World Floors,Ready to Move,,,,Resale,,78.9,[],True
"3 BHK Apartment for Sale in Tikri, Sector 48, Sohna Road Gurgaon",2.82 Cr,3325 sqft,https://www.magicbricks.com/central-park-2-tikri-gurgaon-pdpid-4d4235303137343035,8,23,2025-08-12 17:50:24.004525,"Posted: Aug 05, '25",,3,,3 BHK,Furnished,,,Central Park 2,Ready to Move,,,,Resale,,73.7,[],True
5 BHK Builder Floor for Sale in Surya Vihar Sector 21 Gurgaon,1.48 Cr,2500 sqft,https://www.magicbricks.com/mittal-surya-vihar-surya-vihar-sector-21-gurgaon-pdpid-4d4235303635383132,8,27,2025-08-12 17:50:24.007285,"Posted: Aug 05, '25",,5,,5 BHK,Furnished,,,Mittal Surya Vihar,Ready to Move,,,,Resale,,73.7,[],True
3 BHK Builder Floor for Sale in DLF Cyber City Gurgaon,2.23 Cr,2500 sqft,https://www.magicbricks.com/dlf-city-plot-phase-2-cyber-city-gurgaon-pdpid-4d4235303934333039,8,29,2025-08-12 17:50:24.008905,"Posted: Aug 05, '25",,3,,3 BHK,Semi-Furnished,,,DLF City Plot Phase 2,Ready to Move,,,,Resale,,73.7,[],True
3 BHK Builder Floor for Sale in Sector 50 Gurgaon,2.90 Cr,1270 sqft,https://www.magicbricks.com/unitech-woodstock-floors-sector-50-gurgaon-pdpid-4d4235303130353137,9,1,2025-08-12 17:50:30.725957,Updated 3 days ago,2025-08-09 17:50:30.724916,3,,3 BHK,Semi-Furnished,Super Area1270 sqftStatusReady to MoveFloor1 out of 3TransactionResaleFurnishingSemi-FurnishedSocietyUnitech Woodstock FloorsBathroom3,,Unitech Woodstock Floors,Ready to Move,,,,Resale,,84.2,[],True
4 BHK Apartment for Sale in Rail Vihar Sector 56 Gurgaon,66.4 Lac,1850 sqft,https://www.magicbricks.com/rail-vihar-rail-vihar-gurgaon-pdpid-4d4235313732313131,9,5,2025-08-12 17:50:30.728477,"Posted: Aug 05, '25",,3,,4 BHK,Semi-Furnished,,,Rail Vihar,Ready to Move,,,,Resale,,73.7,[],True
3 BHK Apartment for Sale in Sarswati Kunj 2 Gurgaon,87.9 Lac,2450 sqft,https://www.magicbricks.com/adhunik-society-sarswati-kunj-ii-gurgaon-pdpid-4d4235303635393138,9,8,2025-08-12 17:50:30.730497,"Posted: Aug 05, '25",,3,,3 BHK,Semi-Furnished,,,Adhunik Society,Ready to Move,,,,Resale,,73.7,[],True
"3 BHK Apartment for Sale in Tikri, Sector 48, Sohna Road Gurgaon",2.37 Cr,2800 sqft,https://www.magicbricks.com/central-park-2-tikri-gurgaon-pdpid-4d4235303137343035,9,10,2025-08-12 17:50:30.732268,"Posted: Aug 05, '25",,3,,3 BHK,Unfurnished,,,Central Park 2,Ready to Move,,,,Resale,,73.7,[],True
3 BHK Apartment for Sale in Sector 79 Gurgaon,1.35 Cr,1945 sqft,https://www.magicbricks.com/supertech-araville-sector-79-gurgaon-pdpid-4d4235303137353233,9,15,2025-08-12 17:50:30.735309,Updated 1 week ago,2025-08-05 17:50:30.734418,3,1,3 BHK,Unfurnished,2 out of 15,,Supertech Araville,Ready to Move,,,,Resale,"Garden/Park, Pool, Main Road",94.7,[],True
Studio Apartment for Sale in Sector 70 Gurgaon,38 Lac,240 sqft,https://www.magicbricks.com/gpl-eden-heights-sector-70-gurgaon-pdpid-4d4235303030393139,9,16,2025-08-12 17:50:30.736867,Updated 1 week ago,2025-08-05 17:50:30.735901,1,1,Studio,Furnished,1 out of 4,,Gpl Eden Heights,Ready to Move,North - East,,Freehold,Resale,Main Road,105.3,[],True
9 BHK House for Sale in Sushant Lok 1 Block E Gurgaon,4.03 Cr,375 sqyrd,https://www.magicbricks.com/ansal-sushant-lok-i-sushant-lok-1-block-e-gurgaon-pdpid-4d4235323836303037,9,19,2025-08-12 17:50:30.739028,"Posted: Aug 05, '25",,10,,9 BHK,Furnished,,,Ansal Sushant Lok I,Ready to Move,,,,Resale,,73.7,[],True
3 BHK Apartment for Sale in Sector 83 Gurgaon,2.15 Cr,1089 sqft,https://www.magicbricks.com/ss-cendana-sector-83-gurgaon-pdpid-4d4235343136383231,9,21,2025-08-12 17:50:30.742645,Updated 1 week ago,2025-08-05 17:50:30.740525,3,3,3 BHK,Unfurnished,33 out of 33,,SS Cendana,,North,101 Covered,Freehold,Resale,"Garden/Park, Main Road",105.3,[],True
3 BHK Builder Floor for Sale in Sector 88B Gurgaon,1.90 Cr,1550 sqft,https://www.magicbricks.com/vatika-xpressions-sector-88b-gurgaon-pdpid-4d4235303833383038,9,23,2025-08-12 17:50:30.745104,Updated 1 week ago,2025-08-05 17:50:30.743950,3,,3 BHK,Unfurnished,3 out of 3,,Vatika Xpressions,Ready to Move,East,2 Covered,,Resale,,94.7,[],True
1 BHK Apartment for Sale in Sector 111 Gurgaon,1.30 Cr,895 sqft,https://www.magicbricks.com/manor-one-kashish-sector-111-gurgaon-pdpid-4d4235303231333039,9,26,2025-08-12 17:50:30.747862,Updated 4 days ago,2025-08-08 17:50:30.746735,1,2,1 BHK,Furnished,14 out of 25,,Manor One Kashish,,East,1 Covered,Co-operative Society,Resale,"Garden/Park, Pool, Main Road",105.3,[],True
3 BHK Apartment for Sale in Sector 89A Gurgaon,2.55 Cr,1840 sqft,https://www.magicbricks.com/ats-marigold-sector-89a-gurgaon-pdpid-4d4235303233353433,9,27,2025-08-12 17:50:30.749528,Updated 1 week ago,2025-08-05 17:50:30.748542,3,5,3 BHK,Semi-Furnished,20 out of 22,,ATS Marigold,Ready to Move,East,,Freehold,New Property,"Garden/Park, Pool",105.3,[],True
3 BHK Apartment for Sale in Sector 90 Gurgaon,2.18 Cr,1500 sqft,https://www.magicbricks.com/dlf-regal-gardens-sector-90-gurgaon-pdpid-4d4235303238333839,9,28,2025-08-12 17:50:30.751380,Updated 1 week ago,2025-08-05 17:50:30.750324,3,3,3 BHK,Semi-Furnished,27 out of 29,,DLF Regal Gardens,Ready to Move,North - East,1 Covered,Freehold,Resale,"Garden/Park, Pool",110.5,[],True
"3 BHK Apartment for Sale in Sector 37D, Delhi Gurgaon Expressway Gurgaon",1.51 Cr,771 sqft,https://www.magicbricks.com/signature-global-city-37d-sector-37d-gurgaon-pdpid-4d4235323933343339,9,29,2025-08-12 17:50:30.752772,Updated yesterday,2025-08-11 12:00:00.000000,3,3,3 BHK,Unfurnished,4 out of 4,,Signature Global City 37D,Ready to Move,,,,Resale,,89.5,[],True
3 BHK Apartment for Sale in Sector 66 Gurgaon,4 Cr,2900 sqft,https://www.magicbricks.com/smartworld-the-edition-sector-66-gurgaon-pdpid-4d4235343137383733,9,30,2025-08-12 17:50:30.754245,Updated 5 days ago,2025-08-07 17:50:30.753284,3,,3 BHK,Furnished,17 out of 41,,Smartworld The Edition,,North,2 Covered,Freehold,Resale,"Pool, Garden/Park",100.0,[],True
3 BHK Builder Floor for Sale in Sector 36 Sohna Gurgaon,1.30 Cr,1120 sqft,https://www.magicbricks.com/signature-global-park-4-and-5-sohna-sector-36-gurgaon-pdpid-4d4235323036343435,10,2,2025-08-12 17:50:37.099569,Updated 7 days ago,2025-08-05 17:50:37.098495,2,4,3 BHK,Unfurnished,2 out of 4,,Signature Global Park 4 and 5,Ready to Move,East,1 Covered,Freehold,Resale,Main Road,110.5,[],True
1 BHK Apartment for Sale in Sector 95 Gurgaon,36.8 Lac,366 sqft,https://www.magicbricks.com/rof-ananda-sector-95-gurgaon-pdpid-4d4235303936373533,10,3,2025-08-12 17:50:37.100994,Updated 1 week ago,2025-08-05 17:50:37.100117,1,1,1 BHK,Unfurnished,6 out of 15,,Rof Ananda,Ready to Move,,,,Resale,,89.5,[],True
3 BHK Apartment for Sale in Sector 103 Gurgaon,3.90 Cr,1948 sqft,https://www.magicbricks.com/godrej-vrikshya-sector-103-gurgaon-pdpid-4d4235343232353835,10,5,2025-08-12 17:50:37.103150,Updated 6 days ago,2025-08-06 17:50:37.102132,2,2,3 BHK,Unfurnished,12 out of 32,,Godrej Vrikshya,,East,,Co-operative Society,Resale,"Garden/Park, Pool, Main Road",100.0,[],True
2 BHK Apartment for Sale in Sector 89 Gurgaon,1.30 Cr,1196 sqft,https://www.magicbricks.com/smart-world-gems-sector-89-gurgaon-pdpid-4d4235333234333739,10,6,2025-08-12 17:50:37.104862,Updated 1 week ago,2025-08-05 17:50:37.103790,2,2,2 BHK,Unfurnished,4 out of 4,,Smart World Gems,Ready to Move,North - East,,Freehold,Resale,"Garden/Park, Pool",105.3,[],True
"3 BHK Apartment for Sale in Uppal Southend, Sector 49, Sohna Road Gurgaon",5.25 Cr,2514 sqft,https://www.magicbricks.com/godrej-aristocrat-uppal-southend-gurgaon-pdpid-4d4235343138383333,10,7,2025-08-12 17:50:37.106552,Updated yesterday,2025-08-11 12:00:00.000000,3,4,3 BHK,Semi-Furnished,5 out of 31,,Godrej Aristocrat,,North,2 Covered,Freehold,Resale,Main Road,105.3,[],True
4 BHK Apartment for Sale in Sector 110 Gurgaon,4.90 Cr,3400 sqft,https://www.magicbricks.com/indiabulls-enigma-sector-110-gurgaon-pdpid-4d4235303231373033,10,8,2025-08-12 17:50:37.108546,Updated yesterday,2025-08-11 12:00:00.000000,4,3,4 BHK,Semi-Furnished,15 out of 22,,Indiabulls Enigma,Ready to Move,East,,Freehold,Resale,Main Road,105.3,[],True
3 BHK Builder Floor for Sale in Sector 49 Gurgaon,97.8 Lac,1650 sqft,https://www.magicbricks.com/southend-floors-sector-49-gurgaon-pdpid-4d4235303130343331,10,10,2025-08-12 17:50:37.110424,"Posted: Aug 05, '25",,3,,3 BHK,Semi-Furnished,Super Area1650 sqftStatusReady to MoveTransactionResaleFurnishingSemi-FurnishedSocietySouthend FloorsBathroom3,,Southend Floors,Ready to Move,,,,Resale,,78.9,[],True
3 BHK Apartment for Sale in Golf Course Extension Road Gurgaon,4.78 Cr,2165 sqft,https://www.magicbricks.com/ireo-the-grand-arch-golf-course-extension-road-gurgaon-pdpid-4d4235303231363439,10,11,2025-08-12 17:50:37.112079,Updated 1 week ago,2025-08-05 17:50:37.111157,4,2,3 BHK,Semi-Furnished,28 out of 29,,Ireo The Grand Arch,Ready to Move,North,,Freehold,Resale,Garden/Park,105.3,[],True
3 BHK Apartment for Sale in Sector 92 Gurgaon,1.40 Cr,1100 sqft,https://www.magicbricks.com/signature-global-city-92-sector-92-gurgaon-pdpid-4d4235333132373533,10,12,2025-08-12 17:50:37.113587,Updated yesterday,2025-08-11 12:00:00.000000,2,3,3 BHK,Semi-Furnished,4 out of 4,,Signature Global City 92,Ready to Move,East,,Freehold,New Property,Garden/Park,105.3,[],True
Plot/Land for Sale in Sohna Gurgaon,1.35 Cr,2979 sqft,https://www.magicbricks.com/gold-souk-golf-links-sohna-gurgaon-pdpid-4d4235303236333633,10,13,2025-08-12 17:50:37.114823,Updated yesterday,2025-08-11 12:00:00.000000,,,Plot,,,,Gold Souk Golf Links,,,,Freehold,Resale,,68.4,[],True
2 BHK Apartment for Sale in Sohna Gurgaon,32 Lac,625 sqft,https://www.magicbricks.com/hcbs-sports-ville-sohna-gurgaon-pdpid-4d4235303738353937,10,14,2025-08-12 17:50:37.117133,Updated 1 week ago,2025-08-05 17:50:37.115742,2,1,2 BHK,Unfurnished,13 out of 13,,HCBS Sports Ville,Ready to Move,,,,New Property,Garden/Park,94.7,[],True
3 BHK Apartment for Sale in Manesar Gurgaon,1.35 Cr,1957 sqft,https://www.magicbricks.com/dlf-express-greens-manesar-gurgaon-pdpid-4d4235303232373236,10,15,2025-08-12 17:50:37.118843,Updated 1 week ago,2025-08-05 17:50:37.117776,4,3,3 BHK,Semi-Furnished,18 out of 23,,DLF Express Greens,Ready to Move,West,"1 Covered,",Freehold,Resale,"Garden/Park, Main Road",110.5,[],True
2 BHK Apartment for Sale in Palam Vihar Gurgaon,1.18 Cr,800 sqft,https://www.magicbricks.com/cosmos-executive-apartment-palam-vihar-gurgaon-pdpid-4d4235303031303735,10,16,2025-08-12 17:50:37.120264,Updated 6 days ago,2025-08-06 17:50:37.119416,2,2,2 BHK,Unfurnished,1 out of 17,,Cosmos Executive Apartment,Ready to Move,,,,Resale,"Main Road, Garden/Park",94.7,[],True
4 BHK Apartment for Sale in Sector 67A Gurgaon,2.70 Cr,1825 sqft,https://www.magicbricks.com/4s-aradhya-homes-sector-67a-gurgaon-pdpid-4d4235323431393037,10,17,2025-08-12 17:50:37.122266,Updated 3 days ago,2025-08-09 17:50:37.120827,4,3,4 BHK,Semi-Furnished,4 out of 4,,4S Aradhya Homes,Ready to Move,South -West,"1 Covered,",Freehold,Resale,"Garden/Park, Main Road",110.5,[],True
3 BHK Apartment for Sale in Sector 83 Gurgaon,2.65 Cr,1900 sqft,https://www.magicbricks.com/emaar-palm-garden-sector-83-gurgaon-pdpid-4d4235303232343737,10,21,2025-08-12 17:50:37.131734,Updated 1 week ago,2025-08-05 17:50:37.128293,4,,3 BHK,Semi-Furnished,2 out of 13,,Emaar Palm Garden,Ready to Move,,,,Resale,,84.2,[],True
"Plot/Land for Sale in Om Vihar, Palam Vihar Extension, Old delhi gurgaon road Gurgaon",1.80 Cr,150 sqft,https://www.magicbricks.com/palam-vihar-om-vihar-gurgaon-pdpid-4d4235343039363235,10,23,2025-08-12 17:50:37.135035,Updated 1 week ago,2025-08-05 17:50:37.134250,,,Plot,,,,Palam Vihar,,,,,Resale,,63.2,[],True
3 BHK Apartment for Sale in Sector 69 Gurgaon,1.55 Cr,1000 sqft,https://www.magicbricks.com/tulip-white-sector-69-gurgaon-pdpid-4d4235303030313130,10,24,2025-08-12 17:50:37.136774,Updated 7 days ago,2025-08-05 17:50:37.135770,3,,3 BHK,Unfurnished,11 out of 11,,Tulip White,Ready to Move,West,1 Covered,Freehold,Other,Main Road,105.3,[],True
4 BHK Apartment for Sale in Sector 56 Gurgaon,2.49 Cr,1651 sqft,https://www.magicbricks.com/project-vigyan-vihar-sector-56-gurgaon-pdpid-4d4235303130333730,10,25,2025-08-12 17:50:37.138447,Updated 1 week ago,2025-08-05 17:50:37.137327,3,3,4 BHK,Unfurnished,1 out of 10,,Project Vigyan Vihar,Ready to Move,West,,Co-operative Society,Resale,Garden/Park,105.3,[],True
3 BHK Apartment for Sale in Sector 79 Gurgaon,1.65 Cr,1325 sqft,https://www.magicbricks.com/signature-global-city-79b-sector-79-gurgaon-pdpid-4d4235343137363037,10,26,2025-08-12 17:50:37.140580,Updated 7 days ago,2025-08-05 17:50:37.139204,3,2,3 BHK,Semi-Furnished,3 out of 4,,Signature Global City 79B,Ready to Move,East,1 Covered,Freehold,Resale,,105.3,[],True
2 BHK Apartment for Sale in Sector 22 Gurgaon,2.80 Cr,1380 sqft,https://www.magicbricks.com/ambience-creacions-sector-22-gurgaon-pdpid-4d4235303732313635,10,27,2025-08-12 17:50:37.142994,Updated 1 week ago,2025-08-05 17:50:37.141527,2,2,2 BHK,Semi-Furnished,7 out of 18,,Ambience Creacions,Ready to Move,,,,Resale,"Garden/Park, Pool, Main Road",94.7,[],True
3 BHK Apartment for Sale in Sector 113 Gurgaon,4.30 Cr,2080 sqft,https://www.magicbricks.com/m3m-mansion-sector-113-gurgaon-pdpid-4d4235343139383537,11,1,2025-08-12 17:50:42.663065,Updated 6 days ago,2025-08-06 17:50:42.662314,3,3,3 BHK,,,,M3M Mansion,,,,,Resale,,73.7,[],True
3 BHK Apartment for Sale in IMT Road Gurgaon,2.22 Cr,1930 sqft,https://www.magicbricks.com/dlf-skycourt-sector-86-gurgaon-pdpid-4d4235303232373337,11,3,2025-08-12 17:50:42.665178,Updated 1 week ago,2025-08-05 17:50:42.664252,3,3,3 BHK,Semi-Furnished,2 out of 19,,DLF Skycourt,Ready to Move,East,,Freehold,Resale,Garden/Park,105.3,[],True
Plot/Land for Sale in Dwarka Expressway Gurgaon,7.10 Cr,3222 sqft,https://www.magicbricks.com/experion-108-heights-dwarka-expressway-gurgaon-pdpid-4d4235313732373539,11,5,2025-08-12 17:50:42.666957,Updated 1 week ago,2025-08-05 17:50:42.666258,,,Plot,,,,Experion 108 Heights,,,,,Resale,Garden/Park,68.4,[],True
3 BHK Apartment for Sale in Sector 70 Gurgaon,2.25 Cr,1000 sqft,https://www.magicbricks.com/tulip-orange-sector-70-gurgaon-pdpid-4d4235303137313631,11,7,2025-08-12 17:50:42.669242,Updated 1 week ago,2025-08-05 17:50:42.668224,3,3,3 BHK,Semi-Furnished,9 out of 11,,Tulip Orange,Ready to Move,East,,Freehold,Resale,,100.0,[],True
"2 BHK Apartment for Sale in Rampura, Sector 78 Gurgaon",1.25 Cr,1621 sqft,https://www.magicbricks.com/raheja-revanta-rampura-gurgaon-pdpid-4d4235303139323336,11,9,2025-08-12 17:50:42.671399,Updated 1 week ago,2025-08-05 17:50:42.670413,2,,2 BHK,Semi-Furnished,24 out of 45,,Raheja Revanta,Ready to Move,East,,,Resale,Pool,94.7,[],True
5 BHK Apartment for Sale in Sector 85 Gurgaon,4.50 Cr,3000 sqft,https://www.magicbricks.com/ss-the-leaf-sector-85-gurgaon-pdpid-4d4235303137373034,11,10,2025-08-12 17:50:42.673078,Updated 1 week ago,2025-08-05 17:50:42.672004,5,4,5 BHK,Furnished,1 out of 24,,SS The Leaf,Ready to Move,West,2 Covered,,Resale,"Garden/Park, Pool",105.3,[],True
4 BHK Apartment for Sale in Sector 50 Gurgaon,4.50 Cr,2337 sqft,https://www.magicbricks.com/unitech-woodstock-floors-sector-50-gurgaon-pdpid-4d4235303130353137,11,11,2025-08-12 17:50:42.675198,Updated 5 days ago,2025-08-07 17:50:42.674077,6,2,4 BHK,Semi-Furnished,Carpet Area2337 sqftStatusReady to MoveFloor1 out of 3TransactionResaleFurnishingSemi-FurnishedfacingEastoverlookingGarden/ParkSocietyUnitech Woodstock FloorsOwnershipFreeholdBathroom6Balcony2,,Unitech Woodstock Floors,Ready to Move,East,,Freehold,Resale,Garden/Park,105.3,[],True
2 BHK Apartment for Sale in Sector 81 Gurgaon,1.20 Cr,1075 sqft,https://www.magicbricks.com/signature-global-city-81-sector-81-gurgaon-pdpid-4d4235333038323735,11,12,2025-08-12 17:50:42.677174,Updated 7 days ago,2025-08-05 17:50:42.675780,2,3,2 BHK,Furnished,2 out of 4,,Signature Global City 81,Ready to Move,North - East,1 Covered,Freehold,Resale,"Garden/Park, Pool",110.5,[],True
2 BHK Apartment for Sale in Sector 83 Gurgaon,1.25 Cr,1100 sqft,https://www.magicbricks.com/vatika-inxt-emilia-floors-sector-83-gurgaon-pdpid-4d4235323835303733,11,14,2025-08-12 17:50:42.679688,Updated 1 week ago,2025-08-05 17:50:42.678506,2,2,2 BHK,Furnished,Carpet Area1100 sqftStatusReady to MoveFloor3 out of 4TransactionResaleFurnishingFurnishedfacingEastoverlookingGarden/ParkSocietyVatika INXT Emilia FloorsOwnershipFreeholdBathroom2Balcony2,,Vatika INXT Emilia Floors,Ready to Move,East,,Freehold,Resale,Garden/Park,105.3,[],True
2 BHK Apartment for Sale in Sector 113 Gurgaon,2.34 Cr,1377 sqft,https://www.magicbricks.com/smartworld-one-dxp-sector-113-gurgaon-pdpid-4d4235333930333339,11,17,2025-08-12 17:50:42.682422,Updated 5 days ago,2025-08-07 17:50:42.681301,2,,2 BHK,Unfurnished,4 out of 29,,Smartworld One DXP,Ready to Move,,,Freehold,Resale,,89.5,[],True
3 BHK Builder Floor for Sale in Sector 57 Gurgaon,2.20 Cr,150 sqyrd,https://www.magicbricks.com/ansals-sushant-floors-sector-57-gurgaon-pdpid-4d4235323835313537,11,18,2025-08-12 17:50:42.684387,Updated 1 week ago,2025-08-05 17:50:42.683055,2,2,3 BHK,Semi-Furnished,Carpet Area150 sqyrdStatusReady to MoveFloorGround out of 3TransactionResaleFurnishingSemi-FurnishedfacingEastSocietyAnsals Sushant FloorsOwnershipFreeholdBathroom2Balcony2,,Ansals Sushant Floors,Ready to Move,East,,Freehold,Resale,,100.0,[],True
"2 BHK Apartment for Sale in Ullahawas, Sector 61, Golf Course Extension Road Gurgaon",2.05 Cr,785 sqft,https://www.magicbricks.com/smartworld-orchard-ullahawas-gurgaon-pdpid-4d4235333234323439,11,20,2025-08-12 17:50:42.686787,Updated 1 week ago,2025-08-05 17:50:42.685969,2,2,2 BHK,Semi-Furnished,2 out of 4,,Smartworld Orchard,,,,,Resale,,84.2,[],True
3 BHK Apartment for Sale in Sector 83 Gurgaon,1.25 Cr,1750 sqft,https://www.magicbricks.com/vatika-lifestyle-homes-sector-83-gurgaon-pdpid-4d4235303136383535,11,21,2025-08-12 17:50:42.688056,Updated 1 week ago,2025-08-05 17:50:42.687326,2,,3 BHK,Semi-Furnished,6 out of 14,,Vatika Lifestyle Homes,Ready to Move,,,,Resale,,84.2,[],True
