title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking,data_quality_score,validation_issues,is_valid
4 BHK Apartment for Sale in Sector 63 Gurgaon,7.25 Cr,2800 sqft,https://www.magicbricks.com/the-sixty-three-sector-63-gurgaon-pdpid-4d4235333934323635,2,14,2025-08-12 11:02:22.532232,Updated 6 hours ago,2025-08-12 05:02:22.530855,5,4,4 BHK,Furnished,20 out of 40,,THE SIXTY THREE,,North - East,3 Covered,Freehold,Resale,Garden/Park,105.3,[],True
3 BHK Apartment for Sale in Sector 70A Gurgaon,2.90 Cr,1830 sqft,https://www.magicbricks.com/paras-irene-sector-70a-gurgaon-pdpid-4d4235303139373534,2,18,2025-08-12 11:02:22.535537,Updated 6 hours ago,2025-08-12 05:02:22.534569,2,4,3 BHK,Semi-Furnished,6 out of 15,,Paras Irene,Ready to Move,Read more,2 Covered,Freehold,Resale,,105.3,[],True
4 BHK Apartment for Sale in Sector 112 Gurgaon,8 Cr,4800 sqft,https://www.magicbricks.com/experion-windchants-sector-112-gurgaon-pdpid-4d4235303232333739,2,19,2025-08-12 11:02:22.537345,Updated 6 hours ago,2025-08-12 05:02:22.536342,4,3,4 BHK,Semi-Furnished,15 out of 25,,Experion Windchants,Ready to Move,East,3 Covered,Freehold,Resale,"Garden/Park, Pool, Main Road",110.5,[],True
3 BHK Apartment for Sale in Dwarka Expressway Gurgaon,2.60 Cr,2066 sqft,https://www.magicbricks.com/godrej-oasis-dwarka-expressway-gurgaon-pdpid-4d4235303431363339,2,20,2025-08-12 11:02:22.539067,Updated 6 hours ago,2025-08-12 05:02:22.537946,3,4,3 BHK,Semi-Furnished,11 out of 18,,Godrej Oasis,Ready to Move,Read more,2 Covered,Freehold,Resale,Garden/Park,110.5,[],True
3 BHK Apartment for Sale in Sector 84 Gurgaon,1.95 Cr,14009 sqft,https://www.magicbricks.com/ss-almeria-sector-84-gurgaon-pdpid-4d4235303137373033,2,21,2025-08-12 11:02:22.540549,Updated 6 hours ago,2025-08-12 05:02:22.539574,3,2,3 BHK,Furnished,2 out of 3,,SS Almeria,Ready to Move,Read more,,,Resale,,94.7,[],True
4 BHK Apartment for Sale in Sector 106 Gurgaon,5.70 Cr,1692 sqft,https://www.magicbricks.com/elan-the-presidential-sector-106-gurgaon-pdpid-4d4235333737333031,2,22,2025-08-12 11:02:22.542083,Updated 6 hours ago,2025-08-12 05:02:22.541107,5,3,4 BHK,Semi-Furnished,22 out of 32,,Elan The Presidential,,East,2 Covered,Freehold,Resale,"Garden/Park, Pool, Main Road",105.3,[],True
"4 BHK Apartment for Sale in Fazilpur Jharsa, Sector 72, Sohna Road Gurgaon",6 Cr,2080 sqft,https://www.magicbricks.com/tata-primanti-fazilpur-jharsa-gurgaon-pdpid-4d4235303030313431,2,24,2025-08-12 11:02:22.544339,Updated 5 hours ago,2025-08-12 06:02:22.543116,4,4,4 BHK,Semi-Furnished,19 out of 38,,Tata Primanti,Ready to Move,North - East,2 Covered,Freehold,Resale,Garden/Park,110.5,[],True
"4 BHK Builder Floor for Sale in Malibu Town, Sector 47 Gurgaon",6.50 Cr,3600 sqft,https://www.magicbricks.com/modern-luxurious-floors-at-malibu-town-malibu-town-gurgaon-pdpid-4d4235343232393333,2,25,2025-08-12 11:02:22.546140,Updated 6 hours ago,2025-08-12 05:02:22.545087,5,3,4 BHK,Furnished,"Carpet Area3600 sqftStatusReady to MoveFloor4 out of 4TransactionResaleFurnishingFurnishedfacingNorth - WestoverlookingGarden/Park, Main Road, PoolSocietyModern Luxurious Floors at Malibu TownOwnershipFreeholdCar Parking3 Covered,Bathroom5Balcony3",,Modern Luxurious Floors at Malibu Town,Ready to Move,North - West,"3 Covered,",Freehold,Resale,"Garden/Park, Main Road, Pool",110.5,[],True
3 BHK Apartment for Sale in Sector 69 Gurgaon,2.30 Cr,1200 sqft,https://www.magicbricks.com/tulip-yellow-sector-69-gurgaon-pdpid-4d4235313330303431,2,26,2025-08-12 11:02:22.547618,Updated 6 hours ago,2025-08-12 05:02:22.546706,3,3,3 BHK,Unfurnished,13 out of 26,,Tulip Yellow,,East,,Freehold,Resale,,94.7,[],True
4 BHK Apartment for Sale in Sector 90 Gurgaon,3.30 Cr,1800 sqft,https://www.magicbricks.com/dlf-regal-gardens-sector-90-gurgaon-pdpid-4d4235303238333839,2,28,2025-08-12 11:02:22.549435,Updated 5 hours ago,2025-08-12 06:02:22.548591,3,,4 BHK,Semi-Furnished,7 out of 11,,DLF Regal Gardens,Ready to Move,North,,Freehold,Resale,,94.7,[],True
3 BHK Apartment for Sale in Sector 112 Gurgaon,3.80 Cr,2520 sqft,https://www.magicbricks.com/tata-gurgaon-gateway-sector-112-gurgaon-pdpid-4d4235303239353935,2,29,2025-08-12 11:02:22.551067,Updated 5 hours ago,2025-08-12 06:02:22.550014,3,3,3 BHK,Semi-Furnished,13 out of 23,,Tata Gurgaon Gateway,Ready to Move,,,,Resale,Main Road,94.7,[],True
2 BHK Apartment for Sale in Sector 68 Gurgaon,1.50 Cr,800 sqft,https://www.magicbricks.com/m3m-marina-sector-68-gurgaon-pdpid-4d4235303732323235,2,30,2025-08-12 11:02:22.552776,Updated 6 hours ago,2025-08-12 05:02:22.551848,2,,2 BHK,Furnished,15 out of 21,,M3M Marina,Ready to Move,,1 Covered,Freehold,Resale,Garden/Park,100.0,[],True
4 BHK Apartment for Sale in Sector 66 Gurgaon,4.50 Cr,1900 sqft,https://www.magicbricks.com/emaar-palm-terraces-select-sector-66-gurgaon-pdpid-4d4235303031383336,3,1,2025-08-12 11:02:27.273591,Updated today,2025-08-12 12:00:00.000000,4,4,4 BHK,Furnished,4 out of 15,,Emaar Palm Terraces Select,Ready to Move,East,1 Covered,,Resale,Garden/Park,105.3,[],True
3 BHK Apartment for Sale in Sector 65 Gurgaon,3.25 Cr,1650 sqft,https://www.magicbricks.com/emaar-emerald-hills-sector-65-gurgaon-pdpid-4d4235303232343738,3,2,2025-08-12 11:02:27.275556,Updated 5 hours ago,2025-08-12 06:02:27.274339,3,2,3 BHK,Semi-Furnished,5 out of 5,,Emaar Emerald Hills,Ready to Move,East,"1 Covered,",Freehold,New Property,,105.3,[],True
2 BHK Apartment for Sale in Sector 102 Gurgaon,73.5 Lac,605 sqft,https://www.magicbricks.com/suncity-avenue-102-sector-102-gurgaon-pdpid-4d4235303836353731,3,5,2025-08-12 11:02:27.278740,Updated today,2025-08-12 12:00:00.000000,2,1,2 BHK,Furnished,6 out of 12,,Suncity Avenue 102,Ready to Move,,,,Resale,,89.5,[],True
3 BHK Apartment for Sale in Sector 66 Gurgaon,4.30 Cr,1996 sqft,https://www.magicbricks.com/emaar-the-palm-drive-sector-66-gurgaon-pdpid-4d4235303232343832,3,6,2025-08-12 11:02:27.280450,Updated 1 hour ago,2025-08-12 10:02:27.279381,3,3,3 BHK,Unfurnished,3 out of 3,,Emaar The Palm Drive,Ready to Move,Read more,2 Covered,Freehold,Resale,"Garden/Park, Pool",110.5,[],True
2 BHK Apartment for Sale in Sector 68 Gurgaon,1.10 Cr,800 sqft,https://www.magicbricks.com/supertech-hues-sector-68-gurgaon-pdpid-4d4235303430323034,3,8,2025-08-12 11:02:27.282814,Updated 1 hour ago,2025-08-12 10:02:27.281553,2,2,2 BHK,Unfurnished,1 out of 24,,Supertech Hues,Ready to Move,North,"1 Covered,",Freehold,Resale,,105.3,[],True
3 BHK Apartment for Sale in Sector 79 Gurgaon,2.04 Cr,1629 sqft,https://www.magicbricks.com/m3m-antalya-hills-phase-i-sector-79-gurgaon-pdpid-4d4235333930323531,3,9,2025-08-12 11:02:27.284397,Updated yesterday,2025-08-11 12:00:00.000000,3,3,3 BHK,Semi-Furnished,4 out of 4,,M3M Antalya Hills Phase I,,,,Freehold,Resale,,89.5,[],True
2 BHK Apartment for Sale in Sector 33 Sohna Gurgaon,1.70 Cr,1385 sqft,https://www.magicbricks.com/godrej-nature-plus-sohna-sector-33-gurgaon-pdpid-4d4235313132333731,3,11,2025-08-12 11:02:27.286531,Updated yesterday,2025-08-11 12:00:00.000000,2,3,2 BHK,Unfurnished,15 out of 22,,Godrej Nature Plus,Ready to Move,East,,Freehold,Resale,Garden/Park,105.3,[],True
